GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38003002410,38,003,002410,54,28,5,0,0,0,1,62,17,4,2,0,50,25,9,0,66,17,4,0,53,16,1,50,26,6,0,51,20,6,0,50,20,5,0
38003002411,38,003,002411,407.8223146870594,161.75681163328227,43.047887497173804,5.635141166587733,7.194641440526274,0.10961338510483255,12.025957640514324,530.9449867386976,87.00446782425385,11.335157944278723,3.3926365618219294,1.378656185874409e-4,433.0715853567117,164.70754393778884,27.022231501034167,1.0445850300980417,529.5931591253501,95.04741830577986,11.662378467375609,0.022687773443968752,452.98415818665046,109.29268225835716,2.131823049917709,391.16085234452044,189.16865083844453,27.18428517957717,0.06608164646510693,380.661564047145,153.1451396818615,56.89277834562882,0.0884936886719008,439.81779653227693,117.30687234366162,31.31811577842971,1.0432926843241794
38003002412,38,003,002412,168,59,17,4,2,0,0,214,29,8,1,0,182,57,13,0,212,38,3,0,183,56,0,166,67,10,2,155,65,19,1,185,37,20,0
38003002413,38,003,002413,156,68,25,1,6,0,4,209,39,11,3,0,168,62,29,1,212,41,10,0,175,64,0,134,94,21,0,136,74,37,1,161,61,26,1
38003002414,38,003,002414,65,25,7,0,0,0,0,76,18,3,0,0,65,27,6,0,73,21,4,0,60,22,0,55,29,7,0,53,27,7,0,58,24,8,0
38003002415,38,003,002415,146,45,7,0,0,0,2,178,23,2,1,0,150,37,12,0,168,27,5,1,144,39,1,136,51,12,0,135,47,11,0,142,37,13,0
38005001401,38,005,001401,626,314,77,5,8,0,21,833,204,20,15,0,738,259,60,1,726,315,24,2,716,245,1,586,379,74,0,623,328,76,1,672,283,68,0
38005002301,38,005,002301,146,79,17,2,3,0,5,200,50,4,5,0,164,72,15,2,164,85,6,0,178,49,1,145,80,22,0,145,70,27,0,172,54,21,1
38005002302,38,005,002302,81.35621354867654,372.12292507851055,15.037236428891879,29.004037685060563,4.005383580080753,1.0008972633467923,38.00583221175415,203.44549125168237,270.0731269627636,39.01211305518169,13.008972633467923,2.0004486316733963,74.40601166442352,450.0964558097802,14.030506953790937,8.972633467922835e-4,137.42664872139972,344.092866756393,42.01704800358905,0.001794526693584567,152.4060116644235,324.0879318079856,4.0008972633467925,107.34768954688201,339.1296545536115,63.040376850605654,2.000897263346792,65.34454912516824,433.1103633916554,26.05338716913414,2.000897263346792,96.37729923732616,369.090623598026,49.04306864064603,1.0008972633467923
38005002303,38,005,002303,76.12531516484053,77.04324477980643,3.0130996960727505,5.001420448971744,2.0018939319623255,3.156553270542338e-4,5.002051759625852,104.15672286988242,50.025725909154914,5.004261346915232,5.003156553270542,1.578276635271169e-4,77.14283403549204,76.03393294765833,9.010732281119843,3.156553270542338e-4,82.15009410801429,73.03267032635011,6.0059974512140295,1.0006313106541085,97.14283403549203,50.03093422205131,3.000315655327054,73.12231643923351,66.04561219475933,18.01420448971744,1.0003156553270542,67.12121164558883,83.03882560522767,9.018781491959727,1.0003156553270542,76.1327330650263,70.03188118803247,9.015151455698602,1.0003156553270542
38007003901,38,007,003901,132.95136421188909,30.988663838861367,13.994880443356745,0,0.9996343173826246,0,3.9985372695304986,155.94295351168944,21.99195498241774,5.997805904295748,0.9996343173826246,0,142.94770738571532,33.987566791009236,6.997440221678373,0,159.94149078121995,15.994149078121994,8.996708856443622,0,147.94587897262844,24.990857934565614,0,138.94917011618483,25.99049225194824,13.994880443356745,0,136.94990148141957,24.990857934565614,13.994880443356745,0,140.9484387509501,17.993417712887243,15.994149078121994,0
38007003902,38,007,003902,267,21,14,2,5,1,3,285,18,9,1,0,268,26,14,2,280,23,11,0,268,31,0,256,31,19,0,261,24,19,0,262,16,23,0
38007003903,38,007,003903,94.98373521019731,6.998870923311751,4.999126433309663,1.9996334975641887,0,0,8.537879838364994e-6,101.98249514107115,2.9995356251446665,0.999833824541771,0.999833824541771,0,93.98384162049666,7.998704747853522,3.999343836046923,0,96.98338578352117,8.998478807236424,1.9996591112037039,0,92.98394803079603,10.998197683598997,0,87.98482159748636,10.998214759358675,5.998968795731273,0,89.98446363293039,8.998547110275132,3.9993609118065994,0.9998167487820944,92.9840077959549,5.99903709876998,5.998977333611111,0
38009000601,38,009,000601,528.7476576683558,105.19669113237578,28.465309274556507,7.1163175855779075,3.014445868430598,2.9998709696451726,6.0872399973089895,592.3776619637657,64.09055376737379,11.145334274920529,9.101676132678369,0.9999569898817242,541.2428924999266,98.84707375774549,34.494162079172824,0,549.5049257963017,90.90572716689461,32.17357112694637,2.014508344671311,520.0250554338944,109.65719509366245,1.9999139797634484,481.2103008251807,124.56032427425392,45.47917246745368,0.9999569898817242,482.9770553566222,112.21096496033327,47.75601925720142,0.9999569898817242,523.704148022591,83.87685897402925,38.52322743382154,0.9999569898817242
