2021-07-25 17:46:05,ak,2016
2021-07-25 17:48:26,al,2016
2021-07-25 17:50:46,ar,2016
2021-07-25 17:52:55,az,2016
2021-07-25 17:58:57,ca,2016
2021-07-25 18:00:55,co,2016
2021-07-25 18:01:12,dc,2016
2021-07-25 18:01:45,de,2016
2021-07-25 18:06:14,fl,2016
2021-07-25 18:08:56,ga,2016
2021-07-25 18:09:24,hi,2016
2021-07-25 18:11:40,ia,2016
2021-07-25 18:13:04,id,2016
2021-07-25 18:17:03,il,2016
2021-07-25 18:19:45,in,2016
2021-07-25 18:21:30,ks,2016
2021-07-25 18:22:59,ky,2016
2021-07-25 18:25:17,la,2016
2021-07-25 18:26:32,ma,2016
2021-07-25 18:28:20,md,2016
2021-07-25 18:29:06,me,2016
2021-07-25 18:31:33,mi,2016
2021-07-25 18:33:47,mn,2016
2021-07-25 18:37:20,mo,2016
2021-07-25 18:38:44,mt,2016
2021-07-25 18:42:33,nc,2016
2021-07-25 18:44:05,nd,2016
2021-07-25 18:45:31,ne,2016
2021-07-25 18:46:04,nh,2016
2021-07-25 18:47:27,nj,2016
2021-07-25 18:49:10,nm,2016
2021-07-25 18:50:06,nv,2016
2021-07-25 18:52:58,oh,2016
2021-07-25 18:54:59,ok,2016
2021-07-25 18:57:18,or,2016
2021-07-25 19:01:14,pa,2016
2021-07-25 19:01:38,ri,2016
2021-07-25 19:03:09,sc,2016
2021-07-25 19:03:57,sd,2016
2021-07-25 19:06:09,tn,2016
2021-07-25 19:13:16,tx,2016
2021-07-25 19:15:43,ut,2016
2021-07-25 19:19:41,va,2016
2021-07-25 19:20:31,vt,2016
2021-07-25 19:22:42,wa,2016
2021-07-25 19:25:05,wi,2016
2021-07-25 19:26:06,wy,2016
2021-07-25 19:26:45,ak,2018
2021-07-25 19:29:50,al,2018
2021-07-25 19:31:40,ar,2018
2021-07-25 19:33:54,az,2018
2021-07-25 19:35:53,co,2018
2021-07-25 19:36:06,dc,2018
2021-07-25 19:36:26,de,2018
2021-07-25 19:41:58,fl,2018
2021-07-25 19:45:23,ga,2018
2021-07-25 19:45:45,hi,2018
2021-07-25 19:47:57,ia,2018
2021-07-25 19:49:18,id,2018
2021-07-25 19:53:51,il,2018
2021-07-25 19:56:22,in,2018
2021-07-25 19:58:39,ks,2018
2021-07-25 20:00:41,la,2018
2021-07-25 20:02:20,ma,2018
2021-07-25 20:03:46,md,2018
2021-07-25 20:04:36,me,2018
2021-07-25 20:09:46,mi,2018
2021-07-25 20:12:43,mn,2018
2021-07-25 20:15:49,mo,2018
2021-07-25 20:16:59,mt,2018
2021-07-25 20:20:06,nc,2018
2021-07-25 20:21:37,nd,2018
2021-07-25 20:23:28,ne,2018
2021-07-25 20:23:59,nh,2018
2021-07-25 20:25:45,nj,2018
2021-07-25 20:27:43,nm,2018
2021-07-25 20:28:53,nv,2018
2021-07-25 20:32:46,oh,2018
2021-07-25 20:35:35,ok,2018
2021-07-25 20:38:48,pa,2018
2021-07-25 20:39:12,ri,2018
2021-07-25 20:41:02,sc,2018
2021-07-25 20:42:12,sd,2018
2021-07-25 20:43:31,ut,2018
2021-07-25 20:45:45,va,2018
2021-07-25 20:46:15,vt,2018
2021-07-25 20:47:43,wa,2018
2021-07-25 20:50:08,wi,2018
2021-07-25 20:51:02,wy,2018
2021-07-25 20:51:35,ak,2020
2021-07-25 20:53:49,al,2020
2021-07-25 20:55:26,az,2020
2021-07-25 20:57:05,co,2020
2021-07-25 20:57:17,dc,2020
2021-07-25 20:57:35,de,2020
2021-07-25 20:59:53,ga,2020
2021-07-25 21:00:10,hi,2020
2021-07-25 21:01:49,ia,2020
2021-07-25 21:02:59,id,2020
2021-07-25 21:06:30,il,2020
2021-07-25 21:08:06,ks,2020
2021-07-25 21:09:56,la,2020
2021-07-25 21:10:45,me,2020
2021-07-25 21:13:27,mi,2020
2021-07-25 21:16:02,mn,2020
2021-07-25 21:17:28,mt,2020
2021-07-25 21:21:28,nc,2020
2021-07-25 21:22:01,nh,2020
2021-07-25 21:22:51,nv,2020
2021-07-25 21:25:22,oh,2020
2021-07-25 21:27:50,ok,2020
2021-07-25 21:28:10,ri,2020
2021-07-25 21:29:54,sc,2020
2021-07-25 21:31:15,ut,2020
2021-07-25 21:31:47,vt,2020
2021-07-25 21:34:44,wi,2020
2021-07-25 21:35:37,wy,2020
2021-07-27 16:30:14,tx,2018
2021-07-27 16:31:53,ar,2020
2021-07-27 16:33:27,nd,2020
2021-07-27 16:35:02,ne,2020
2021-07-27 16:47:49,tx,2020
