GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR
35001000115,35,001,000115,257.8533302712793,261.3977059451113,55.23318758388228,5.611928150234028,11.519220939954058,1.4768231974300075,0.8860939184580044,0,259.6255181081953,312.49578857618957,346.4627221170797,222.11420889347312,303.04412011263753,255.19504851590528
35001000116,35,001,000116,450.65167167989097,428.8944904804596,96.93334925276426,6.698529268013394,13.646563497582761,0.8849765258215962,2.654929577464789,0,452.6711296930901,520.9039471810039,619.8567544469673,347.01979315911336,548.4653137943266,402.4910236752659
35001000117,35,001,000117,239.4168987129179,215.07464002782075,56.07963393275555,5.546337421920879,10.476415130294994,2.156908997413675,0,0,252.66648255417334,258.829079689641,315.5249733359433,187.03482306144295,280.09003980700436,218.15593859555455
35001000118,35,001,000118,268.80729354869413,233.0298112894384,66.07225313583356,5.548559871175769,14.621916283528703,3.499612611696584,0.0335785726407762,0.9950923786789131,284.0526756689652,288.0407854984492,356.8593956044499,208.782754387872,316.98693539751565,240.85623602830663
35001000119,35,001,000119,133.51471215351813,217.67462686567166,42.50788912579957,4.849893390191897,1.9970149253731344,0.855863539445629,0,0,139.7910447761194,245.63283582089554,190.00170575692965,184.01066098081023,154.05543710021323,218.2452025586354
35001000120,35,001,000120,198.9288403828615,324.71392887007477,60.95312657970687,5.541193325427897,1.6623579976283691,1.1082386650855796,0.5541193325427898,0.5541193325427898,209.45710770117452,357.9610888226422,285.37145625953667,272.0725922785098,235.50071633068563,313.631542219219
35001000121,35,001,000121,141,488,43,8,1,0,3,0,161,504,288,380,215,435
35001000122,35,001,000122,44,217,24,7,3,1,1,0,53,241,97,191,63,218
35001000123,35,001,000123,65,383,50,25,1,0,1,2,78,430,149,354,104,389
35001000124,35,001,000124,33.42795389048992,226.76801152737752,30.717579250720462,9.938040345821326,0,0,0,0,42.46253602305475,250.2579250720461,82.21469740634005,203.27809798270894,50.59365994236311,230.38184438040346
35001000125,35,001,000125,68,307,35,8,2,1,3,1,66,349,149,256,103,289
