GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45003000030,45,003,000030,594.7378731343283,184.9813432835821,16.303171641791046,3.139925373134328,0.02332089552238806,585.4580223880597,190.23787313432837,20.419776119402986,1.046641791044776
45003000031,45,003,000031,438,182,6,1,0,419,191,19,0
45003000032,45,003,000032,239,260,3,0,0,233,265,4,0
45003000033,45,003,000033,359,165,5,2,0,353,170,10,0
45003000034,45,003,000034,952.2621268656717,418.0186567164179,12.696828358208954,5.860074626865671,0.976679104477612,940.5419776119403,428.76212686567163,17.580223880597014,1.953358208955224
45003000035,45,003,000035,664.0868263473054,470.2718562874251,10.822155688622754,1.9676646706586827,0.9838323353293413,649.3293413173653,487.9808383233533,13.773652694610778,0.9838323353293413
45003000036,45,003,000036,258,242,5,2,0,256,243,5,1
45003000037,45,003,000037,789.2736552139763,531.0176787388007,10.990925122149457,2.9845066158409344,1.9300033304780841,769.7588180208984,546.6725092709224,17.97864099114465,2.0016046265771306
45003000038,45,003,000038,852.4352862459023,603.3534971333045,22.82422768760856,3.969430902192793,0.9923577255481982,832.5881317349383,628.1624402720095,21.83186996206036,0.9923577255481982
45003000039,45,003,000039,859,581,12,5,2,828,594,29,3
45003000040,45,003,000040,667.0388935411127,416.4000278542575,12.981295832386925,3.994244871503669,0.9985612178759172,641.0763018763389,436.3712522117758,22.966908011146096,2.9956836536277516
45003000041,45,003,000041,883.993500727209,355.8106421166887,14.010762974804758,0.025682794505614916,0.004017677782241864,844.229560743261,373.70321475096483,32.908561727545255,2.9924365108575635
45003000042,45,003,000042,303,272,1,0,0,289,274,8,1
45003000043,45,003,000043,487,279,12,2,0,482,283,12,0
45003000044,45,003,000044,560.9820277181664,383.9874744010732,20.999302880035607,2.999901067461957,2.999896475263866,540.9826903298855,393.9871385030156,31.998937065930722,0.9999700839527129
45003000045,45,003,000045,670.0471206963415,452.48113447522815,13.270896006925259,2.3440784067322187,0.7835803715575239,669.8905470597432,460.32360089874373,11.03008957326851,0.7802490175873474
45003000046,45,003,000046,123.2511760887482,724.8042703873617,4.188806552546551,5.041470530315739,0.01982174506042726,119.0104881588832,728.1135587533824,5.235482506363643,0.01799470486554297
45003000047,45,003,000047,462.5084716454872,350.77443206043733,10.062902941792045,4.975121350607518,0.9668592099772512,470.891141708623,342.81423789946535,13.845844601268292,0
45003000048,45,003,000048,573,372,10,2,2,572,379,12,0
45003000049,45,003,000049,683,206,12,1,0,663,221,14,2
45003000050,45,003,000050,1103.1179164507464,827.835337300425,17.888398645147237,1.9875998494608043,0,1084.2357178808686,844.7299360208417,23.85119819352965,0
45003000051,45,003,000051,1342.911330049261,746.9795918367347,25.78043631245602,1.6671358198451796,1.22237860661506,1330.911330049261,762.2033779028853,27.113300492610836,2.22237860661506
45003000052,45,003,000052,470.6788990825688,419.1376146788991,18.477064220183486,2.9174311926605503,0,463.8715596330276,431.7798165137615,14.587155963302752,0.9724770642201835
45003000053,45,003,000053,754.5892691242099,342.99512232918636,4.970943801872266,4.970943801872266,0.9941887603744531,780.4381768939458,332.05904596506736,6.9593213226211725,0.9941887603744531
45003000054,45,003,000054,347.02911733584995,406.0499603208648,15.000733170327157,1.0002094772363304,1.047386181651796e-4,328.02848890414094,425.0504840139556,11.000942647563486,2.000104738618165
45003000055,45,003,000055,455.23892100192677,207.80732177263968,4.402697495183045,0.8805394990366089,0.8805394990366089,459.64161849710985,202.52408477842005,7.92485549132948,0
45003000056,45,003,000056,622.0227450980392,366.4243137254902,8.985882352941177,1.9968627450980392,0,591.0713725490195,380.40235294117645,28.954509803921567,1.9968627450980392
45003000057,45,003,000057,576.9580270557451,294.35751614689286,12.070908954549504,3.0277847781557625,0,559.3620451764283,311.234578626169,14.975264000099358,0
45003000058,45,003,000058,835.9571206397663,309.4861239269895,10.981078145207283,4.98788248033072,1.9954563916805113,831.9335924049714,321.46644726577813,11.001557614712366,0.9977281958402556
45003000059,45,003,000059,994.0451612903225,319.2696774193549,14.690322580645162,2.938064516129032,0.9793548387096774,974.4580645161291,337.8774193548387,19.587096774193547,0
45003000060,45,003,000060,758.944609252155,295.99069786143906,7.13488372598484,5.049048627630851,0.012262156907712691,757.1285416057707,292.9048627630851,21.098097255261703,0.024524313815425382
45003000061,45,003,000061,605.9673292999773,714.110931909416,12.554776777723202,5.773901091978749,0.9596899224806201,581.7071347673464,731.4956814137323,21.428409436474205,0.9596899224806201
45003000062,45,003,000062,407.1440298507463,469.2507462686567,4.92910447761194,4.92910447761194,0,390.3850746268657,481.0805970149254,14.787313432835822,0.985820895522388
45003000063,45,003,000063,476,235.99999999999997,7,1,0,461,248,11,0
45003000064,45,003,000064,1151.177740056744,522.5187084600059,12.48557489103606,3.3892412502315423,1.4473959352685084,1171.7549582060008,502.2011233486368,19.51768992137682,0.3255577691754884
45003000065,45,003,000065,1156.9548387096775,427.7303225806452,14.309677419354838,3.0619354838709674,1.0206451612903227,1158.541935483871,425.1225806451613,19.412903225806453,2
45003000066,45,003,000066,497.6041958041958,314.1188811188811,9.972027972027972,1.9944055944055945,0,500.5958041958042,311.1272727272727,8.974825174825176,1.9944055944055945
45003000067,45,003,000067,725.3354761014633,271.28898087972175,16.771321683964793,2.959232389366408,0.9858262604000161,726.3055198883661,280.17150047027843,10.862063348105366,4.384020415899543e-4
45003000068,45,003,000068,1353.879505529127,571.913078786617,25.454380765317552,2.064911537902508,2,1342.2953016880044,588.2863201295565,29.665343263500702,1.016227884475627
45003000069,45,003,000069,1167,568,14,4,0,1216,532,12,0
45003000070,45,003,000070,579,371,18,10,3,582,375,27,0
45003000071,45,003,000071,1163.4753291221714,483.6825432398837,17.75430781529419,3.2899659903238776,0.15586690017513136,1148.5841681723034,496.21893960047873,19.272195241417872,2.2972219269993395
45003000072,45,003,000072,396,310,10,2,1,392,315,12,0
45003000073,45,003,000073,831.3923337856173,274.6886476707372,20.10422885572139,1.086047037539575,2.006060606060606,842.1391677973768,270.8951605608322,11.246019900497513,0.01720940750791497
45003000074,45,003,000074,302.0179722818336,158.01252559892677,6.000697119964391,1.000098932538043,1.0352473613387913e-4,296.01730967011457,160.01286149698436,9.001062934069276,1.000029916047287
45003000075,45,003,000075,881,506,17,9,1,878,512,23,0
45003000076,45,003,000076,1116,627,22,4,0,1142,609,17,1
45003000077,45,003,000077,801.055390747845,402.00930213856094,10.865116274015161,3.950951372369149,0.9877378430922873,815.8714583942293,395.0951372369149,7.901902744738298,1.9754756861845746
45003000078,45,003,000078,393.68658823529415,225.81835294117647,8.387450980392158,0.8404705882352942,1.6746666666666667,393.63796078431375,223.3283137254902,10.930823529411764,0.8404705882352942
45003000079,45,003,000079,419.70376635542215,290.86427320300817,2.3286619799937003,0.12366855029593427,1.03734869034828,422.66563388134995,287.2418738772454,2.261440832437961,0.02157996498691353
45003000080,45,003,000080,513.7610789980732,215.19267822736032,11.597302504816955,3.1194605009633913,0.11946050096339114,513.3583815028902,220.47591522157995,12.07514450867052,1
45003000081,45,003,000081,487.74615384615385,251.35384615384618,6.982051282051282,1.994871794871795,0,477.7717948717949,259.3333333333333,14.961538461538462,0.9974358974358974
45003000082,45,003,000082,472.26598173515976,211.30251141552512,6.8162100456621,0.9737442922374429,0,448.89611872146116,228.82990867579906,12.658675799086758,0.9737442922374429
45003000083,45,003,000083,250,241,20,2,1,263,246,8,0
45003000084,45,003,000084,569.7898423817863,243.1103327495622,10.129597197898425,1.6882661996497375,0.8441330998248687,569.7898423817863,246.48686514886165,7.597197898423818,1.6882661996497375
45005000001,45,005,000001,110,545,6,1,0,115,549,1,1
45005000002,45,005,000002,12.553648068669528,593.8841201716738,2.8969957081545066,6.7596566523605155,1.9313304721030042,14.484978540772532,611.2660944206009,3.8626609442060085,0
45005000003,45,005,000003,133.44635193133047,245.11587982832617,0.10300429184549356,2.240343347639485,0.06866952789699571,130.51502145922748,249.73390557939913,3.1373390557939915,0
45005000004,45,005,000004,66,646,1,4,0,62,655,3,0
45005000005,45,005,000005,42.442477876106196,155.30088495575222,0.9646017699115044,0,0,42.442477876106196,159.15929203539824,1.9292035398230087,0
45005000006,45,005,000006,175,77,2,0,0,176,82,1,0
45005000007,45,005,000007,99,65,5,1,0,99,68,3,0
45005000008,45,005,000008,196.55752212389382,390.6991150442478,1.0353982300884956,4,0,193.55752212389382,398.8407079646018,2.0707964601769913,1
45007000000,45,007,000000,200.74647922754818,458.3172622547349,7.044655984449926,4.029814762912573,1.9998676801621336,185.59707461339065,474.48164041026763,7.059695685744079,2.0299470827504393
45007000009,45,007,000009,240,274,5,2,0,212,286,18,0
45007000010,45,007,000010,282.60747541484983,29.17284479090924,0.9422431292170944,0.0021270849171410454,0,279.78819082440856,31.993192923809104,0.9438384429049501,0
45007000011,45,007,000011,963,365,18,0,1,923,393,27,0
45007000012,45,007,000012,156.02339329805994,277.23017219817217,2.71799518999519,0.031425364758698095,0,148.63399198332533,286.2430181176848,3.75755138688472,0.007856341189674524
45007000013,45,007,000013,1138.284812431137,415.3841917622387,22.094717619659505,4.155874707643574,4.076910306349075,1126.0540815120899,436.2425297017511,20.779373538217868,0.07896440129449839
45007000015,45,007,000015,474,85,4,0,1,464,90,11,0
45007000016,45,007,000016,429.40825190010855,175.89033659066232,4.91313789359392,0,0,417.6167209554832,181.78610206297503,9.82627578718784,0.9826275787187839
45007000017,45,007,000017,1581,404,28,4,1,1575,420,26,1
45007000018,45,007,000018,822,188,11,0,0,819,192,8,0
45007000019,45,007,000019,1512,618,23,4,2,1477,641,31,2
45007000020,45,007,000020,232.58503295297876,188.78586069667165,4.960483270074728,0.988810980485437,0,212.71845732120852,201.7061169135725,10.934420072106205,1.977621960970874
45007000021,45,007,000021,1686.2715105162524,653.2313575525812,35.79349904397706,5.965583173996176,0.994263862332696,1675.3346080305928,671.1281070745698,28.833652007648183,3.977055449330784
45007000023,45,007,000023,695,70,2.9999999999999996,1.9999999999999998,0,681,75,11,0
45007000024,45,007,000024,901.140668038056,301.3572789920288,12.006590897402932,5.844,0.9891709951144253,892.9390511699665,314.41372486500387,14.974103882746208,2.937170995114425
45007000025,45,007,000025,931.3469015314901,570.0765714285599,18.061102083856024,1.0631278935475568,0.0112,904.367248405706,591.1366571930586,21.082485764498696,1.029527893547557
