GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
49005LOG024,49,005,LOG024,110,99,3,9,8,2
49005LOG025,49,005,LOG025,267,134,6,21,16,4
49005LOG026,49,005,LOG026,250,133,5,13,7,0
49005LOG027,49,005,LOG027,357.8236519880984,117.97713500309001,11.073926783844593,12.19672091519795,13.147154206143384,4.012603317132272
49005LOG028,49,005,LOG028,88,38,0,2,7,0
49005LOG029,49,005,LOG029,443.6739668460888,186.65190680981024,2.9235380342121693,10.703353276098616,7.848594953822088,0.026399522347296853
49005LOG030,49,005,LOG030,322.646890224856,179.02967689306035,5.90207726021078,11.80415452042156,16.72255223726388,4.918397716842317
49005LOG031,49,005,LOG031,189.34997231502823,153.20127212689417,3.950365082162152,25.23339458114439,9.908886231054264,0.08160228315768284
49005LOG032,49,005,LOG032,120.39960282057955,68.31183138756286,1.7077957846890717,9.392876815789894,7.685081031100822,0.8538978923445358
49005LOG33N,49,005,LOG33N,133.00009215603453,58.82943433174241,2.2621722846441945,10.184402041967932,9.618242069331009,0.5661599726369226
49005LOG33S,49,005,LOG33S,209.09737827715355,89.18352059925094,3.737827715355805,9.820224719101123,10.385767790262173,0.4344569288389513
49005MEN001,49,005,MEN001,77.89383485026808,13.101972615449057,0.3230563002680965,4.208828130780828,8.417656261561657,0
49005MEN00I,49,005,MEN00I,440.67364586137495,70.7476057301255,2.398223923055102,16.188011480621938,18.58623540367704,1.199111961527551
49005MEN2UE,49,005,MEN2UE,206.47758238335913,32.90175195315105,1.0750359346180416,7.680846802214217,8.6993021710266,0.5940985331146789
49005MEN2UW,49,005,MEN2UW,95.9659396041658,15.406776698355868,0.5222636168934193,3.5252794140305803,4.0475430309239995,0.26113180844670963
49005MIL025,49,005,MIL025,594.7472046013652,86.69531298495104,2.948542616775164,11.835235279101452,16.716836404271927,0.991425915052817
49005MIL17I,49,005,MIL17I,54.05714285714286,11.314285714285715,2.5142857142857142,0,0.6285714285714286,0
49005MIL17U,49,005,MIL17U,31.17113350731031,6.524190734088204,1.4498201631307122,0,0.36245504078267804,0
49005NEW00I,49,005,NEW00I,165.51025566240727,27.248639651737783,1.0092088759902882,3.027626627970865,9.082879883912595,0.5046044379951441
49005NEW0UN,49,005,NEW0UN,42.10103783726443,6.931268424427681,0.25671364534917335,0.77014093604752,2.3104228081425604,0.12835682267458667
49005NEW0US,49,005,NEW0US,132.0926630716504,21.946103303879042,0.7183191070256073,3.4307010281706436,9.016359377418109,0.35915955351280365
49005NIB017,49,005,NIB017,415.484772267639,82.88221076820234,0.9994645012347683,17.9712281089345,15.977310107565074,3.992847003838963
49005NIB01I,49,005,NIB01I,235.19244725821437,57.775730937515114,4.227189721258152,11.625691306864443,8.807564826025676,0.704531620209692
49005NIB01U,49,005,NIB01U,424.6024743623533,105.34212456462657,7.706180561624555,21.19382081114935,16.086771548096728,1.290444315876842
49005NIB025,49,005,NIB025,11.333333333333332,0,0,0,0,0
49005NIB03I,49,005,NIB03I,527.8160732526508,100.81931379045608,3.462701360522505,9.456842848582296,28.965257636543896,1.702650528023874
49005NIB03U,49,005,NIB03U,53.94475987079044,10.299322786588402,0.3515565273512659,0.9677612004937066,2.964692475820354,0.1747975133979077
49005NLG001,49,005,NLG001,400,244,6,27,12,2
49005NLG002,49,005,NLG002,372.4366707703404,112.29987042579577,1.9196311312889032,11.517960697180811,2.880664063065094,0.9599315052760458
49005NLG003,49,005,NLG003,428.79784068110575,75.96418622788819,4.997643830782118,14.992931492346354,13.99340272618993,1.9990575323128472
49005NLG004,49,005,NLG004,581.7680186819921,98.58820450818993,0.9761208367147518,11.713450040577023,21.47465840772454,0
49005NLG005,49,005,NLG005,472,152,2,15.000000000000002,21,2
49005NLG006,49,005,NLG006,429,138,2,9,17,0
49005PAR00I,49,005,PAR00I,54.79476161954147,9.191379368439213,0.8837864777345398,1.2373010688283557,3.535145910938159,0.17675729554690797
49005PAR0EM,49,005,PAR0EM,439.20372285458564,76.32348052642334,7.130752585859215,10.227432957724368,28.29306138505043,1.5037470587813144
49005PAR0UE,49,005,PAR0UE,45.982465715059945,7.713187797364894,0.7416526728235475,1.0383137419529664,2.96661069129419,0.1483305345647095
49005PAR0UW,49,005,PAR0UW,106.60248360184967,17.50093906212305,1.5354044547490688,2.537153824236284,6.229705907084363,0.2806544645233873
49005PRO001,49,005,PRO001,486.3289875649305,91.8732378972764,0,8.98759935951617,15.977954416917633,0.9986221510573521
49005PRO002,49,005,PRO002,611.9821964002949,137.64464698882358,8.911620294599018,15.843821849276683,13.864193925900866,1.9804646571936813
49005PRO003,49,005,PRO003,551.1735033796256,125.05415962320502,3.1789256299459367,11.831766061915408,16.210742360658166,0.1356284745764468
49005PRO004,49,005,PRO004,298.43008005703916,106.98786546770262,1.0551809753415764,11.979746523900127,13.997793837575951,0.909741995805644
49005PRO005,49,005,PRO005,411.87401567911326,93.77234224863898,4.102267209897248,18.21266949425348,9.216175400547037,0.024269102698973713
49005RCH02I,49,005,RCH02I,179.62868048867557,31.351315863403453,4.263819890544165,6.149712113338909,9.164219545478016,2.1319099452720827
49005RCH1I0,49,005,RCH1I0,275.3242404155499,49.77613386043841,3.1110083662774004,6.999768824124151,15.555041831387001,1.5555041831387002
49005RCH1UE,49,005,RCH1UE,17.613403457485372,3.181565938217294,0.20454393800867354,0.4517110572850913,0.9926745021571647,0.10227196900433677
49005RCH1UW,49,005,RCH1UW,42.680851063829785,7.716312056737589,0.4822695035460993,1.0851063829787235,2.4113475177304964,0.24113475177304966
49005RCH2US,49,005,RCH2US,219.47626848053466,38.14574943364456,5.528369483136893,7.73971727639165,11.056738966273786,2.7641847415684464
49005RVH001,49,005,RVH001,246.69309543159846,111.75088703976321,2.9497581217587254,6.68751908594682,8.987073537422553,2.0133712450119394
49005RVH002,49,005,RVH002,404.6539503155653,102.62859769558824,2.9587142623865916,14.798346352991208,11.844780268102742,8.797704384631695e-4
49005SMI003,49,005,SMI003,440.30229492434376,91.43374269598267,7.1016499181345765,16.86641855556962,23.08036223393737,1.7754124795336441
49005SMI01I,49,005,SMI01I,249.01575683466527,37.41081792821262,4.091808210898256,9.352704482053156,15.198144783336378,0
49005SMI01U,49,005,SMI01U,176.98424316533476,26.58918207178738,2.9081917891017444,6.647295517946845,10.801855216663622,0
49005SMI02I,49,005,SMI02I,470.51826027258346,95.83256504638528,3.303418921185925,18.688445229960188,15.529781623012486,0.14104471184530562
49005SMI02U,49,005,SMI02U,58.4690043262344,11.963177400546654,0.5350853465369445,2.303002405881628,2.19535724708684,0.0685813550854118
49005SMI04I,49,005,SMI04I,360.77710714350496,66.56276291910088,2.6148845738324757,9.084769467503293,12.969692694412911,1.93124052330308
49005SMI04U,49,005,SMI04U,174.9307132470793,32.243289027679644,1.2520896215394346,4.380152286617983,6.261889033543865,0.9403280262704312
49005SMI05I,49,005,SMI05I,263.0095934098886,43.655280873362656,2.6947704242816455,7.545357187988608,8.623265357701266,0.5389540848563291
49005SMI05U,49,005,SMI05U,224.99040659011138,37.34471912663734,2.3052295757183545,6.454642812011393,7.376734642298734,0.4610459151436709
49005SMI06I,49,005,SMI06I,300.5861685816292,55.50392081723129,4.32498084290114,7.2083014048352325,19.462413793055127,0
49005SMI06U,49,005,SMI06U,116.4138314183708,21.496079182768707,1.6750191570988604,2.7916985951647675,7.537586206944872,0
49005SMI07I,49,005,SMI07I,159.56549935149158,34.50064850843061,3.0804150453955903,8.933203631647212,8.933203631647212,0.6160830090791181
49005SMI07U,49,005,SMI07U,385.9016872762871,81.73636692285805,7.551904181048541,20.71489085022005,21.701985501169986,1.5889114001642661
49005TRE000,49,005,TRE000,155.49724046439033,23.722122189945708,2.1161568027682875,6.231578781278272,11.317410440902458,0
49005UNINH0,49,005,UNINH0,44.41191096476876,32.64049298248822,0.11807876229484617,1.7371618052295945,1.0471729008787576,0.23772610668318592
49005WEL01I,49,005,WEL01I,42.51663475590978,3.8278642223970216,0.41012830954253804,0.9569660555992554,2.1873509842268692,0.27341887302835866
49005WEL01U,49,005,WEL01U,275.57655806774324,24.937483515096112,2.63243891203349,6.1743621283201895,14.095682364602196,1.7709616081433501
49005WEL02I,49,005,WEL02I,304.15641585899243,40.82100560409873,0.7334761241125659,5.108967134167465,24.05432952617888,0.7316642859253877
49005WEL02U,49,005,WEL02U,113.40706581722003,15.229725865142257,0.2719593904489689,1.903715733142782,8.974659884815974,0.2719593904489689
