2021-07-24 12:36:31,ak,2016
2021-07-24 12:37:07,al,2016
2021-07-24 12:37:38,ar,2016
2021-07-24 12:38:07,az,2016
2021-07-24 12:39:32,ca,2016
2021-07-24 12:40:04,co,2016
2021-07-24 12:40:15,dc,2016
2021-07-24 12:40:26,de,2016
2021-07-24 12:41:16,fl,2016
2021-07-24 12:41:59,ga,2016
2021-07-24 12:42:12,hi,2016
2021-07-24 12:42:54,ia,2016
2021-07-24 12:43:30,id,2016
2021-07-24 12:44:20,il,2016
2021-07-24 12:44:54,in,2016
2021-07-24 12:45:26,ks,2016
2021-07-24 12:46:04,ky,2016
2021-07-24 12:46:41,la,2016
2021-07-24 12:47:04,ma,2016
2021-07-24 12:47:28,md,2016
2021-07-24 12:47:48,me,2016
2021-07-24 12:48:23,mi,2016
2021-07-24 12:48:57,mn,2016
2021-07-24 12:49:38,mo,2016
2021-07-24 12:50:05,mt,2016
2021-07-24 12:50:51,nc,2016
2021-07-24 12:51:08,nd,2016
2021-07-24 12:51:28,ne,2016
2021-07-24 12:51:41,nh,2016
2021-07-24 12:52:04,nj,2016
2021-07-24 12:52:29,nm,2016
2021-07-24 12:52:50,nv,2016
2021-07-24 12:53:32,oh,2016
2021-07-24 12:54:03,ok,2016
2021-07-24 12:54:40,or,2016
2021-07-24 12:55:30,pa,2016
2021-07-24 12:55:43,ri,2016
2021-07-24 12:56:14,sc,2016
2021-07-24 12:56:32,sd,2016
2021-07-24 12:57:10,tn,2016
2021-07-24 12:58:53,tx,2016
2021-07-24 12:59:18,ut,2016
2021-07-24 13:00:06,va,2016
2021-07-24 13:00:20,vt,2016
2021-07-24 13:00:56,wa,2016
2021-07-24 13:01:42,wi,2016
2021-07-24 13:02:07,wy,2016
2021-07-24 13:02:26,ak,2018
2021-07-24 13:02:49,al,2018
2021-07-24 13:03:10,ar,2018
2021-07-24 13:03:30,az,2018
2021-07-24 13:03:50,co,2018
2021-07-24 13:03:57,dc,2018
2021-07-24 13:04:08,de,2018
2021-07-24 13:04:45,fl,2018
2021-07-24 13:05:13,ga,2018
2021-07-24 13:05:21,hi,2018
2021-07-24 13:05:40,ia,2018
2021-07-24 13:05:57,id,2018
2021-07-24 13:06:37,il,2018
2021-07-24 13:06:59,in,2018
2021-07-24 13:07:24,ks,2018
2021-07-24 13:07:46,la,2018
2021-07-24 13:08:01,ma,2018
2021-07-24 13:08:24,md,2018
2021-07-24 13:08:36,me,2018
2021-07-24 13:09:03,mi,2018
2021-07-24 13:09:28,mn,2018
2021-07-24 13:09:54,mo,2018
2021-07-24 13:10:14,mt,2018
2021-07-24 13:10:45,nc,2018
2021-07-24 13:10:59,nd,2018
2021-07-24 13:11:15,ne,2018
2021-07-24 13:11:24,nh,2018
2021-07-24 13:11:43,nj,2018
2021-07-24 13:12:02,nm,2018
2021-07-24 13:12:18,nv,2018
2021-07-24 13:12:47,oh,2018
2021-07-24 13:13:15,ok,2018
2021-07-24 13:13:50,pa,2018
2021-07-24 13:13:59,ri,2018
2021-07-24 13:14:22,sc,2018
2021-07-24 13:14:35,sd,2018
2021-07-24 13:14:51,ut,2018
2021-07-24 13:15:19,va,2018
2021-07-24 13:15:28,vt,2018
2021-07-24 13:15:52,wa,2018
2021-07-24 13:16:19,wi,2018
2021-07-24 13:16:32,wy,2018
2021-07-24 13:16:46,ak,2020
2021-07-24 13:17:07,al,2020
2021-07-24 13:17:24,az,2020
2021-07-24 13:17:42,co,2020
2021-07-24 13:17:46,dc,2020
2021-07-24 13:17:52,de,2020
2021-07-24 13:18:16,ga,2020
2021-07-24 13:18:23,hi,2020
2021-07-24 13:18:41,ia,2020
2021-07-24 13:18:55,id,2020
2021-07-24 13:19:29,il,2020
2021-07-24 13:19:48,ks,2020
2021-07-24 13:20:07,la,2020
2021-07-24 13:20:16,me,2020
2021-07-24 13:20:41,mi,2020
2021-07-24 13:21:05,mn,2020
2021-07-24 13:21:19,mt,2020
2021-07-24 13:21:48,nc,2020
2021-07-24 13:21:55,nh,2020
2021-07-24 13:22:06,nv,2020
2021-07-24 13:22:33,oh,2020
2021-07-24 13:22:52,ok,2020
2021-07-24 13:22:57,ri,2020
2021-07-24 13:23:13,sc,2020
2021-07-24 13:23:26,ut,2020
2021-07-24 13:23:32,vt,2020
2021-07-24 13:23:58,wi,2020
2021-07-24 13:24:07,wy,2020
