GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PRELJoh,G16PREGSte,G16PREOth,G16USSRSze,G16USSDVan,G16USSGFlo,G16USSOth,G16H01RHar,G16H01DWer,G16H01LBee,G16H01Oth,G16H02RMcD,G16H02DRup,G16H02LKas,G16H02Oth,G16H03RPla,G16H03DSar,G16H03GEze,G16H03Oth,G16H04RMcD,G16H04DBro,G16H04LKra,G16H04GCla,G16H04Oth,G16H05RArn,G16H05DHoy,G16H05LSum,G16H05Oth,G16H06RHoe,G16H06DDel,G16H06LHow,G16H06GGlu,G16H06Oth,G16H07RVau,G16H07DCum,G16H07GHoe,G16H07Oth,G16H08RCox,G16H08DRas,G16H08LWun,G16H08GWal,G16H08Oth
2400512-013,24,005,12-013,48.04946124626329,745.7706268241616,3.545440725304338,11.520438859405505,2.9496219099733274,57.10718233563396,714.6054774933318,13.930407473023031,1.8737316798196166,0,0,0,0,47.48375214578366,676.1939780570298,24.63314425558493,2.810597519729425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-001,24,005,13-001,593,846,51,38,16,565,857,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,1009,65,2,0,0,0,0,0
2400513-002,24,005,13-002,657,502,59,30,19,635,559,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,622,59,3,0,0,0,0,0
2400513-003,24,005,13-003,893.9999999999999,594,55,22,25,927,589,43,2,0,0,0,0,0,0,0,0,819,665,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-004,24,005,13-004,944,652,86,32,40,992,664,77,3,0,0,0,0,0,0,0,0,930,707,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-005,24,005,13-005,1155.299684378282,650.2186082174255,93.89956278689348,31.01983789637507,40.981947956096185,1140.230751308939,724.1415475599762,89.01283374185404,2.0259601398806164,0,0,0,0,0,0,0,0,1083.0882852262084,781.1687263279254,54.051122548009026,1.0024994049601854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-006,24,005,13-006,370.16281407035177,425.3035175879397,22.385929648241206,8.029145728643217,7.707537688442211,336.29145728643215,462.11658291457286,24.315577889447237,3.192964824120603,0,0,0,0,9.197989949748745,64.38592964824122,2.6371859296482416,0.7075376884422111,289,401,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-007,24,005,13-007,487,918,24,18,4,411,959,57,0,0,0,0,0,372,927,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-008,24,005,13-008,962,462,43,9,19,872,572,46,2,0,0,0,0,750,630,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400513-009,24,005,13-009,1229,1375,69,38,33,1070,1541,89,5,0,0,0,0,0,0,0,0,996,1549,65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-001,24,005,14-001,949.4458625824293,688.4977664326739,68.03318442884492,38.01191235907254,13.013614124654328,939.4488406721974,705.5032971708147,72.03403531163582,3.0012763241863434,0,0,0,0,0,0,0,0,812.3986385875346,799.5249946819825,51.028079132099556,1.0012763241863434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-002,24,005,14-002,1047.5541374175707,1169.5022335673261,77.96681557115507,27.98808764092746,31.986385875345672,1054.5511593278027,1182.4967028291853,79.96596468836418,2.9987236758136566,0,0,0,0,0,0,0,0,936.6013614124654,1233.4750053180173,65.97192086790045,2.9987236758136566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-003,24,005,14-003,837.4244339415861,1178.966147190057,73.68538419937856,31.863949924055596,33.855446794309074,882.2331135222893,1135.1532160444806,69.70239045887162,2.9872453053802124,0,0,0,0,801.5774902770236,1106.2765114258052,102.56208881805395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-004,24,005,14-004,132.57556605841387,169.03385280994294,14.314615800621434,5.136050075944404,3.144553205690929,132.76688647771067,169.84678395551938,12.297609541128384,0.01275469461978784,0,0,0,0,115.4225097229764,183.72348857419476,14.437911181946049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-005,24,005,14-005,118,357,11,7,3,121,340,18,3,0,0,0,0,102,330,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-006,24,005,14-006,1207,1070,93,44,16,1163,1165,89,0,0,0,0,0,0,0,0,0,1026,1246,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-007,24,005,14-007,796,874,50,37,21,790,901,71,3,0,0,0,0,682,943,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-008,24,005,14-008,402.4762189650015,1788.9763685312594,25.209093628477415,33.90188453484894,17.385581812743045,369.4436135207897,1799.407717618905,62.588094525874965,2.607837271911457,0,0,0,0,336.4110080765779,1728.9961112772958,73.88872270415794,6.084953634460065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-009,24,005,14-009,687.8281493946189,2067.087320868808,33.36942486742846,30.18520097356952,8.633782118614278,668.7243523064027,2033.0680050062713,62.881045185856664,2.245041388648745,0,0,0,0,561.6178585872732,2016.4548952933892,89.94326285438991,4.571720024941409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-010,24,005,14-010,711.5547402254829,1005.3057392568275,46.8489418690358,14.142947396158274,20.585781147912794,687.4413671072975,1033.6567930792808,52.109382573640794,2.0878931013303164,0,0,0,0,559.3306906200256,1093.2806715627282,75.48988102835014,3.205127118343066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-011,24,005,14-011,608.1408914148968,950.6305713431051,31.57253963505833,16.769967095423272,15.394854920729884,564.39066706551,996.8674842955429,42.421477714627585,5.059228238109482,0,0,0,0,481.64044271612323,1022.2683218665869,59.678133413102,4.1381992222554596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-012,24,005,14-012,894,744,73,42,20,916,771,61,2,0,0,0,0,0,0,0,0,810,822,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-013,24,005,14-013,569,982,36,14,16,548,1003,47,0,0,0,0,0,501,1006,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400514-014,24,005,14-014,147,276,7.000000000000001,9,4,153,261,22,0,0,0,0,0,0,0,0,0,129,277,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-001,24,005,15-001,607.1817280493862,534.3469909121403,35.2957673435206,37.90389058280715,11.668110859224901,479.3543826885602,669.0374616877368,64.34159140304786,5.078121050819131,0,0,0,0,407.68762846424175,699.1944183393482,83.27012800063908,0.17543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-002,24,005,15-002,1264.3146016072428,704.7765031020831,59.963533192082366,27.44980075212918,13.360450391617942,1111.0126669151446,843.7402109201789,83.64575004702402,4.972640370500666,0,0,0,0,974.0203267028638,922.9419250572142,110.31825412218066,0.17507219826215284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-003,24,005,15-003,995,454,32,10,15,872,579,36,5,0,0,0,0,780,634,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-004,24,005,15-004,614,1250,43,23,19,548,1331,53,2,0,0,0,0,500,1278,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-005,24,005,15-005,1351.1958158995815,2025.810320781032,94.40669456066945,47.203347280334725,26.551882845188285,1269.5733612273361,2133.984658298466,107.19093444909345,2.9502092050209203,0,0,0,0,1269.5733612273361,1970.7397489539749,133.74281729428174,10.817433751743375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-006,24,005,15-006,1508.9897610921503,453.75216592281436,45.08742452087162,17.267524284589133,25.901286426883697,1433.2045156208978,548.7235494880546,45.08742452087162,0,0,0,0,0,1268.2037280126017,677.2706747177737,70.98871094775531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-007,24,005,15-007,1073.3733811137065,1081.0069082486743,39.479470095996696,23.470332983515377,21.859365861385637,946.5833153452603,1195.759003554204,89.89819708179364,1.9772049798351745,0,0,0,0,885.2109660080891,1183.4170335059682,85.06529571540442,1.9772049798351745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-008,24,005,15-008,1247.6413058762303,823.1961419330335,42.02856632264057,27.015608622556705,21.01814078011741,1154.4992462349562,897.3333613439258,51.1173509374305,5.997467842439297,0,0,0,0,1114.4357602270875,870.327396768362,85.06956934834477,0.0038576187971243207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-009,24,005,15-009,640.2776711452335,275.0966090850928,21.31030070377479,6.780550223928343,6.780550223928343,587.9705694177864,331.27831094049907,28.090850927703134,1.9373000639795266,0,0,0,0,539.5380678182981,356.4632117722329,38.74600127959053,1.9373000639795266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-010,24,005,15-010,957.3657218312136,993.640669565557,55.863315323995444,16.2924199559065,11.078314598876212,881.8751845194006,1063.233152097335,65.11668325655168,5.95034123170998,0,0,0,0,793.3714732190875,1075.042106784677,92.98554801193951,8.907419742301812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-011,24,005,15-011,1027,943,66,18,15,918,1078,61,3,0,0,0,0,861,1016,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-012,24,005,15-012,990,467,42,14,17,902,579,42,3,0,0,0,0,786,656,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-013,24,005,15-013,937.0450237268298,344.1246262865285,32.271526532066204,12.025256033484727,10.956401155172195,840.7487398699795,446.04789130185867,38.95250817398827,1.9492385786802031,0,0,0,0,733.9672328028192,541.8110250244902,47.503347200488534,2.0434741676526342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-014,24,005,15-014,385.0827067669173,198.49624060150379,18.261654135338347,5.557894736842105,3.9699248120300754,339.0315789473684,257.25112781954886,15.879699248120302,0,0,0,0,0,296.9503759398496,277.89473684210526,28.583458646616542,1.58796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-015,24,005,15-015,919.5441950678859,567.9257412025491,52.40925464117484,15.246328622887226,10.481850928234968,810.9141036298143,675.6029371016901,60.03241895261846,2.858686616791355,0,0,0,0,749.9287891382654,711.8129675810474,67.65558326406207,1.9057910778609033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-016,24,005,15-016,870.6630669546437,624.3347732181426,42.05831533477322,19.064794816414686,13.01511879049676,751.6306695464364,756.244060475162,37.131749460043196,2.0172786177105833,0,0,0,0,694.5658747300216,748.9740820734341,63.21814254859611,3.0172786177105833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-017,24,005,15-017,454.7335447705522,1426.7454304409914,16.280054564443592,18.89226762154443,12.340933989811795,414.86036873627893,1443.472647441226,58.798496067523494,0.1055694098088113,0,0,0,0,377.54360594240893,1398.5883215039323,62.26770680137263,3.258071914231515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400515-018,24,005,15-018,776.9418741225217,565.656848611444,32.25684689929117,12.268246413039757,9.194678628907988,710.3702393589699,621.4709961305346,44.51988836763346,2.2973684210526315,0,0,0,0,646.6431548128617,658.3381947060234,52.94877752285724,1.5315789473684212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
