GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOFUE,G16PREOWRI,G16USSRAYO,G16USSDHAS,G16USSLCHA,G16USSIDAY,G16USSOWRI,G16GOVRSUN,G16GOVDVAN,G16GOVLABR,G16GOVOWRI
33001LACO05,33,001,LACO05,562.0964688416143,416.85011033606173,44.09195070981892,11.032963462010557,2.0052047571595613,23.026023785797808,479.96288007451886,482.0409514319123,18.020819028638247,52.06072216686155,2.0052047571595613,524.0149276461145,430.9437959649338,59.09715546697848,10.008674595265935
33001LACO06,33,001,LACO06,997.1333666538505,651.3314927379404,69.00667428080261,13.601668506202598,5.820459407226569,19.458522287684932,930.2125332780521,750.3524388805781,18.472354024321575,39.83030579912162,1.943078337799443,960.3164464571804,698.832881885483,57.34914318078087,6.797850213911746
33001MERE01,33,001,MERE01,2165.1553613174033,1712.2542361822152,156.3896717723375,29.12626310051957,4.987544187479004,58.16524934376762,2236.7545097871684,1764.8480565823,51.144626650356955,63.25859485314106,0.018964567199727694,2212.960417004322,1709.4550557381126,122.41651717062867,9.025604989936237
33001NEWH01,33,001,NEWH01,740.4643936776204,548.5614497006973,69.011637326509,10.350853335213577,0.12100662478039233,21.82685864540817,743.8964212766155,567.4095744231308,27.091835784202498,32.59530206369413,1.1009671577500781,707.7386971205178,592.6901453201333,57.37231713051527,3.209809346543529
33001SANB01,33,001,SANB01,1054.327551334429,761.0998738900356,77.23334490998151,34.224832211712354,2.021047389656916,25.672564555233087,1013.4434529061662,854.4000764111105,33.6153140381355,52.8453524828437,0.06363523986512362,994.0760481852757,842.4437362190477,78.20530718672735,6.107708090960623
33001TILT01,33,001,TILT01,1008.0895294431164,795.5388393983876,77.64031084140098,19.601023095320528,2.1475576890102173,29.268964949216226,932.3376691542147,891.6110291337951,32.295831542242304,55.01891925897143,2.998933736768979,904.9564526828176,886.1776276067624,95.0403692258433,8.216619978831522
33003ALBA01,33,003,ALBA01,150.2765968832788,161.05692703581542,10.774196875122403,5.75879748379532,1.6470778026089354,9.045357973602178,143.78154498332898,175.03289779719512,4.950083648042768,9.05357168676816,0,141.37386443302222,170.84163835769988,13.203771786536747,0.002028351400815996
33003BART01,33,003,BART01,726.6927212885233,1088.9807254086531,83.61464880602199,20.904171968109917,2.1463857028244853e-4,21.901678457566682,805.3125399358719,1077.0421994050034,18.916349381300844,23.897979267901913,0,831.1955514891691,1013.3243427034016,58.740412267121265,0.0012878314216946912
33003BROO01,33,003,BROO01,261.7836816665228,155.59629192438226,24.88594881584961,2.99766878159908,0.9879202707051147,0.0747182045933959,260.59491336658556,172.55983733264145,7.982918085698407,8.072704137374657,0.005084249104347858,259.6664066513418,159.57457322809958,21.01035954481893,0.015259235040418677
33003CHAT01,33,003,CHAT01,123.35052014337626,104.49770726010824,20.85080265038336,3.523430239781495,0.019266520196045293,2.743917157206592,127.61493042534056,107.76103947724313,7.710774440961622,10.22349335581567,0,127.4519459890391,101.2328130722435,16.28854229074528,0.11559912117627176
