GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRSUN,G18GOVDKEL,G18GOVIJAR,G18GOVOWRI
33003HALE01,33,003,HALE01,85.88212680368055,28.96025206170623,0.9986293814381458,0
33003HART01,33,003,HART01,19,15,0,0
33003JACK01,33,003,JACK01,227.00012856033317,403.0001509547138,2.000003151801716,0
33003MADI01,33,003,MADI01,601.3561788442005,615.2469501321954,12.900389171426012,0.9923418551821878
33003MOUL01,33,003,MOUL01,1770.2591786666026,864.0749258924027,20.240277660778375,1.020233249403448
33003OSSI01,33,003,OSSI01,1056.2808409103066,552.081355295042,16.933820937643848,0.0037235438453245987
33003SAND01,33,003,SAND01,391.00153842180373,523.0007500242353,5.000017442424078,8.721212039206434e-7
33003TAMW01,33,003,TAMW01,676.6405257667152,619.7940764642154,25.026322976714326,2
33003TUFT01,33,003,TUFT01,895.7678508480487,525.1417160117925,11.004524267196693,0.9881805146279697
33003WAKE01,33,003,WAKE01,1386.1686251888332,637.6729479081534,26.99444256923472,2.9949155556146723
33003WOLF01,33,003,WOLF01,2129.5292965176386,1516.5235286218299,28.0795182202777,1.0078378853554057
33005ALST01,33,005,ALST01,389.0357059882143,467.83889033870156,18.952917806448177,0
33005CHES01,33,005,CHES01,835.3572015660172,1011.5994486397992,19.349732119792943,2
33005DUBL01,33,005,DUBL01,399.23929876107815,558.8330378913364,15.31314343379193,0.02496149331783266
33005FITZ01,33,005,FITZ01,NA,NA,NA,NA
33005GILS01,33,005,GILS01,194,164,7,0
33005HARR01,33,005,HARR01,174.89781978457714,450.22451970618874,1.0338799918708355,1
33005HINS01,33,005,HINS01,575.9603087154964,724.9500413519703,12.999104189759468,0
33005JAFF01,33,005,JAFF01,1149.023631923544,1037.2419168183173,18.915575522505847,0.9938277103924441
33005KEEN01,33,005,KEEN01,343.7449638236639,1147.3282457743649,22.81937730197919,0
33005KEEN02,33,005,KEEN02,527.0918772207744,1372.7104555272365,37.96049367213737,4.144997375634755e-6
33005KEEN03,33,005,KEEN03,627.5062108840249,1195.2488802657283,26.893109302606337,0
33005KEEN04,33,005,KEEN04,681.7558153819837,1336.7675032487155,30.023375733463414,0
33005KEEN05,33,005,KEEN05,721.4105941710903,1485.4753383763702,23.292031176656042,0
33005MRLB01,33,005,MRLB01,328.4360786379296,613.2043438908627,13.272245343194172,1.01532131282403
33005MRLW01,33,005,MRLW01,178,181,12,0
33005NELS01,33,005,NELS01,116.99977861001118,236.99955154335595,5.999988646667239,0
33005RICH01,33,005,RICH01,296.8692557789835,220.6418900419876,8.112444794564938,5.000000053319329
33005RIND01,33,005,RIND01,NA,NA,NA,NA
33005ROXB01,33,005,ROXB01,35.77158193245177,76.26715821922039,2.012310477081593,0
33005STOD01,33,005,STOD01,325.00022138998884,278.00044845664405,15.000011353332761,0
33005SULL01,33,005,SULL01,153.04574332909783,155.09656925031766,7.002541296060991,1
33005SURR01,33,005,SURR01,194.96549623140322,200.19919345457754,6.059623907149172,0
33005SWAN01,33,005,SWAN01,1462.0226550351422,1372.370648615848,41.37800083094848,0
33005TROY01,33,005,TROY01,401.28349781715883,341.3054078973817,17.418718014631512,0.990494559803216
33005WALP01,33,005,WALP01,740.0253328064946,1002.8106951292277,23.067647458849144,2.179603773440688e-4
33005WEST01,33,005,WEST01,371.918918739628,494.8921096132147,8.998038356603903,0.9997820396226559
33005WINC01,33,005,WINC01,618.0396912845036,685.0499586480297,37.00089581024053,2
33007ATGT01,33,007,ATGT01,0.01161020070474798,0.0027697537628973935,1.5176732947382978e-4,0
33007BERL01,33,007,BERL01,265.754878938966,254.52579954717868,12.351987330966026,0
33007BERL02,33,007,BERL02,794.7897811282377,761.2071143200022,36.94093348905893,0
33007BERL03,33,007,BERL03,359.4553399327964,344.2670861328191,16.707079179975043,0
33007BGRT01,33,007,BGRT01,0,0,0,0
33007BPUR01,33,007,BPUR01,0,0,0,0
33007CAMB01,33,007,CAMB01,2.016634285474654,0.015578140365152135,5.280725547509198e-4,0
33007CARR01,33,007,CARR01,228,163,2,0
33007CHAN01,33,007,CHAN01,0,0,0,0
33007CLAR01,33,007,CLAR01,73.34085264554939,52.00024703697596,4.054115142873825,2.6623351328364855e-4
33007COLE01,33,007,COLE01,NA,NA,NA,NA
33007COLU01,33,007,COLU01,162.1642651546236,89.17140754498631,6.00853858726442,0.9999898566413417
33007CRAW01,33,007,CRAW01,0,0,0,0
33007CUTT01,33,007,CUTT01,0,0,0,0
33007DALT01,33,007,DALT01,233.88201239093334,141.85733322235612,11.112204760990853,0
33007DIXG01,33,007,DIXG01,0,0,0,0
33007DIXV01,33,007,DIXV01,1.99323653642625,1.9926732556146278,0.9959141671985973,0
33007DUMM01,33,007,DUMM01,65.68351872912726,60.8416352261289,2.0392845021492514,0
33007ERRO01,33,007,ERRO01,109.00673634003681,51.9576802267777,1.9972383152805258,0.9986191576402629
33007ERVI01,33,007,ERVI01,0,0,0,0
33007GORH01,33,007,GORH01,579.0063425908505,567.0133251520099,20.000171941877195,0
33007GRGT01,33,007,GRGT01,1,0,0,0
33007HADL01,33,007,HADL01,0,0,0,0
33007JEFF01,33,007,JEFF01,311,180,6,1
33007KILK01,33,007,KILK01,0,0,0,0
33007LANC01,33,007,LANC01,NA,NA,NA,NA
33007LOWB01,33,007,LOWB01,0,0,0,0
33007MART01,33,007,MART01,0,0,0,0
33007MILA01,33,007,MILA01,325.2181427158494,226.066269936627,4.957593638961119,0
33007MILL01,33,007,MILL01,15.842751842751843,2.9705159705159705,0,0
33007NORU01,33,007,NORU01,NA,NA,NA,NA
33007ODEL01,33,007,ODEL01,0,0,0,0
33007PINK01,33,007,PINK01,0,1,0,0
33007PITB01,33,007,PITB01,301.6554856947879,71.99202367140377,3.945761727632647,0
33007RAND01,33,007,RAND01,71.9930304331617,143.9860608663234,1.9998064009211587,0
33007SARG01,33,007,SARG01,0,0,0,0
33007SECO01,33,007,SECO01,6.558155000684579e-4,3.934893000410747e-4,0,0
33007SHEL01,33,007,SHEL01,112,95,3,0
33007STAR01,33,007,STAR01,142.85176276448033,79.94787809264487,1.000985803781953,0
33007STEW01,33,007,STEW01,NA,NA,NA,NA
33007STRT01,33,007,STRT01,91.87846763540291,108.8560105680317,4.993394980184941,0
33007SUCC01,33,007,SUCC01,6.269759877160833e-4,6.139816667271488e-4,2.1657201648223946e-5,0
33007THOM01,33,007,THOM01,0,0,0,0
33007WENL01,33,007,WENL01,10.148447799682224,6.070565392188857,0.0027616847194742626,0.0013808423597371313
33007WHIT01,33,007,WHIT01,465.1179876090667,401.1426667776439,25.887795239009147,0
33009ALEX01,33,009,ALEX01,520.9709712921332,294.4642772448811,16.918105254770598,0.9903218476022658
33009ASHL01,33,009,ASHL01,440.68060135302494,410.94860295181206,15.694200834805851,1.9610529916301842
33009BATH01,33,009,BATH01,250.94322810298888,207.70147990745448,10.10016062783007,0.01043737574552684
33009BENT01,33,009,BENT01,96.99998961123681,60.99999346686027,2.9999996786980456,0
33009BETH01,33,009,BETH01,496.67180643640097,696.5434440580244,19.029519746896298,5.582039532516798e-4
33009BRID01,33,009,BRID01,406.0749833811685,258.9705198102218,4.082937853214004,0.04124263524370648
33009BRIS01,33,009,BRIS01,710.1149925272105,433.6525107446292,17.38970822727583,0.01292652500347342
33009CAMP01,33,009,CAMP01,777.0366795366795,736.7094594594595,31.474903474903474,0
33009CANA01,33,009,CANA01,699,724,15,0
33009DORC01,33,009,DORC01,132.7608775787034,60.52693464069022,9.413382055883071,0.9602441855568125
33009EASN01,33,009,EASN01,57,129,5,0
33009ELLS01,33,009,ELLS01,20.99932114314549,29.999030204493554,0.9999676734831185,0
33009ENFI01,33,009,ENFI01,847.4776739714309,1103.0359318469402,30.01552823712901,1.0007394477505542
33009FRCA01,33,009,FRCA01,224.99968175889435,405.999425751605,6.999990099165602,0.9999985855950861
33009GRAF01,33,009,GRAF01,331.5522358304653,206.60125512790916,15.083006223893802,0
33009GROT01,33,009,GROT01,154.7206835189464,95.31343853936033,8.017155955126833,0.01499609328404538
33009HANO01,33,009,HANO01,1070.2680749778333,5041.630528155111,34.16415672991667,1
33009HAVE01,33,009,HAVE01,996.566653319936,614.8914054680396,34.88007652632013,2.9895626242544733
33009HEBR01,33,009,HEBR01,259.1037209221077,123.63406359127431,2.03614579506043,0.0023454301245902642
33009HOLD01,33,009,HOLD01,483.53613026975785,622.5282972703765,11.745816929629745,2.9364542324074363
33009LAND01,33,009,LAND01,129.27475468331846,89.03033006244425,4.627118644067797,0
33009LEBA01,33,009,LEBA01,616.7547169811321,1391.6516690856313,23.72133526850508,0
33009LEBA02,33,009,LEBA02,635.6194029850747,1256.294776119403,29.888059701492537,0.996268656716418
33009LEBA03,33,009,LEBA03,647.9029494342926,1404.6693349325064,21.0964130551742,1.002991950743903
33009LINC01,33,009,LINC01,340,296,12,1
33009LISB01,33,009,LISB01,271.72524531668154,205.96966993755575,18.372881355932204,0
33009LITT01,33,009,LITT01,1201.9486391932396,971.7246461139375,52.82195512209096,0.9966406626809616
33009LIVE01,33,009,LIVE01,0,0,0,0
33009LYMA01,33,009,LYMA01,128.37987261146498,129.7324840764331,5.148535031847134,0.002802547770700637
33009LYME01,33,009,LYME01,247.4726173541963,773.4551920341394,5.264580369843528,0.033072546230440966
33009MONR01,33,009,MONR01,254.4901185770751,139.40711462450594,6.019762845849803,0
33009ORAN01,33,009,ORAN01,75.99077884839974,65.61439857595337,2.0456104189695488,0
33009ORFO01,33,009,ORFO01,224,365,4,3
33009PIER01,33,009,PIER01,170.6736641221374,164.6851145038168,3.99236641221374,0
33009PLYM01,33,009,PLYM01,835.0068579316253,1676.8416329653658,69.90745767205534,2.050990440275713
33009RUMN01,33,009,RUMN01,416.81656359479723,267.60971057587443,9.626248581865987,0
33009SUGA01,33,009,SUGA01,138,236,3,0
33009THOR01,33,009,THOR01,549.9173243452695,579.241974806956,26.52286952496743,0.9999143461488809
33009WARR01,33,009,WARR01,191,145,11,0
33009WATE01,33,009,WATE01,144.64984122619217,136.80036410714436,3.054211017006831,0
33009WENT01,33,009,WENT01,260.45777728892426,130.36996570653287,5.017648171486195,1.001251822962492
33009WOOD01,33,009,WOOD01,324.04668536366864,281.0495420622307,12.002259647947932,8.565385111910617e-5
33011AMHE01,33,011,AMHE01,3266.9159784232033,2938.7788906168103,74.99612456905376,2.000203678951467
33011ANTR01,33,011,ANTR01,605.5741887250755,564.3088047730618,23.025230567788736,0.0024128403698130034
33011BEDF01,33,011,BEDF01,6849.4423503091275,4103.127192240511,78.04048504885941,6.007838685661489
33011BENN01,33,011,BENN01,297.08248425078506,243.48010501116812,15.322826207782997,0.9574343106747828
33011BRKL01,33,011,BRKL01,NA,NA,NA,NA
33011DRNG01,33,011,DRNG01,478.7628448663069,304.4005069016084,14.7777974619176,0.9852017426809488
33011FRNT01,33,011,FRNT01,498.7201075895106,423.0589670548922,14.837313569196494,2.0497498425841303
33011GOFF01,33,011,GOFF01,4171.793940747533,2924.121016066404,96.73759731113182,2.991928110733484
33011GRFD01,33,011,GRFD01,371.82324094587494,345.86400226699885,18.839890130603294,0.9924490569951042
33011GRNV01,33,011,GRNV01,365.1002717736354,287.06590275014554,15.002523918283645,1.0002132092309577
33011HANC01,33,011,HANC01,450.80957766304897,625.7356887296422,10.995355552757292,0
33011HILS01,33,011,HILS01,1357.1769722164613,887.9103273119733,57.18025023928394,4.011880795380663
33011HOLL01,33,011,HOLL01,NA,NA,NA,NA
33011HUDS01,33,011,HUDS01,5682.193585913412,3538.497932329466,151.76538365328602,2.008287294111038
33011LITC01,33,011,LITC01,2351.6765218799396,1278.3311621693463,35.43385820872695,0.011228813147990417
33011LYND01,33,011,LYND01,443.8194638241211,359.73708932790396,18.037008427055362,1.0015647604614502
33011MANC01,33,011,MANC01,2322.79581878276,2103.3864294060695,42.037665008513336,4.999752946282509
33011MANC02,33,011,MANC02,1852.927531406911,1880.8510894690173,58.83892591658114,4.986349653947554
33011MANC03,33,011,MANC03,912.2150632215503,1366.3481033534908,61.20923584387026,2.9617372182517867
33011MANC04,33,011,MANC04,1120.603247090063,1226.9777093075952,51.20677568049044,5.015506076035586
33011MANC05,33,011,MANC05,857,923,42,2
33011MANC06,33,011,MANC06,2180.3823929965083,1499.2044004202473,38.86519623288238,2.9147827633126777
33011MANC07,33,011,MANC07,1386,1239,55,1
33011MANC08,33,011,MANC08,2310.095410129252,1480.3546298575977,41.39156444962961,3.0301647170178634
33011MANC09,33,011,MANC09,1667.4392985265406,1320.2252248246996,47.64703895150844,0.02825734537734068
33011MANC10,33,011,MANC10,1642.5991235729564,1358.758326024938,48.43839254803548,2.0193943259070455
33011MANC11,33,011,MANC11,1100.1687653025533,1123.068205666317,97.5715285064708,4.978139209513816
33011MANC12,33,011,MANC12,1738.3691599341605,1560.4708873796048,56.05856770710466,3.990715985835833
33011MASO01,33,011,MASO01,407.28146646760723,269.2658972391747,12.009561644313981,1.000197918726931
33011MERR01,33,011,MERR01,6503.764830257818,4862.341756951756,155.25562174145628,0.0014690003882422303
33011MILF01,33,011,MILF01,3448.580948002775,2817.581860850883,136.99202257758046,3.0005687655719897
33011MONT01,33,011,MONT01,668.3189282967578,639.3483298758555,15.983709210532176,1.9979588331375768
33011NASH01,33,011,"NASH01",2334.9011849911917,2145.6644073855496,63.02166239820122,3.0084260295533274
33011NASH02,33,011,"NASH02",1721.8711361317917,1794.8190427335765,45.969821134171134,0
33011NASH03,33,011,"NASH03",1567.9862744432578,1796.2106300094988,52.89797220605733,1.0066502729027602
33011NASH04,33,011,"NASH04",780.0188631094964,1284.2410459958396,34.983282441430774,0.9990033377766442
33011NASH05,33,011,"NASH05",2231.9355054084294,2016.4960527816208,48.8702368495062,2.991205376073519
33011NASH06,33,011,"NASH06",1334.575892841936,1553.58951965614,42.070621372363256,2.0020391558621973
33011NASH07,33,011,"NASH07",1386.827132135482,1459.2328287067633,50.72202972026944,3.989703360013675
33011NASH08,33,011,"NASH08",1650.9377671878747,2063.90237268809,60.55755680020781,1.9856571755955723
33011NASH09,33,011,"NASH09",1884,2005,60,3
33011NBOS01,33,011,NBOS01,1719.1006074953254,1107.1355705149044,29.949648953363678,0.9983656980802482
33011NIPS01,33,011,NIPS01,NA,NA,NA,NA
33011PELH01,33,011,PELH01,NA,NA,NA,NA
33011PETE01,33,011,PETE01,1138.169848772834,2111.3237021291966,52.612061270679746,0.9745674378460343
33011SHAR01,33,011,SHAR01,108.09086448885141,115.07090088058813,1.0014767501646578,7.40684078105554e-5
33011TEMP01,33,011,TEMP01,367.5749104294999,367.40400565255504,17.06506775389021,3.001416814786783
33011WEAR01,33,011,WEAR01,2365.3894193548385,1265.6732903225807,78.97961290322581,1.999483870967742
33011WILT01,33,011,WILT01,949.0746115802818,823.1970127815567,29.97077381299974,0.9990281826990287
33011WNDS01,33,011,WNDS01,77.24074810982889,19.22443294866693,2.0091524074810985,0
330130BOW01,33,013,0BOW01,2166.5012019258897,2037.0265440623236,30.015240344624186,2.986415565037427
33013ALLE01,33,013,ALLE01,980.0540443751189,565.2861196766246,26.956874400582297,0.9977658139391795
33013ANDO01,33,013,ANDO01,537.790753250288,545.3922212340862,21.026195841478035,0.002335921966288885
33013BOSC01,33,013,BOSC01,757.7296789039428,548.7278135860811,35.0938522654849,1.9996886977798538
33013BRAD01,33,013,BRAD01,415.8681785521566,354.29543371713925,6.954584561454512,0.9915237108376677
33013CANT01,33,013,CANT01,636.9372389173886,697.5292684010319,21.86148345118086,1.0040445505692874
33013CHIC01,33,013,CHIC01,754.4855525596669,434.1665790894833,24.392568547170395,1.9475420956234248
33013CONC01,33,013,CONC01,879.533523769812,1028.128609223639,39.3995910979741,2.981998157257827
33013CONC02,33,013,CONC02,688.477468683151,754.3548729110424,17.66373504217616,0.07665505226480836
33013CONC03,33,013,CONC03,537.9630172850531,725.9732428439763,7.239244838625971,1.9669117982149722
33013CONC04,33,013,CONC04,522.5587925587926,1058.9210249210248,31.55071955071955,2.9578799578799577
33013CONC05,33,013,CONC05,734.122412695277,1455.3550530233947,10.185425783415733,2.0156039352019253
33013CONC06,33,013,CONC06,480.78694756994804,872.0075687189486,45.783965311223874,0.9982895379360808
33013CONC07,33,013,CONC07,799.9156399726245,1372.7898496216553,27.11888103596236,3.0034297627323285
33013CONC08,33,013,CONC08,785.0007247102247,831.5236220508849,25.81959219242917,0.9909758484110067
33013CONC09,33,013,CONC09,562.8859344481084,749.7754684539436,18.217512652031388,0.003385240352064997
33013CONC10,33,013,CONC10,1247.9385517930004,1321.7137924903136,26.85343534563168,0.0015239639070072323
33013DANB01,33,013,DANB01,302.31732780664186,189.66147285404585,10.905220567990186,0.002200600503515119
33013DUNB01,33,013,DUNB01,937.6237162058535,521.7926525908825,8.996412092105839,2.9987867889274957
33013EPSO01,33,013,EPSO01,1308.998811537309,695.856257240544,20.60311912045151,0.041518832194441815
33013FRAN01,33,013,FRAN01,583.7077451702684,370.6492112901803,14.976991126351303,0.028374945540585398
33013FRAN02,33,013,FRAN02,396.5347917576744,245.8931335013181,10.690615614884509,0.9714370838706198
33013FRAN03,33,013,FRAN03,665.5691641315811,461.3041188986062,22.05262907321498,0.0020418138312612677
33013HENN01,33,013,HENN01,936.7521287397748,1057.9567115135144,33.016195854175166,0.0011154911120414635
33013HILL01,33,013,HILL01,235.43789370673284,120.91848745493215,7.535172064360591,0.012799541021274286
33013HOOK01,33,013,HOOK01,3631.8888305858427,2281.6785459459225,75.67495533664113,3.054717183084777
33013HOPK01,33,013,HOPK01,1450.7076483251703,1860.9226935464856,30.997127667008808,1.9998862395517853
33013LOUD01,33,013,LOUD01,1658.9737618148388,852.8576626083047,36.79233321046559,2.9821149859860627
33013NBRY01,33,013,NBRY01,681.7290590840013,495.5445648463351,16.023067327632972,0.005852985701913444
33013NFLD01,33,013,NFLD01,1021.507408016553,658.8741677204321,39.565166081987194,1.988003522011577
33013NLON01,33,013,NLON01,1184.3780163938459,1358.6540866025755,24.90301286082616,0
33013PEMB01,33,013,PEMB01,1594.3223816597315,1313.8429201362612,35.20224971031511,1.0266058472982096
33013PITF01,33,013,PITF01,900.5572090216591,487.3605828759505,43.39303217080894,1.0247116093201727
33013SALI01,33,013,SALI01,400.9597981886231,235.8819838932155,14.057721696200844,0.005653545125721889
33013SUTT01,33,013,SUTT01,514.0554887302898,501.0453400792567,10.108699096391026,0.019179288690022882
33013WARN01,33,013,WARN01,729.58957357818,726.3645762130167,18.715351665767624,2.952246694955616
33013WEBS01,33,013,WEBS01,500.7279083980534,368.70018663286345,17.198726449396325,4.031001243928646
33013WILM01,33,013,WILM01,363.0189311014381,378.9480944458615,13.96280643036108,0.9947163439412039
330150RYE01,33,015,0RYE01,1816.4765075810967,1714.749041424703,26.011228596503184,2.000207925326552
33015ATKI01,33,015,ATKI01,2176.355067573847,1174.0174505694986,40.112831562156494,0.0014586292333225353
33015AUBU01,33,015,AUBU01,1975.479827038613,866.5661870533206,27.14308348768484,1.010408455981062
33015BREN01,33,015,BREN01,1232.034989116918,892.1772304140864,24.27157286222163,1.0056790281814751
33015CAND01,33,015,CAND01,1424.6647486142344,599.3169839008211,15.029527700405348,0.9996128969613608
33015CHSR01,33,015,CHSR01,1555.0394593261242,807.3112306596855,30.263378254466392,5.065052210501571e-6
33015DANV01,33,015,DANV01,1203.3504799772697,622.6644639902157,31.981918565629357,0
33015DERR01,33,015,DERR01,1612.371212882394,1119.5008196926476,47.12358713407939,0.001141516571179153
33015DERR02,33,015,DERR02,1653.1422750278532,1147.3449752213746,48.305770308724675,9.765025135898034e-4
33015DERR03,33,015,DERR03,1628.7254727143836,1130.9229194586453,47.64365827903956,0
33015DERR04,33,015,DERR04,1726.857676154923,1199.0620625291647,50.5142323845077,0
33015DFLD01,33,015,DFLD01,1362.8905266016693,871.0719101635586,45.7923790255897,4.977097710503087
33015EKIN01,33,015,EKIN01,818.1954606421192,464.9850706060546,15.964805750759135,0
33015EPPI01,33,015,EPPI01,1869.7119383388101,1241.7679318865157,44.19953946851048,1.0057369400708305
33015EXET01,33,015,EXET01,3497.158243469716,4537.425013830269,74.20413924951382,0.07324218629895982
33015FREM01,33,015,FREM01,1334.7918857378486,653.5585631452867,34.60522119493444,0.9887418157689726
33015GRND01,33,015,GRND01,1233.4617512631667,1052.5954501019003,17.813703998562886,6.869297307262254e-4
33015HAFA01,33,015,HAFA01,830.5897004705605,483.67906646530525,16.268307724951818,0.011629335445737852
33015HMST01,33,015,HMST01,2814.393618240257,1488.0032300032053,33.439983883429235,0
33015HMTN01,33,015,HMTN01,4511.889980300502,3671.00249603351,67.78152748504036,3.9293483620341396
33015KENS01,33,015,KENS01,647.4086987183651,510.5492265689701,18.9447662189395,0
33015KING01,33,015,KING01,1749.2922212542758,1047.8113804502414,35.95709231701213,2.601684154313919e-5
33015LOND01,33,015,LOND01,6350.52176371073,4297.648476756004,112.93966247350359,1.998863471570607
33015NCAS01,33,015,NCAS01,380.00676353283495,355.0149530520948,5.000138637569091,9.902683506478409e-6
33015NEWF01,33,015,NEWF01,602.63786346579775,436.85293770917133,12.246605782793445,0.007478081485301702
33015NEWT01,33,015,NEWT01,1199.70182727681,762.8104118435051,36.990806341034975,0
33015NMAR01,33,015,NMAR01,1821.0083459204839,2572.006010202123,61.00017090622151,1
33015NOHA01,33,015,NOHA01,1415.3666953241159,1184.4476695597732,17.916172657279628,5.1452291989076745e-5
33015NOTT01,33,015,NOTT01,1394.9368548044774,1075.7616111466104,36.43410602381946,0.010236095369933158
33015NTHW01,33,015,NTHW01,1182.1138628099,804.8257441796773,30.048747898854543,2.011230543666783
33015NWIN01,33,015,NWIN01,318.77686780538284,222.30103624118124,6.150899899513729,3.9612422324598815e-6
33015PLAI01,33,015,PLAI01,1876.5829986979165,1173.743824302789,53.094161331190406,1
33015PORT01,33,015,PORT01,796.2360007392349,1490.2668637959712,26.174274625762337,0.03788578820920347
33015PORT02,33,015,PORT02,734,1919,29,0
33015PORT03,33,015,PORT03,813.1600665257866,1206.756551397442,22.708257808789966,4.927920636798795
33015PORT04,33,015,PORT04,839.3017878125041,1100.9357721928534,21.149068056792263,0.03418961374976899
33015PORT05,33,015,PORT05,682.8505661037511,1509.6696263787178,13.996936933312615,0.9997812095223296
33015RAYM01,33,015,RAYM01,2513.601978015224,1317.7885718474508,55.99060387832171,1.9996265376050357
33015SALE01,33,015,SALE01,NA,NA,NA,NA
33015SEAB01,33,015,SEAB01,NA,NA,NA,NA
33015SNDN01,33,015,SNDN01,1723.9080398960316,923.661230066067,55.73556462251336,0
33015SOHA01,33,015,SOHA01,262.7850734590372,203.02278913577345,4.980326733051826,0
33015STRM01,33,015,STRM01,2059.387034667264,1840.6700714081264,30.55946162490006,0.9186013632037761
33015WNDM01,33,015,WNDM01,4224.513306294885,2388.2609133948654,70.21272865566755,1.0027342295716992
330170LEE01,33,017,0LEE01,896.6670340193482,1347.499623030191,28.989235213557524,0.9996288004675008
33017BARR01,33,017,BARR01,2319.276784639287,1894.4916385069432,84.57210648873709,1.9899666898923125
33017DOVE01,33,017,DOVE01,622.0909040219776,1418.9191297073096,47.61118122798945,0
33017DOVE02,33,017,DOVE02,788.8956499881995,1571.9579596466856,52.875949833571426,0
33017DOVE03,33,017,DOVE03,1407.9929980746065,1546.3497902869224,31.033623029253402,0
33017DOVE04,33,017,DOVE04,1111.747327790974,1363.482185273159,33.30344418052257,0
33017DOVE05,33,017,DOVE05,906.938068682125,1072.9600821837394,28.20223070149692,1
33017DOVE06,33,017,DOVE06,1035.3532445218132,1065.951065746233,25.479783201662343,1.9993180389527556
33017DURH01,33,017,DURH01,1618.200044603033,4806.300624442462,126.00646743978591,2.000223015165031
33017FARM01,33,017,FARM01,1414.8023645097335,786.3111519181028,50.12274846531643,0.9997461656945904
33017MADB01,33,017,MADB01,451,533,17,0
33017MIDD01,33,017,MIDD01,478.3101719444716,216.24505085894856,10.962146542160179,0
33017MILT01,33,017,MILT01,1139.2086588497675,554.1111101936707,29.89643415207972,7.77269135765303e-5
33017NDUR01,33,017,NDUR01,851.413709647474,453.0974321628815,21.910137253743425,0.9956911930350955
33017ROCH01,33,017,ROCH01,1255,838,32,0
33017ROCH02,33,017,ROCH02,1294.3006111614604,795.1300312770682,41.18696036268745,1.0000129592462559
33017ROCH03,33,017,ROCH03,1147.8181665465956,753.0975523896587,34.17219231793215,0.015956083530464824
33017ROCH04,33,017,ROCH04,1003.0133861153712,769.2728035103141,44.3811232794412,1.9724943679751645
33017ROCH05,33,017,ROCH05,1213,718,29,0
33017ROCH06,33,017,ROCH06,885.877457986911,686.5077848867164,27.260064512695177,2.0115584227864525
33017ROLL01,33,017,ROLL01,651.731982531373,621.5980359879145,23.55996750755847,0
33017SOME01,33,017,SOME01,549.9997132281422,480.9997492049753,14.999992178949334,1.9999989571932444
33017SOME02,33,017,SOME02,448.9906649615197,380.9920787312673,15.99966734829469,0.9999792092684181
33017SOME03,33,017,SOME03,415.23524010399694,342.7680500929042,9.933299450626345,6.819610472444487e-4
33017SOME04,33,017,SOME04,397,420,14,2
33017SOME05,33,017,SOME05,255.01458428493422,302.0137010751323,14.000520867319079,0
33017STFD01,33,017,STFD01,1203.165476510153,839.3080610524164,20.936640321311252,0.996855283605138
