GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDBOL,G20USSRMAR,G20USSLBUC
20003000240,20,003,000240,24.134787305239943,106.02067280516118,3.4478267578914203,19.825003857875668,99.12501928937834,8.619566894728552
20003200010,20,003,200010,0,0,0,0,0,0
20003200020,20,003,200020,37.66321243523316,192.82901554404145,4.357512953367876,37.89637305699482,182.23834196891193,12.637305699481866
20005000010,20,005,000010,95,194,3,94,179,15
20005000020,20,005,000020,115,190,5,118,186,15
20005000030,20,005,000030,143,188,14,142,174,32
20005000040,20,005,000040,223.30357564728973,346.2820660398503,15.134679720122705,224.48718587424528,318.73458991205047,35.446884259233684
2000500005A,20,005,00005A,379.49945112257217,582.3172520847105,31.135326309852555,378.6661439819901,532.7963860090975,77.42652716301171
2000500006A,20,005,00006A,230.7677472261132,281.03088670300303,3.010006657978531,228.77312135128346,245.05083261169872,36.97736702871919
2000500006B,20,005,00006B,0.10948549816040817,0.30473274861533395,0.009267767966978577,0.11698660416635068,0.27662193530956225,0.02780330390093573
2000500006C,20,005,00006C,0,0,0,0,0,0
2000500007A,20,005,00007A,268.0076013831753,387.0564508672101,29.999875356194654,273.0104048719325,362.0474767497183,55.004007880444014
2000500007B,20,005,00007B,0.1284635892248342,0.3274562078280087,0.011335022578661843,0.13916888832690372,0.2896727992324693,0.03400506773598552
2000500007C,20,005,00007C,0,0,0,0,0,0
2000500008A,20,005,00008A,149.37626289229942,253.78211621352608,12.131952578611221,144.6631287609719,224.23300792496877,42.33625790318645
2000500008B,20,005,00008B,0.017554004610071797,0.04474550194724184,0.0015488827597122175,0.019016838327577782,0.03958255941486778,0.004646648279136653
2000500008D,20,005,00008D,0.027293534324392722,0.06957175416021676,0.0024082530286228874,0.029567995518092118,0.06154424406480713,0.007224759085868663
20005000090,20,005,000090,82,268,5,90,236,29
20005000100,20,005,000100,73.02502714817419,287.6581640904867,4.059559622005123,85.38238488020494,252.00300824843035,26.416917354035863
20005000110,20,005,000110,34,284,10,45,262,20
20005000120,20,005,000120,23,85,4,27,75,10
20005000130,20,005,000130,35,115,0,35,107,6
20005000140,20,005,000140,72,281,7,86,243,27
2000500016A,20,005,00016A,199.32659309259654,505.32197632276797,17.5552381650365,215.64607766028786,447.09149383283767,52.65753918357705
2000500017A,20,005,00017A,85.75141761537026,173.3842012643426,3.983748729573202,85.7502065651655,156.43919070502616,16.945616084418845
2000500017B,20,005,00017B,0.080763046729345,0.09824422567509068,0.0010488707367447404,0.08006379957151519,0.0856577768341538,0.012936072419851799
20005100050,20,005,100050,118.3773511210941,393.40309948916286,9.003583665579892,122.37361656290274,373.3433424291459,27.059244586047217
20005120030,20,005,120030,31.974972851825807,89.34183590951328,0.9404403779948767,37.61761511979507,78.99699175156964,6.5830826459641365
20005180010,20,005,180010,0.22644022644022646,0.5772005772005773,0.01998001998001998,0.24531024531024534,0.5106005106005106,0.059940059940059943
20005180020,20,005,180020,0,0,0,0,0,0
20007000010,20,007,000010,0,3,0,0,3,0
20007000020,20,007,000020,0,7,1,0,7,1
20007000030,20,007,000030,0,23,0,0,22,0
20007000040,20,007,000040,16,70,1,15,64,8
20007000050,20,007,000050,16,77,3,23,65,6
20007000060,20,007,000060,9,56.00000000000001,2,12,53.00000000000001,2
20007000070,20,007,000070,40,289,6,47,272,16
20007000080,20,007,000080,36,164,3,43,153,8
20007000090,20,007,000090,7,45,1,8,41,3
20007000100,20,007,000100,1,13,0,1,12,0
20007000110,20,007,000110,48.310478337060786,271.14510636859666,2.732129501558697,51.064036410048054,253.79876238253445,17.32491541463365
2000700012A,20,007,00012A,45,238,5,45,220,19
2000700012B,20,007,00012B,0,0,0,0,0,0
20007000130,20,007,000130,24.596092301691627,202.22167919693024,3.088757396449704,21.69887218034809,192.63150405500195,8.576152659721552
20007000140,20,007,000140,11,137,0,12,126,7
20007000150,20,007,000150,5.093429361247591,47.63321443447306,0.17911310199159924,6.23709140960386,44.5697335624636,2.0989319256447976
20007000160,20,007,000160,4,49,3,7,46,2
20007000170,20,007,000170,5,21,0,7,17,1
20007000180,20,007,000180,0,20,0,0,19,1
20007000190,20,007,000190,2.0114942528735633,23.850574712643677,0.5747126436781609,2.586206896551724,22.701149425287355,1.4367816091954022
20007000200,20,007,000200,11.988505747126437,142.14942528735634,3.425287356321839,15.413793103448276,135.29885057471265,8.563218390804598
20007000210,20,007,000210,0,31,2,0,29,3
20007000220,20,007,000220,5,8,0,5,8,0
20007000230,20,007,000230,4,76,0,6,73,0
20009000010,20,009,000010,3,23,1,4,23,1
20009000020,20,009,000020,6,41,0,7,39,1
20009000030,20,009,000030,27.204875506986284,208.17006678434387,2.025040339742768,31.223086663162842,201.14730283912317,5.027316734264838
20009000040,20,009,000040,18,92,1,16,88,6
20009000050,20,009,000050,10,62,2,9,61,3
20009000060,20,009,000060,1.9999999999999998,24,0,1.9999999999999998,23,0.9999999999999999
20009000070,20,009,000070,24.415319747013353,205.88264230498945,3.0231904427266336,27.465917076598735,198.73295853829936,3.1033028812368237
20009000080,20,009,000080,1,52,0,5,45,3
20009000090,20,009,000090,14,31,1,14,29,3
20009000100,20,009,000100,5,24,1,5,24,1
2000900011A,20,009,00011A,127,212,13,128,205,22
2000900011B,20,009,00011B,0,0,0,0,0,0
20009000120,20,009,000120,130,383,9,145,351,24
20009000130,20,009,000130,104,302,9,105,291,19
20009000140,20,009,000140,154,483,12,173,457,19
20009000150,20,009,000150,166,463,5,165,448,14
20009000160,20,009,000160,139.07141444267404,634.1189669281607,0.13095065410460652,137.16665128202285,627.9999208789746,12.142855259023207
20009000170,20,009,000170,123.69419733048237,362.8461628981699,13.047193549604087,124.73782094314099,338.72899797377295,27.091685134958045
20009000180,20,009,000180,149.09667477390684,371.7382494753633,10.049061042809084,157.12905665536442,348.75673954900543,19.01682113155185
2000900019A,20,009,00019A,138,443,9,164,397,24
2000900019B,20,009,00019B,0,0,0,0,0,0
20009000200,20,009,000200,99.28826620331108,219.69062590154803,6.129596981378123,95.77429896484895,207.83429086100415,22.379546611570188
20009000210,20,009,000210,96.92431071212911,136.2788411781596,9.112971309260224,97.00647166431837,127.17613998792305,17.123241428283883
2000900022A,20,009,00022A,44.94051722556552,81.52454310675336,2.481923119866804,44.26297355559287,70.03833830309203,11.646721971463021
2000900022B,20,009,00022B,0,0,0,0,0,0
2000900022C,20,009,00022C,5.41970802919708,24.142335766423358,0.5912408759124088,5.715328467153285,23.255474452554747,1.1824817518248176
