GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16HALRNOE,G16HALDHAW,G16PUCRNEL,G16PUCDRED
46015VTD-D4,46,015,VTD-D4,59.00695526783757,11.00211795749941,2.00052295246899,4.000104590493798,56.007556663176906,18.002300990863557,59.00685067734377,17.002980829073245,65.008027320399,8.00162115265387
460170VTD-1,46,017,0VTD-1,92.00247097567018,21.000308871958772,3.0001477213715866,4.028764679636749e-5,91.00271270155095,26.000362588821165,90.00249783410138,26.00051031019275,97.00276641841334,17.00020143823398
460170VTD-2,46,017,0VTD-2,42,38,0,1,50,32,43,40,44,36
460170VTD-3,46,017,0VTD-3,37,237,15,4,91,199,67,224,33,260
460190VTD-6,46,019,0VTD-6,46.06060606060606,0.9595959595959596,0,0,44.14141414141414,3.8383838383838382,44.14141414141414,3.8383838383838382,42.22222222222222,2.878787878787879
460190VTD-8,46,019,0VTD-8,27.292168674698793,3.087349397590361,1.296686746987952,0.18524096385542166,26.98343373493976,4.384036144578313,25.748493975903614,5.804216867469879,27.60090361445783,3.581325301204819
46019VTD-11,46,019,VTD-11,62.62721893491124,7.952662721893491,0,0,62.62721893491124,5.964497041420119,62.62721893491124,8.946745562130177,62.62721893491124,6.958579881656805
46019VTD-12,46,019,VTD-12,80.10943775100402,15.125502008032129,3.052710843373494,1.0075301204819278,87.0968875502008,11.178212851405622,73.04668674698794,21.235943775100402,80.12198795180723,18.145582329317268
46019VTD-13,46,019,VTD-13,110.7218875502008,12.525100401606425,5.260542168674699,0.7515060240963856,109.46937751004016,17.785642570281123,104.45933734939759,23.54718875502008,111.97439759036145,14.529116465863453
46019VTD-14,46,019,VTD-14,302.8765060240964,34.26204819277108,14.390060240963855,2.055722891566265,299.45030120481925,48.65210843373494,285.74548192771084,64.41265060240964,306.3027108433735,39.743975903614455
46019VTD-16,46,019,VTD-16,573.200170581008,85.19856724905559,36.501763077316525,7.349615033172174,590.8435609339203,104.00989154238097,573.9169688965368,119.87179590648176,592.4477800485174,91.12044273142892
46019VTD-17,46,019,VTD-17,293.15635179153094,49.67100977198697,18.504885993485342,1.9478827361563518,309.7133550488599,51.618892508143325,299.97394136807816,64.2801302931596,299.97394136807816,49.67100977198697
46019VTD-18,46,019,VTD-18,87,23,9,1,94,28.000000000000004,86,34,91,27
46019VTD-20,46,019,VTD-20,181,48,12,2,188,50,175,61,189,45
46019VTD-21,46,019,VTD-21,167.09873191494697,35.40871526106522,15.0229858267158,5.630841886528675,169.45716428201325,47.20516596803365,165.60697267668277,50.165032432764995,166.71952169646192,45.13562464390141
46019VTD-22,46,019,VTD-22,131.73633060106852,41.91542682119152,8.982002588921427,0.9980211898165725,133.7324008502465,48.90135916093495,128.74242031411546,50.89741547534052,130.73849753067967,47.903296166801105
46019VTD-23,46,019,VTD-23,188.1067100954419,42.10684845080431,16.891772607108475,3.172470025556962,199.5494957203194,45.55583543303528,197.12745067447074,47.94969827103099,202.5946976927891,36.23659704683294
46019VTD-24,46,019,VTD-24,245.7949616976703,72.40288057217437,18.577774629557965,6.844443284573987,269.2616243876382,69.45771341640175,260.46162587890024,79.25324101651167,269.2616243876382,58.708076843263086
46019VTD-25,46,019,VTD-25,230.37527011434696,63.05530296421955,17.023701270379807,5.004608580351629,264.38712074953685,46.06715359940945,257.3759284829686,57.07768749735604,262.38843748678016,39.05859480732786
46019VTD-26,46,019,VTD-26,184,35,27,6,196,52,183,63,199,42
46019VTD-27,46,019,VTD-27,192.84364820846906,43.328990228013026,19.495114006514658,2.0521172638436482,215.28664495114006,40.381107491856675,205.0260586319218,52.71986970684039,212.0260586319218,37.328990228013026
46019VTD-28,46,019,VTD-28,253,83,23,6,286,83,279,87,296,56
460210VTD-1,46,021,0VTD-1,115,28.999999999999996,6,0,134,19,120,32,140,9
460210VTD-2,46,021,0VTD-2,136,19,8,0,147,19,146,16,151,12
460210VTD-3,46,021,0VTD-3,152,20,2,1,155,20,148,27,161,9
460210VTD-4,46,021,0VTD-4,145,23,2,0,152,14,138,29,155,15
460210VTD-5,46,021,0VTD-5,156,14,2,1,152,15,147,23,156,13
460230VTD-1,46,023,0VTD-1,265.0618332924943,116.22782541807908,11.926788357990986,3.9731611526901713,271.0398945450754,120.20986733115957,244.2330888295013,147.02250273148297,292.8860216470369,95.3815346270935
460230VTD-2,46,023,0VTD-2,123.99230844771097,49.60290845992329,5.951151999023014,2.974402454248977,120.03308859853334,63.47484724782663,118.03587549500656,67.453430593836,141.84107026372988,38.693049901012365
460230VTD-4,46,023,0VTD-4,73,94,5,1,87,91,82,98,81,96
460230VTD-5,46,023,0VTD-5,213.3764289513532,107.84247485820266,3.0884010890947495,0.042161867406107466,206.63792007105337,114.61552619786121,192.16796396356733,130.13794362486524,227.92298733634584,94.18740075578006
460230VTD-7,46,023,0VTD-7,84.12863029560494,36.79999928882147,0.9692197434501251,0.9578381325938925,86.97558760138872,32.99520385044377,78.30193022404795,42.63049323066386,96.63364020332128,21.425268853608845
460230VTD-8,46,023,0VTD-8,142.96814556197796,21.99509931722738,6.998440691845076,0,137.9692593535172,29.99331725076461,131.97059590336428,35.99198070091753,154.96547246228383,12.997104141997998
460230VTD-9,46,023,0VTD-9,320.3511891433943,51.06383850441277,7.008676675676154,0.001868173459542389,329.3723084610479,53.052617615902655,312.3493683609463,63.0787128055719,341.3890509356666,38.0358929129133
460230VTD6B,46,023,0VTD6B,44.68121813802369,45.104776733556285,3.5714729507148695,0,50.482259078487274,43.767255106397414,41.105800186882256,54.036637027353734,48.70145385366303,42.42381597859872
46023VTD-10,46,023,VTD-10,91,12,3,1,92,9,92,14,101,3
46023VTD-13,46,023,VTD-13,44,24,1,0,44,24,41,28,47,21
46023VTD-3a,46,023,VTD-3a,45.84782939728536,30.822167089173334,3.8112478402220296,0.8066964818876432,50.690343261465586,31.165144106207944,44.12448663532916,38.1947201971974,53.50415578486201,27.553092777707025
46023VTD-3b,46,023,VTD-3b,132.27835051546393,90.53092783505154,11.257731958762887,2.345360824742268,146.81958762886597,91.46907216494846,127.58762886597938,112.1082474226804,154.7938144329897,81.14948453608247
46023VTD-3c,46,023,VTD-3c,105.79676509008965,72.40700589499043,9.003980007667204,1.8758291682640007,117.42690593332645,73.15733756229604,102.04510675356164,89.66463424301924,123.80472510542405,64.90368922193443
46023VTD-6a,46,023,VTD-6a,44.942477979825064,45.28279203787453,3.5812066459248055,0,50.74972681130238,43.94819510280832,41.34276056112478,54.25072010853345,48.98226195430933,42.585832008578905
