GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIWES,G20PREIPIE,G20PREIBLA,G20PREIFUE,G20USSRRIS,G20USSDJOR,G20USSIFLE,G20USSCWRI
16001011711,16,001,011711,296,720,38,4,1,2,0,286,730,27,9
16001011712,16,001,011712,562,665,28,4,3,6,1,527,688,41,12
16001011713,16,001,011713,701,939,43,6,14,4,4,689,946,50,18
16001011714,16,001,011714,454.7286917489112,891.9851609322062,30.577245114424812,10.396499248373049,6.198249624186524,2.1189497745119144,1.3171993986984385,438.5479458828595,912.3729083015119,31.934094437960557,12.872298346420706
16001011715,16,001,011715,744.2713082510887,1138.014839067794,62.42275488557519,9.603500751626951,4.801750375813476,2.8810502254880856,7.682800601301562,691.4520541171405,1171.6270916984881,71.06590556203945,21.127701653579294
16001011801,16,001,011801,792,684,40,11,4,2,1,755,708,31,17
16001011802,16,001,011802,1000,757,38,10,9,7,3,1008,748,44,20
16001011803,16,001,011803,319.07262569832403,209.15286947689182,11.831640426612493,2.671660741493144,1.908329101066531,1.1449974606399187,1.908329101066531,322.1259522600305,204.19121381411884,13.739969527679024,4.579989842559675
16001011804,16,001,011804,516.7905577536317,338.73937404902546,19.162579691284773,4.326863137540738,3.0909375243831203,1.8543205318476097,3.0907070645904895,521.733856901625,330.70433076737476,22.253690060512366,7.417800661923859
16001011805,16,001,011805,555.8872685762454,1397.6311574701688,44.51054641624741,12.85860229802703,3.9564930147775477,0.9891232536943869,1.9782465073887738,565.7785011131893,1385.7616784258362,34.61931387930354,10.880355790638255
16001011806,16,001,011806,438.2658353315584,906.232316047607,27.625668470995564,5.957193021674093,2.9529149620421036,0.013679600610117932,1.9583545805906102,505.2451291874727,829.5059534528699,35.31165643404796,2.0644360806209674
16001011807,16,001,011807,652,1179,44,12,5,3,2,623,1194,52,9
16001011808,16,001,011808,450.36819405873297,967.7538603937361,42.189913833417116,6.035409474059854,8.00155309844197,0.015805223182327383,0.01053681545488492,445.3843456973209,984.7821856646306,45.16020290090006,7.03428650943324
16001011809,16,001,011809,613.4074090305616,1222.1346191169782,45.3148149307544,12.072649599404862,7.036324799702431,3.0242165331349535,5.012108266567477,639.6374660953437,1214.8682372524936,35.41168106329421,15.03632479970243
16001011810,16,001,011810,359.5925909694384,826.8653808830218,25.6851850692456,5.927350400595138,2.963675200297569,1.975783466865046,0.987891733432523,378.36253390465635,805.1317627475063,33.58831893670578,2.963675200297569
16001011811,16,001,011811,469.54533395001124,1006.3467165411544,32.017257540887385,3.3538703001774386,6.0473196278898484,1.0228481758298116,2.047832017182415,521.9702172286144,976.6928795760373,20.588378421379698,4.000555443468829
16001011812,16,001,011812,542.1287177885439,913.1636017062078,44.76292165226509,7.957852738180461,1.9894631845451152,2.9841947768176724,1.9894631845451152,544.118180973089,922.1161860366608,39.7892636909023,7.957852738180461
