GEOID20,STATEFP,COUNTYFP,DISTRICT,OTHER18,G18USSRVUK,G18USSDBAL,G18USSOWRI,G18GOVRWAL,G18GOVDEVE,G18GOVLAND,G18GOVGWHI,G18GOVITUR,G18GOVIENZ,G18GOVOWRI,G18SOSRSCH,G18SOSDLAF,G18SOSOWRI,G18TRERHAR,G18TREDGOD,G18TRECZUE,G18TREOWRI,G18ATGRSCH,G18ATGDKAU,G18ATGCLAR,G18ATGOWRI
55001000031,55,001,000031,0,183.27112807360564,161.5938978713512,0.9853286455570195,200.02171504807495,138.93133902353975,1.970657291114039,1.970657291114039,1.970657291114039,0.9853286455570195,0,193.12441452917582,143.85798225132484,0,190.16842859250477,138.93133902353975,4.926643227785098,0,194.10974317473284,142.87265360576782,5.911971873342117,0
55001000032,55,001,000032,0,200,176,0,219,152,1,1,1,0,0,211,157,0,208,151,5,0,212,156,5,0
55001000033,55,001,000033,0,211.77142857142857,186.56190476190477,0.009523809523809525,232.93333333333334,161.34285714285713,1.019047619047619,1.019047619047619,2.019047619047619,0.009523809523809525,0,223.86666666666667,166.3904761904762,0,221.83809523809524,161.34285714285713,5.0476190476190474,0,224.8761904761905,166.38095238095238,7.057142857142857,0
55001000034,55,001,000034,0,173,152,0,189,131,2,2,2,1,0,182,136,0,179,131,5,0,182,135,5,0
55001000035,55,001,000035,0,237.54037118269636,207.8381125728724,0,259.31412929874585,180.12222194847018,0.992124616466073,0.9900769419948818,1.979777065902046,0,0,249.4187278380393,186.06155314617632,0,246.44402484502453,179.13419268094648,5.942203586371137,0,251.39881064401067,185.06898063360416,5.938719717567445,0
55001000036,55,001,000036,0,115.22836315439062,87.13527543360469,0,120.2303514356608,77.12460585132243,3.001358228600801,0.9999999999999999,1.00334650987097,0.9999999999999999,0,117.22836315439062,82.12450772806035,0,117.23515429739463,74.11437007518538,7.004704738471771,0,124.23170966426159,71.12251944679018,5.004704738471771,0
55001000037,55,001,000037,0,206.82680942464725,156.07916356735265,0,216.40810880618488,139.35364622913696,2.930719011459848,0.006056902903070243,0.9920485944109582,0.9769063371532826,0,211.7658532365413,149.15299411518515,0,211.7658532365413,132.49107425745171,11.768302817612419,0,224.48380632824316,128.5925342631932,8.822441548894895,0
55001000038,55,001,000038,0.0017499048154365432,30.78215018363891,32.63321676637357,5.714766053414303e-4,35.71482777911811,26.710355025048024,0.010545409094567288,0.0066000827239230155,0.004124485418533356,0,0,32.76074150527912,29.6533997468351,0,32.74803419656645,27.683591922100142,1.0013378397055355,0,34.726944597556304,26.706853262354848,0.9919498217823925,0
55001000039,55,001,000039,0,18.20409332269754,19.295617544147103,0.0762461631828951,15.476958424190379,18.108588352919593,0.6556125193942504,0.20554549892280133,0.36137142094121305,0.0762461631828951,0.0762461631828951,17.248457459808154,18.648235919184426,0.0762461631828951,16.943472807076574,17.362652520411284,1.5109882926692042,0,18.139475660056334,17.869106309092366,0.7227428418824261,0
55001000040,55,001,000040,0,1.6187767943642357,1.4731446413537135,0,1.2504906340258073,1.4418545130372762,0.1592714397125588,0.0016046219649455092,0.004011554912363773,0,0,1.1554040729110688,1.6091490625745626,0,1.1554040729110688,1.435436025177494,0.1713061044496501,0,1.319489378518464,1.5971143978374713,0.008023109824727545,0
55001000041,55,001,000041,0,2.5226543187191433,2.706136377419325,0,1.8461202243643116,2.2822152288937767,0.0013040829648003854,0.02173954607823324,0.0543488651955831,0,0,2.7143979845288406,2.3922170422497433,0,2.7143979845288406,2.1952570445808437,0.1643506785515497,0,2.7809207057283407,2.229170446662994,0.1086977303911662,0
