GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRECCAS,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRJOH,G16USSDFEI,G16USSLAND,G16USSOTH
55001000027,55,001,000027,287.83000306182197,215.79045608848233,3.024756672935141,10.071516201944133,5.015852863251692,1.0867424719253724,257.37062362899576,231.10528764216312,27.18933270645634,0
55001000028,55,001,000028,46.610205547497664,34.807366955429124,0.015692778543340436,1.109364040447611,0.023539167815010652,0.015692778543340436,41.37724091612642,36.979016700694324,4.147139758738646,0
55001000029,55,001,000029,27.944328124435273,20.958246093326455,0,0.9980117187298312,0.9980117187298312,0,24.95029296824578,22.954269530786117,1.9960234374596624,0
55001000030,55,001,000030,56.197809061991954,27.137813339323387,0.0019379349881907555,2.005454156606233,0.0050945082478945245,1.0054541566062334,46.18833934221284,29.14354688232261,8.015723435067368,0
55001000031,55,001,000031,211.8456587947592,130.06338121352658,1.970657291114039,6.8973005188991365,2.9559859366710586,2.9559859366710586,202.97770098474604,136.9606817324257,13.794601037798273,0.9853286455570195
55001000032,55,001,000032,232,142,1,6,2,2,222,150,14,0
55001000033,55,001,000033,246.04761904761904,150.25714285714287,1.019047619047619,7.066666666666667,2.0285714285714285,3.0285714285714285,235.96190476190475,159.32380952380953,15.133333333333333,0.009523809523809525
55001000034,55,001,000034,200,122,2,6,3,3,192,129,13,0
55001000035,55,001,000035,275.1720046505111,168.24690126582485,0.9893943838378181,6.931221152121236,2.9698540078969278,2.9691003717214923,263.28145445435524,177.16684381790833,16.824269198287237,0
55001000036,55,001,000036,145.29607833790655,74.12868053712482,0.9999999999999999,4.007421195673374,3.0019882812701684,3.001358228600801,137.26430715068082,88.15438875727799,16.010767705544342,0
55001000037,55,001,000037,263.68725477533894,134.40854551433986,0.9829632400563528,5.912921697595793,3.925796057322341,1.9598695772096355,247.99618435185573,159.8777646637105,27.413946469322617,0
55001000038,55,001,000038,42.59859979889198,23.7554210983331,0.003678968678762169,1.0019145822289441,0.006594816805855587,0.006224013811639185,38.606722278421174,25.763450390370608,2.977121664645596,0
55001000039,55,001,000039,24.30035689861069,15.275631467183345,0.1292993357399062,1.4115491388604253,0.5403903335855088,0.20554549892280133,21.772384665606022,17.959429622206425,1.7198673872446273,0
55001000040,55,001,000040,2.4680865177702316,1.1072654139627036,0.0016046219649455092,0.17291072641459562,0.004813865894836527,0.0016046219649455092,2.133497418695659,1.4442614459846943,0.1753176593620139,0
55001000041,55,001,000041,3.246579754124842,2.0622116021818435,0.02173954607823324,0.18609022462978295,0.06521863823469973,0.02173954607823324,3.0265761274129086,2.3148245480111265,0.2186995437471328,0
55001000042,55,001,000042,168.20398790393733,96.1343309677801,1.001518915019487,6.005009736379769,4.003863917155003,1.0022117429229451,153.1886921763729,104.14424386317006,13.013670235175383,1
55001000043,55,001,000043,165.11731090153359,93.49691958531979,0.9946043400354662,4.973396377601364,2.983695973819799,7.140470017144794e-4,150.19654830657862,101.4549247684695,11.936024973837894,0.9946043400354662
55001000044,55,001,000044,277.9679941916301,176.98919668478544,1.8704606275799214,15.905039211570553,5.636404349273382,1.8829718608467303,259.151050295414,198.60557590573805,18.72949700284065,0
55003000045,55,003,000045,147.27780189620867,66.3237783373655,0.9753496814318455,5.852098088591073,0,0.9753496814318455,135.57360571902655,73.15122610738842,7.802797451454764,0
55003000046,55,003,000046,245.8042554314961,226.79837659685455,0.9999476606625411,12.954747862749652,5.173443018730735,7.6944524863099035,256.45627026794796,225.62472422077397,8.389271347982017,0
