GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PREIDeL,G16PRELJoh,G16PRESKen,G16PREISmi,G16PREGSte,G16PREOth
47037001863,47,037,001863,970,1199,4,95,5,12,22,7
47037001864,47,037,001864,1150.25,864.68,4.98,73.63,4.98,4.98,26.87,16.92
47037001865,47,037,001865,164,318,0,24,4,1,8,0
47037001866,47,037,001866,6,28,0,1,0,0,0,2
47037001867,47,037,001867,724.56,876.46,4.01,92.96,3.01,4.01,26.02,12.03
47037001868,47,037,001868,1222.35,1226.6,7.88,109.35,0.01,8.86,28.59,8.88
47037001869,47,037,001869,833,736,2,95,2,8,16,21
47037001870,47,037,001870,1023.8,865.47,6.11,93.14,0.06,10.29,29.74,14.4
47037001871,47,037,001871,426.2,503.53,1.89,51.86,0.94,4.71,12.26,6.6
47037001872,47,037,001872,21,99,0,2,0,1,4,2
47037001873,47,037,001873,176.25,381.53,0,19.28,0.92,0.92,9.18,4.62
47037001874,47,037,001874,160,249,3,12,0,1,7,5
47037001875,47,037,001875,1096,2113,11,207,10,15,58,47
47037001876,47,037,001876,109.43,224.93,0,17.05,0,0,8.02,5.01
47037001877,47,037,001877,0,1.9,0,0,0,0,0,0
47037001878,47,037,001878,191,1081,5,51,2,7,19,31
47037001879,47,037,001879,119,619,4,22,2,1,11,5
47037001880,47,037,001880,117.01,688.09,1,30,1,2,14,5
47037001881,47,037,001881,385,1352,2,104,1,3,22,57
47037001882,47,037,001882,119,207,0,34,1,1,6,0
47037001883,47,037,001883,254.32,398.54,2,27.68,2.08,4.07,13.8,17.37
47037001884,47,037,001884,147,472,1,22,0,0,7,12
47037001885,47,037,001885,12,116,0,8,0,1,1,0
47037001886,47,037,001886,151.33,583.69,0.98,29.48,0,1.97,6.88,11.79
47037001887,47,037,001887,455,1858,2,138,2,2,23,47
47037001888,47,037,001888,370,1444,4,71,1,8,25,36
47037001889,47,037,001889,19.65,47.85,0,1.71,0,0,0,0
47037001890,47,037,001890,735,1204,2,119,4,2,29,19
47037001891,47,037,001891,266.25,1078.35,2,77.21,1.02,1.02,16.21,7
47037001892,47,037,001892,80,1009,1,27,1,1,22,5
47037001893,47,037,001893,286,759,4,72,1,3,8,9
47037001894,47,037,001894,38.85,481.14,0,3.98,1,0,2.99,1.99
47037001895,47,037,001895,2.14,2.77,0,0.01,0,0,0.01,0.01
47037001896,47,037,001896,11.89,79.12,0.04,0.28,0.02,0,1.08,0.08
47037001897,47,037,001897,384.59,780.6,3,100.98,2,2.01,23.02,18.99
47037001898,47,037,001898,1237.98,1966.26,7.95,165.92,4.97,9.94,60.61,27.82
47037001899,47,037,001899,15.75,1300.41,2.05,5.29,1.04,3.01,12.13,0.14
47037001900,47,037,001900,143.19,1689.64,1,27.03,4,14,11.03,17
47037001901,47,037,001901,63.34,906.5,3.96,24.74,2.97,0.99,10.89,11.88
47037001902,47,037,001902,423,957,2,124,0,2,23,26
47037001903,47,037,001903,871.66,776.21,2,69.59,3.01,4.03,13.15,9.2
47037001905,47,037,001905,1606.64,1507.97,3.14,127.67,1.18,4.13,24.67,23.19
47037001906,47,037,001906,492,582,5,59,0,2,15,5
47037001907,47,037,001907,1346.38,1284.6,1,118.59,4.98,2.99,18.94,32.89
47037001908,47,037,001908,2139.74,3029.54,3.01,265.04,4.02,16.99,63.98,54.95
47037001909,47,037,001909,783.6,901.66,3.13,91.6,0,3.13,13.3,18.79
47037001910,47,037,001910,1268.74,894.59,2.87,134.45,0,0.87,7.7,5.22
47037001911,47,037,001911,23,19,0,3,0,0,0,0
47037001912,47,037,001912,585,1528,3,131,2,8,29,50
47037001913,47,037,001913,535.49,876.71,5.04,73.74,1.02,8.04,23.27,24.12
47037001914,47,037,001914,382.68,655.89,0,54.27,0,0.94,9.36,17.78
47037001915,47,037,001915,149,576,0,58,0,2,14,36
47037001916,47,037,001916,427,968,0,80,0,1,13,26
47037001917,47,037,001917,1010.67,1423.26,2,132.02,4,7.06,17.64,27.22
47037001918,47,037,001918,995,1418,3,152,0,2,11,38
47037001919,47,037,001919,982,1123.1,0,97,1,2,13,40
47037001920,47,037,001920,1141,1444,6,126,1,3,15,36
47037001921,47,037,001921,548.67,1194.31,0.02,135.52,0,8.03,22.12,40.21
47037001922,47,037,001922,309,1009,2,26,0,8,10,0
47037001923,47,037,001923,901,891,0,102,0,5,11,47
47037001924,47,037,001924,975,1250,9,143,8,13,20,19
47037001925,47,037,001925,437.86,353.52,0.04,61.26,1.05,2.92,5.97,25.27
47037001926,47,037,001926,621.94,973.68,7.01,67.14,1,7.01,21.09,21.05
47037001927,47,037,001927,747,919,1,128,1,8,21,45
47037001928,47,037,001928,857,938,4,121,3,4,25,43
47037001929,47,037,001929,516,1379,9,44,4,8,13,12
47037001930,47,037,001930,307,1149,3,26,4,5,9,0
47037001931,47,037,001931,335,774,2,27,4,1,7,2
47037001932,47,037,001932,275,571,0,27,0,3,6,0
47037001933,47,037,001933,568,1347,5,58,3,11,19,5
47037001934,47,037,001934,197.89,737.79,1,16.08,0,1.01,6.02,0.02
47037001935,47,037,001935,922.11,1857.21,2,80.92,2,9.99,18.98,18.98
47037001936,47,037,001936,304.67,581.85,2.25,32.48,1.25,5.33,22.58,10.16
47037001937,47,037,001937,295.33,574.15,2.75,27.52,2.75,3.67,6.42,12.84
47037001938,47,037,001938,186.06,257.32,0.99,13.86,0,0.99,8.91,4.95
47037001939,47,037,001939,419,791,2,35,1,9,14,9
47037001940,47,037,001940,172.23,555.66,1.81,26.29,1.81,2.72,11.78,4.53
47037001941,47,037,001941,499,1034,2,73,4,3,13,12
47037001942,47,037,001942,1167,1432,3,170,8,11,25,54
47037001943,47,037,001943,1622.61,1587.38,4.01,133.21,4,8.01,25.04,52.03
47037001944,47,037,001944,362,1842,4,35,3,5,19,5
47037001945,47,037,001945,87.77,557.34,0.19,15.71,1.19,2.28,6.22,0.47
47037001946,47,037,001946,373,1107,2,49,4,1,17,12
47037001947,47,037,001947,235.78,1046.73,3.58,34.05,2.69,2.69,17.03,4.48
47037001948,47,037,001948,586.4,868.07,3.65,33.76,3.3,3.44,11.59,3.06
47037001949,47,037,001949,455.52,986.67,3.36,28.01,2.8,2.8,12.89,2.8
47037001950,47,037,001950,929.19,2653.9,3.39,73.25,9.22,8.23,34.65,12.4
47037001951,47,037,001951,353,594,2,20,0,2,8,7
47037001953,47,037,001953,1180,1310,0,137,1,1,16,26
47037001954,47,037,001954,305.66,217.75,2,45.95,1,0,2,8.99
47037001955,47,037,001955,1546,1302,1,137,2,10,21,17
47037001956,47,037,001956,850.05,791.99,1.94,62.4,3.88,0.98,7.83,6.9
47037001957,47,037,001957,1176.32,1007.75,2,109.88,0.03,4.09,20.16,24.83
47037001958,47,037,001958,1267.97,938.44,4,120.2,3,4.02,15.06,12.14
47037001959,47,037,001959,326.19,175.71,0,10.68,0,0.97,6.8,1.94
47037001960,47,037,001960,1854.36,1857.03,1.86,172.33,1.82,10.87,37.33,23.81
47037001961,47,037,001961,1126,1005,2,96,3,5,17,28
47039002051,47,039,002051,249,49,1,3,1,1,1,0
47039002052,47,039,002052,435.07,151.24,0,9.82,0.98,0,0.98,0.98
47039002053,47,039,002053,307,98,1,6,0,2,2,0
47039002054,47,039,002054,440.73,128.94,0,10.62,0.97,1.9,2.87,2.87
47039002055,47,039,002055,311,106,1,7,0,0,2,2
47039002056,47,039,002056,329,70,1,6,0,0,4,1
47039002057,47,039,002057,232.81,66.09,0,13.81,0,0,0.99,0
47039002058,47,039,002058,441,89,0,4,0,0,2,0
47039002059,47,039,002059,301,42,1,3,1,1,0,0
47039002060,47,039,002060,135.33,26.41,0.01,3.02,0,1.01,0.02,0
47039002061,47,039,002061,131,15,0,1,0,1,0,0
47039002062,47,039,002062,165.19,38.91,0,0.19,0,0,0.01,0
47039002063,47,039,002063,88,7,0,2,0,0,0,0
47041002151,47,041,002151,54.39,5.59,0,0.05,0,1.02,1.02,0.02
47041002152,47,041,002152,291.39,55.36,1,4.13,0.03,4.03,1.07,0
47041002153,47,041,002153,713,230,2,14,1,4,6,0
47041002154,47,041,002154,270,61,0,3,0,0,3,0
47041002155,47,041,002155,719,265,0,25,1,3,10,0
47041002156,47,041,002156,515,203,1,11,2,2,7,0
47041002157,47,041,002157,545.99,164.54,2.8,13.09,0,1.87,2.8,0
47041002158,47,041,002158,560.01,153.69,0,15.37,0.96,2.88,6.72,0
47041002159,47,041,002159,193.61,47.41,0,3.95,0,1.98,1.98,1.98
47041002160,47,041,002160,211.6,75.95,0,4.5,1.01,1.09,2.21,0
47041002161,47,041,002161,295,92,1,2,0,2,5,0
47041002162,47,041,002162,101,36,0,1,0,2,0,0
47041002164,47,041,002164,288.35,50.94,0.14,6.63,0,0.09,0.14,2
47041002165,47,041,002165,246.66,86.51,1.06,7.28,0,1.04,1.06,0
47041002166,47,041,002166,172.88,43.46,1.06,6.2,0.04,1.96,1.14,0.12
47043002251,47,043,002251,823.13,230.67,2.96,29.57,0.99,6.9,5.91,5.91
47043002252,47,043,002252,500.96,164.65,0.01,16.77,0.99,3.92,4.92,0.99
47043002253,47,043,002253,717.09,217.42,0,18.95,1,1.99,3.99,0
47043002254,47,043,002254,798.09,259.16,1.2,44.51,1.05,2.19,5.43,4.33
47043002255,47,043,002255,1067.01,359.22,4.04,42.84,6.01,2.19,10.23,4.06
47043002256,47,043,002256,559.6,161.86,0.99,16.78,0,1.97,5.92,2.96
47043002257,47,043,002257,582.53,190.84,1,14.99,0,5,2,1
47043002258,47,043,002258,340.58,101.79,0.07,13.39,0,0.09,0.12,0
47043002259,47,043,002259,750.9,265.37,3.93,21.62,0,4.91,6.88,0
47043002260,47,043,002260,993.06,379.5,2.89,30.82,0.96,3.85,7.71,3.85
47043002261,47,043,002261,1052.39,317.42,0.01,44.25,1.01,2.01,9.03,5.02
47043002262,47,043,002262,571.61,142.21,0,9.02,0,1,1,0.01
47043002263,47,043,002263,656.47,230.08,0.02,25.17,1,3.02,4.04,7.02
47043002264,47,043,002264,1039,402,5,40,2,5,6,4
47043002265,47,043,002265,1212.7,418.14,3.79,51.2,0.95,3.79,8.53,6.64
47043002266,47,043,002266,839.04,460.01,3,41,2,4,7,6
47043002267,47,043,002267,684.29,405.84,2.96,26.66,0,5.92,4.94,0.99
47045002351,47,045,002351,680.37,134.66,1.04,11.22,2.05,1.23,3.09,5.93
47045002352,47,045,002352,532.01,99.04,0,7,1,1,2,0
47045002353,47,045,002353,1065.33,265.17,4.93,25.71,1.98,2.97,5.93,5.92
47045002354,47,045,002354,375,47,0,6,0,0,1,3
47045002355,47,045,002355,260,47,0,3,0,0,0,0
47045002356,47,045,002356,596.26,91.31,3.06,11.32,0.02,1.04,4.07,0.07
47045002357,47,045,002357,669.17,108.84,1.04,8.29,0,1.04,3,3.11
47045002358,47,045,002358,888.38,104.88,0.01,10.98,0,0,1,0.01
47045002359,47,045,002359,554.04,110.89,0.01,8.05,0.01,0,3.03,0.01
47045002360,47,045,002360,727.52,69.74,0.06,10.09,0.06,3.15,1.21,0.09
47045002361,47,045,002361,146.67,556.55,2.02,5.31,1.06,1.03,6.07,0.18
47045002362,47,045,002362,683,305,2,15,2,2,5,13
47045002363,47,045,002363,742.47,273.14,1.92,14.43,2.89,6.73,4.81,2.89
47045002364,47,045,002364,476.75,177.34,0.11,13.65,0,1.02,0.91,0.32
47045002365,47,045,002365,466.3,74.41,0.86,7.49,0,0.9,0.05,2.57
47045002366,47,045,002366,1318.25,351.67,1.94,35.47,1.94,4.89,6.83,2.91
47047002451,47,047,002451,2295.23,753.61,3.5,52.46,2.62,9.61,9.63,8.75
47047002452,47,047,002452,1912.68,485.82,3.02,53.34,1.02,3.06,11.06,14.06
47047002453,47,047,002453,924,324,0,18,1,3,3,6
47047002454,47,047,002454,840.71,243.97,0.99,10.99,1,5.95,4.98,2
47047002455,47,047,002455,838.29,486.03,0.01,19.01,1,0.05,6.02,4
47047002456,47,047,002456,1650.54,498.66,4.23,32.67,0.2,4.68,4.68,8.6
47047002457,47,047,002457,378,502,0,7,1,2,4,0
47047002458,47,047,002458,373.51,148.73,0.06,8.34,0,0.03,0.11,14.05
47047002459,47,047,002459,221,158,0,3,0,0,2,0
47047002460,47,047,002460,576.27,233.71,0.96,3.87,0.01,0.01,1.93,0.01
47047002461,47,047,002461,520.53,244.55,0,7.88,0,0.99,1.97,0
47047002462,47,047,002462,376.55,471.28,1.98,6.92,2.96,0.99,0.99,1.98
47047002463,47,047,002463,673.77,315.89,2,11,2,2,4,2
47047002464,47,047,002464,567.6,244.93,1.22,10.4,0.17,1.63,3.61,2.56
47047002465,47,047,002465,901.69,757.02,0.99,16.04,2.98,3,4.01,5.97
47049002551,47,049,002551,344,47,0,3,1,0,0,0
47049002552,47,049,002552,550,91,0,12,3,3,9,5
47049002553,47,049,002553,591,127,3,9,1,1,1,0
47049002554,47,049,002554,395,101,0,9,0,0,1,0
47049002555,47,049,002555,463.1,96.24,3.96,8.95,1.98,0.99,3.97,0
47049002556,47,049,002556,671,121,1,8,0,2,3,3
47049002557,47,049,002557,551.66,97.97,0.04,11.09,2.02,1.01,3.04,3
47049002558,47,049,002558,679,114,0,8,2,2,3,0
47049002559,47,049,002559,232,42,0,4,0,0,1,0
47049002560,47,049,002560,231,39,1,3,1,0,1,0
47049002561,47,049,002561,531,86,0,17,1,0,5,0
47049002562,47,049,002562,692,108,1,9,1,1,4,5
47049002563,47,049,002563,107.23,29.79,0,4.96,0,0,1.99,0
47051002651,47,051,002651,1321.27,630.97,4.88,44.94,0.98,3.91,8.79,6.84
47051002652,47,051,002652,1654.99,569.95,9.1,53.54,5.02,6.23,7.33,2.29
47051002653,47,051,002653,611.86,152.97,0,15.69,0,0.98,4.9,5.88
47051002654,47,051,002654,571,147,0,6,0,2,0,0
47051002655,47,051,002655,280,96,0,5,0,0,0,2
47051002656,47,051,002656,331,82,0,11,0,0,0,0
47051002657,47,051,002657,788.83,268.6,1,17.97,1,3.99,5.99,2
47051002658,47,051,002658,475.34,82.31,0.02,7.15,0,0.02,1.03,0.03
47051002659,47,051,002659,128.93,38.33,0,2.03,0,3,0,0
47051002660,47,051,002660,310.87,826.65,2,24.99,3,0,14.99,4
47051002661,47,051,002661,114.9,32.06,0.04,0.57,0.04,1.09,0.09,0.07
47051002662,47,051,002662,477.63,187.63,1.99,6.68,0.99,0.05,2.23,0.1
47051002663,47,051,002663,553.56,144.62,1,17.95,1,1.99,1.99,1.99
47051002664,47,051,002664,529,142,2,12,0,2,2,0
47051002665,47,051,002665,1010,257,1,34,1,5,4,2
47051002666,47,051,002666,986.88,211.22,0,16.62,0,3.86,3.93,3.95
47051002667,47,051,002667,456.54,259.76,0.02,14.35,0.01,0.95,4.78,1.91
47051002668,47,051,002668,946.18,257.63,5.01,29.07,3,1.01,4.01,0.01
47051005757,47,051,005757,0.13,0.35,0,0.01,0,0,0.01,0
47051005764,47,051,005764,0,0,0,0,0,0,0,0
47053002751,47,053,002751,2113.94,301.44,1.94,35.98,0,3.89,7.78,13.61
47053002752,47,053,002752,569.75,93.3,2.02,11.55,1.01,2.06,2.1,4.18
47053002753,47,053,002753,355.62,77.16,0.04,11.58,0.97,1.92,0.04,0.99
47053002754,47,053,002754,605.72,179.84,0,22.21,3,0.01,0.01,1.15
47053002755,47,053,002755,690.71,196.35,0.03,14.41,0,1.05,1.12,10.09
47053002756,47,053,002756,89,546,0,4,0,1,0,1
47053002757,47,053,002757,115.83,486.08,0,4.07,1.01,2.01,3.01,1
47053002758,47,053,002758,136.93,129.44,0.99,2.46,0.04,0.08,0.99,1.03
47053002759,47,053,002759,553.5,190.43,1.97,2.96,0.99,0,1.97,0.99
47053002760,47,053,002760,217.12,108.89,0,7.93,0.99,0.99,1.99,0
47053002761,47,053,002761,359.73,68.35,0,7.99,0,0,1,0.01
47053002762,47,053,002762,508,157,0,11,0,0,2,0
47053002763,47,053,002763,654,565,0,21,1,1,3,3
47053002764,47,053,002764,532.78,97.78,2,12.97,1,1,4.99,0
47053002765,47,053,002765,433.58,56.9,0.98,6.87,0,1.96,1.96,3.92
47053002766,47,053,002766,435.42,49.1,0.02,6.13,0,2.04,2.04,0.08
47053002767,47,053,002767,755.59,135.96,0,21.36,0.97,1.94,1.94,4.86
47053002768,47,053,002768,169.22,407.22,1,6.03,0,0,1.01,1
47053002769,47,053,002769,413,216,3,11,1,2,2,0
47053002770,47,053,002770,661.29,208.11,1,19.49,1.02,1.04,8.04,3.11
47053002771,47,053,002771,394.27,77.65,0,1.01,0,0,0,0.99
47053002772,47,053,002772,354,104,2,4,0,2,1,0
47053002773,47,053,002773,528,155,2,6,2,1,6,0
47053002774,47,053,002774,528.73,150.02,1.96,11.76,0.98,0,2.94,0.98
47053002775,47,053,002775,242,54,0,5,0,2,5,0
47053002776,47,053,002776,310.8,53.6,0.04,0.28,0.02,0.01,0.06,0.02
47053002777,47,053,002777,762.49,330.02,3.98,23.09,1.98,6.92,3.96,0
47053002778,47,053,002778,297.51,63.98,1.02,12.91,0.02,0.08,0.04,0
47055002851,47,055,002851,506.53,171.72,0.96,4.8,0.96,0.96,4.8,0
47055002852,47,055,002852,364,123,0,9,2,0,0,0
47055002853,47,055,002853,881.74,176.72,0.04,24.32,0.06,1.1,2.22,0
47055002854,47,055,002854,751.77,203.2,2,8.01,1,1,2,3
47055002855,47,055,002855,612.78,146.17,1.06,10.39,1.03,0.03,4.12,2.01
47055002856,47,055,002856,638.77,143.87,0.96,15.34,0,0.01,3.83,1.92
47055002857,47,055,002857,852.16,182.89,1.04,16.63,0,1,2.16,1.08
47055002858,47,055,002858,678.76,136.55,0,8.97,0,2.99,1.99,1
47055002859,47,055,002859,847.37,238.41,1,13.02,1,1.01,6,0
47055002860,47,055,002860,565.23,145.8,0,8.99,1,0,3,0
47055002861,47,055,002861,329.52,296.55,2.04,12.78,1.01,0.97,3.99,0
47055002862,47,055,002862,158.66,400.51,2.9,3.87,0.97,0,2.9,0
47055002863,47,055,002863,270.73,208.2,1,16.01,1,0,3.01,0
47055002864,47,055,002864,519.24,345.07,3,10,1,2,1,0
47057002951,47,057,002951,586.64,106.13,0,12.77,0,1.97,2.95,0
47057002952,47,057,002952,740.99,113.62,0.01,5.33,0.02,3.06,2.11,6.05
47057002953,47,057,002953,672.13,92.92,2.99,11.04,2.99,3,7.96,1.01
47057002954,47,057,002954,783.02,99.66,1.95,15.65,1.92,3.87,3.91,0.04
47057002955,47,057,002955,783.05,153.7,1.02,19.12,2.01,9.02,4.03,2
47057002956,47,057,002956,396.5,86.5,3.06,6.46,2.03,1.99,0.07,2.06
47057002957,47,057,002957,390,88,1,14,1,1,0,0
47057002958,47,057,002958,904.96,180.59,0.99,11.91,0.99,0.99,0.99,1.98
47057002959,47,057,002959,751,96,5,19,0,1,2,1
47057002960,47,057,002960,606,139,1,15,1,2,2,1
47059003052,47,059,003052,1981.59,377.22,2.01,30.08,3.99,4.99,17.01,7.98
47059003053,47,059,003053,570.72,99.92,0.02,11.33,0.01,0.01,0.06,4.01
47059003054,47,059,003054,819.41,126.64,2.06,11.28,0.98,3.94,2.06,0.97
47059003059,47,059,003059,1291.91,229.65,1,38.65,1,5.95,5.99,3.98
47059003061,47,059,003061,828.59,453.38,3.02,42.56,1.03,3.02,16.1,7.98
47059003063,47,059,003063,1369.36,436.42,3,43.88,8.88,3.98,17.93,10.94
47059003065,47,059,003065,718.1,235.4,2.98,27.81,0,0.99,10.93,0.99
47059003066,47,059,003066,544.06,175.44,2.89,17.73,1.93,0.07,5.83,0.05
47059003067,47,059,003067,803,170,0,17,2,2,3,1
47059003069,47,059,003069,1254.04,300.09,2.99,39.93,1.11,3.01,14.99,8.01
47059003072,47,059,003072,1388,282,0,32,2,5,9,4
47059003073,47,059,003073,1536.69,305.74,0,34.97,1,7.99,5.99,3
47059003076,47,059,003076,819,149,2,23,1,2,5,2
47059003077,47,059,003077,667.59,116.53,0,11.85,0,1.98,5.93,0
47059003080,47,059,003080,915.18,166.77,0.01,20.97,1.99,1,7.99,0.04
47059003082,47,059,003082,1631.48,304.75,3,28.99,1,7.99,14.95,2
47059003084,47,059,003084,1445.19,289.62,3.1,49.22,1.08,2.03,9.25,2.03
47061003152,47,061,003152,205.05,44.72,0.96,5.83,0.01,1.96,3.84,0
47061003153,47,061,003153,510.81,152.12,0,17.89,0.99,0.99,3.97,0
47061003154,47,061,003154,88.88,29.71,0,2.4,0,0,0.1,0.02
47061003155,47,061,003155,178.87,46.92,0.03,5.03,0.96,0.03,0.13,0
47061003156,47,061,003156,855.18,214.67,5,17.3,0,3,4,1
47061003157,47,061,003157,320.26,83.95,0.02,8.84,0,1.02,2.08,0.02
47061003160,47,061,003160,341.62,82.21,0,8.13,0.03,1,0,0
47061003161,47,061,003161,384.79,134.11,0.98,7.84,0,0.98,3.91,0.98
47061003162,47,061,003162,186,68,0,2,1,2,0,0
47061003163,47,061,003163,574.93,145.5,4,5.05,0.01,2,1,0
47063003251,47,063,003251,491.88,241.6,1,17.01,1,3.99,4,5.98
47063003252,47,063,003252,536,288,3,22,2,1,5,3
47063003253,47,063,003253,607.1,287.02,2,18,2,3,2,4
47063003254,47,063,003254,783.01,307,4,29,2,2,8,4
47063003255,47,063,003255,1228.99,334.29,2,34.24,4.01,5.02,7.03,19.01
47063003256,47,063,003256,912,301,2,24,1,4,6,1
47063003257,47,063,003257,1397.9,314.98,2,33,1,5,8,2
47063003258,47,063,003258,1512.93,292.97,3,39.74,0,10.17,8.13,1.09
47063003259,47,063,003259,672,117,0,10,1,2,3,0
47063003260,47,063,003260,804,131,0,16,2,4,2,4
47063003261,47,063,003261,543,93,0,7,1,8,2,2
47063003262,47,063,003262,1083.03,199.14,1.16,26.72,0,2.06,6.1,0.99
47063003263,47,063,003263,1431.6,345.52,1.94,49.5,0.97,4.85,12.62,7.76
47063003264,47,063,003264,1566,312,5,43,6,12,11,21
47063003265,47,063,003265,1425.85,342.21,1,40.03,1,3,3.01,17
47063003266,47,063,003266,387.15,58.4,2,12.05,1,1,2.01,0
47063003267,47,063,003267,577.26,125.86,0.06,23.29,1.02,2.14,3.36,1.24
47065003351,47,065,003351,478.68,717.32,3.04,35.1,1.56,4.38,6.11,8.18
47065003352,47,065,003352,91.1,1335.87,2.9,45.52,1.94,1.94,8.72,12.58
47065003353,47,065,003353,7.85,34.9,0,4.36,0,0,0.87,0.87
47065003354,47,065,003354,16.13,114.69,0.9,2.69,0,0,0.9,0
47065003355,47,065,003355,1620.4,315.31,1.97,87.51,3.94,8.01,14.93,22.57
47065003356,47,065,003356,260.72,99.51,1,9.95,0,1,0,2.99
47065003357,47,065,003357,3.9,0.98,0,0,0,0,0,1.95
47065003358,47,065,003358,32,803,1,5,0,1,5,2
47065003359,47,065,003359,489.02,100.44,1.05,8.08,0.09,0.9,1.62,2.34
47065003360,47,065,003360,1316.86,364.73,1.92,48.95,1.92,4.8,5.76,3.84
47065003361,47,065,003361,1907.37,330.16,2.03,50.21,1,9.09,10.05,17.12
47065003362,47,065,003362,336,1523,3,36,3,1,7,4
47065003363,47,065,003363,596.31,767.64,3.04,79.7,1.05,4.17,11.91,19.68
47065003364,47,065,003364,460.31,537.41,0.91,53.41,2.78,1.03,5.57,7.4
47065003365,47,065,003365,35.32,1095.4,1.07,14.22,2,1,12.07,13
47065003367,47,065,003367,697.26,273.65,0.12,79.54,0.98,4.11,8.93,1.95
47065003368,47,065,003368,328.3,178,0.01,65.53,0.02,4.49,5.42,1.14
47065003369,47,065,003369,217.19,82.8,0,16.02,1,1,6,6.02
47065003370,47,065,003370,616.1,214.51,2.21,52.49,1.47,1.51,11.78,2.56
47065003371,47,065,003371,493.2,301.15,1.15,40.7,0,2.15,3.34,6.73
47065003372,47,065,003372,457.29,362.35,2.9,35.95,0.14,2.9,6.93,14.64
47065003374,47,065,003374,124.49,78.38,0,4.61,0.51,1.54,1.02,1.02
47065003375,47,065,003375,1136.18,827.12,0.99,64.39,1.98,4.95,3.96,13.87
47065003376,47,065,003376,5,1,0,0,0,0,0,0
47065003377,47,065,003377,70.82,68.88,0.01,12.61,0.02,0.05,7.04,0.13
47065003378,47,065,003378,58.67,40.07,0,4.29,0,0,0.72,0
47065003379,47,065,003379,164.14,538.94,0,47.88,3,0.01,13.14,4.13
47065003380,47,065,003380,3,29,0,6,0,0,1,0
47065003381,47,065,003381,56.13,885.1,1,9.46,0.08,2.04,6.17,0
47065003382,47,065,003382,1679.29,401.01,0.98,77.17,0.04,8.89,12.05,12.22
47065003383,47,065,003383,528.86,121.18,1.4,28.72,2.1,0.7,2.1,5.6
47065003384,47,065,003384,153.11,195.82,0,24.19,0,0.02,1.29,11.87
47065003385,47,065,003385,247.51,928.44,0.08,61.02,0.05,1.02,12.65,0.81
47065003386,47,065,003386,1075.77,627.7,1.43,82.1,2.33,6.08,15.75,15.92
47065003387,47,065,003387,1354.73,695.08,3.63,61.78,0.91,6.36,11.81,19.08
47065003388,47,065,003388,1687.74,956.82,3.09,89.58,0.02,6.16,16.3,18.49
47065003389,47,065,003389,46.15,409.03,1,8.02,0,1,1.01,0
47065003390,47,065,003390,94.72,644.87,0,10.52,1.91,0.96,3.83,0
47065003391,47,065,003391,371.08,586.58,1.1,23.01,2.1,1,8.43,4.6
47065003392,47,065,003392,1416,760,0,82,3,7,23,25
47065003393,47,065,003393,814.44,591.11,0.95,68.42,0.95,4.75,24.71,18.06
47065003394,47,065,003394,1156.69,513.35,3.8,62.63,2.85,1.9,14.23,0
47065003395,47,065,003395,1303.31,653.65,2.2,64.37,2.15,6.1,16.77,9
47065003396,47,065,003396,151.8,1696.96,1.91,36.23,2.88,1.94,14.42,10.54
47065003397,47,065,003397,123,469,1,39,3,2,8,8
47065003398,47,065,003398,167,548,0,23,0,0,4,3
47065003399,47,065,003399,220,850,3,32,0,4,6,3
47065003400,47,065,003400,6,40,0,0,0,0,0,0
47065003401,47,065,003401,1442.54,644.64,1.53,106.57,3.02,11.54,13.48,22.15
47065003402,47,065,003402,477.65,124.99,0.02,29.84,0.05,0.01,3.95,4.06
47065003403,47,065,003403,188.07,22.77,0,4.52,0,0.01,0.9,0.92
47065003404,47,065,003404,1256.97,380.15,0.12,75.4,2.03,7.06,9.24,13.47
47065003405,47,065,003405,100.1,703.6,0.97,14.58,1.94,1.94,9.72,5.83
47065003406,47,065,003406,252.4,198.46,0.1,13.4,1.21,0.62,3.45,1.66
47065003407,47,065,003407,1799.67,1187.03,3.98,111.31,1.99,6.96,19.88,21.87
47065003408,47,065,003408,1561.09,678.01,1,78,2,10,12,26
47065003409,47,065,003409,813.05,243.35,0.39,32.43,0.34,2.94,4.52,12.16
47065003410,47,065,003410,780.02,200.22,1.9,25.62,0,0.95,3.8,11.39
47065003411,47,065,003411,313,203,2,33,0,4,9,7
47065003412,47,065,003412,1697.69,744.76,1.93,99.12,0.97,10.42,18.98,16.24
47065003413,47,065,003413,1417.36,670.36,4.85,97.98,0.97,1.94,9.7,19.4
47065003414,47,065,003414,140.44,828.69,1,16.93,1.99,1,10.96,1
47065003415,47,065,003415,165.96,156.47,0.08,23.14,3.08,0.15,3.31,3.26
47065003416,47,065,003416,20,23,0,0,0,0,0,0
47065003417,47,065,003417,240.66,645.05,0.99,16.77,0.99,4.93,6.9,1.97
47065003418,47,065,003418,1102.91,276.45,1.97,65.26,2.2,5.28,7.32,9.04
47065003419,47,065,003419,728.02,364.98,0.97,55.33,0,3.88,5.82,14.56
47065003420,47,065,003420,1202.26,390.06,0.66,38.01,0.66,2.63,10.6,24.23
47065003421,47,065,003421,609.42,197.07,0.34,18.11,0.32,1.26,8.16,24.82
47065003422,47,065,003422,629.76,499.6,0.92,46.04,2.76,1.84,14.73,9.2
