GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREILAR,G20PREIPIE,G20PREOWRI,G20DELDNOR,G20DELLHYN,G20DELGSTR,G20DELSMUS,G20DELIFRA,G20DELIKRU,G20DELILOW,G20DELICHE,G20DELOWRI,G20COUDWHI,G20COURPIC,G20COULBIS,G20COUGWIL,G20COUIHEN,G20COUIORA,G20COUILAZ,G20COUIGOO,G20COUIBAT,G20COUIPAL,G20COUIGAR,G20COUILEW,G20COUIJAY,G20COUIBAR,G20COUIHOW,G20COUIMER,G20COUIHE2,G20COUIPAD,G20COUIGUR,G20COUISCR,G20COUISIL,G20COUICRI,G20COUIMUR,G20COUIROG,G20COUOWRI,G20USSDSTR,G20USSRWEI,G20USSGORY,G20USSOWRI,G20HALDOWO,G20HALGROB,G20HALISYE,G20HALOWRI
1100102-011,11,001,02-011,3407,326,38,23,10,10,46,2855,181,83,110,120,89,62,39,33,1369,370,87,158,980,211,934,850,207,219,120,89,89,92,40,63.00000000000001,36,33,10,32,18,29,9,10,18,2575,459,433,26,2455,301,387,60
1100102-012,11,001,02-012,646.4253233498747,104.0668420300754,6.005200964876185,1.002311539944971,7.705133149903024e-4,3.0003852566574953,11.008090389807398,539.3604076030867,47.03698463911954,5.011365071396107,7.007512504821155,42.01194295638235,32.01483238131356,9.011365071396108,4.003852566574952,8.005393593204932,211.1591109995455,121.06607151676042,27.01733654958728,21.02061123117599,185.12906098026087,45.03852566574952,117.05605484366555,296.15776260124426,19.01271346969734,47.02195962947722,16.009824044766127,10.003659938246203,20.01271346969734,11.008860903122388,4.002311539944971,12.00558622153368,4.0055862215336795,11.005200964876185,4.0001926283287474,7.005393593204932,1.0021189116162232,4.002696796602466,5.003852566574952,2.002696796602466,9.003852566574952,479.30878321098237,156.08321543801895,33.029086877640886,5.005393593204932,427.28508992654645,34.02716059435341,108.05509170202181,12.010016673094874
1100102-013,11,001,02-013,1423.3499728459094,153.5181064761703,16.547982402863873,5.374935328275281,6.144205895490493,2.1730470745885913,32.00944126843345,1218.9288659230624,86.69167092455662,25.84583546227831,27.81699428318021,38.56686493973077,53.874676641376404,22.18248834302204,13.80755301474676,19.57682358196197,552.8018619029715,173.23913595362274,39.45150022333838,45.43210031267373,494.8406617243008,97.37441795447754,360.2355143370385,469.18830799487125,73.21081214832239,61.57578883436647,28.047723715965,14.364976686044082,42.05716498439845,26.55742367129732,12.374935328275281,16.076564895063097,22.067123626629648,16.951758910237253,3.2884117909809856,6.4037765073733794,7.634505940158168,9.865235372942957,1.20188825368669,6.461458865569577,13.374935328275281,1044.305353372731,212.28685966958773,102.0466889683695,23.634505940158167,987.6330823588389,75.54694765526837,157.52754774460374,38.00944126843345
1100102-014,11,001,02-014,2719,258,34,13,7,3,26,2323,156,49,68,82,68,47,30,23,1177,245,87,118,894,185,694,605,142,138,80,41,71,78,17,58,30,41,12,25,16,32,10,16,26,2089,325,267,37,2047,180,293,54
1100102-015,11,001,02-015,2979.4801488833746,174.22553074165978,23.427901847256685,7.200578990901572,7.053487730907086,3.1069754618141716,40.574993107251174,2573.7110559691205,108.10228839261097,62.80231596360628,56.1232423490488,75.20347394540943,72.16335814722912,41.69534050179212,14.6552247036118,18.468017645437,1266.925282602702,203.50634132892196,64.872070581748,123.08602150537635,1016.9527157430383,148.70692031982355,833.8341604631928,634.6708023159636,172.94182519988973,173.34298318169286,69.75172318720706,55.1232423490488,34.92266335814723,64.3104494072236,20.521505376344084,77.19010201268266,28.64185277088503,52.19010201268266,8.227322856355114,15.401157981803143,14.334298318169287,30.508133443617314,7.320926385442514,21.334298318169285,8.45464571271023,2290.472153294734,251.19120485249516,271.3993658671078,37.64185277088503,2221.2018196856907,184.71739729804244,257.28191342707476,43.97615108905431
1100102-016,11,001,02-016,3273,211,35,13,3,4,19,2834,156,59,39,57,57,49,27,28,1315,259,93,97,1119,215,745,846,144,169,80,49,70,58,19,47,35,93,8,16,11,15,19,20,19,2558,311,246,34,2448,195,275,62
1100102-017,11,001,02-017,4093.5198511166254,311.7744692583402,31.572098152743315,14.799421009098428,3.9465122690929144,7.893024538185829,42.425006892748826,3520.2889440308795,228.89771160738903,59.19768403639371,82.87675765095119,88.79652605459057,85.83664185277088,51.30465949820788,48.3447752963882,34.531982354563,1839.074717397298,332.49365867107804,138.127929418252,153.91397849462365,1177.0472842569616,347.29307968017645,873.1658395368073,787.3291976840364,217.0581748001103,246.65701681830714,129.24827681279294,82.87675765095119,68.07733664185277,96.6895505927764,38.47849462365591,87.80989798731734,47.35814722911497,87.80989798731734,16.772677143644884,29.598842018196855,24.665701681830715,37.49186655638268,23.679073614557485,24.665701681830715,33.54535428728977,3207.5278467052663,456.80879514750484,324.6006341328922,47.35814722911497,3113.7981803143093,274.28260270195756,389.7180865729253,72.02384891094569
1100102-018,11,001,02-018,4051.9833383771393,172.23689824671544,20.17105712654435,8.161348624244656,10.03804493871955,11.02422927528336,32.157573638961274,3606.2831041198046,124.75069384224855,56.50985206635116,83.43056759440316,72.48811227602921,69.32522871391662,49.31294798834837,31.188482298649674,18.130647421636375,1736.7670706609952,172.13454650365767,69.40650501835867,113.54793898553658,1070.4567028751437,689.3219440239073,796.4698967893745,674.2761465480394,223.73687817881236,139.66302834878869,131.43923881130226,70.30448422852939,54.27191591220004,71.34335899556942,61.21827093463036,50.27448813546859,44.16869236035593,342.28867795522376,32.12413351384558,36.144463085072566,28.301247653554615,26.13176744534409,28.115379558639358,21.09372250662454,25.110857483342627,3329.816557273664,260.46483692580426,366.2108426155523,33.1212710951898,3240.3010631083084,296.09903058511617,257.1512245857497,43.2147034064271
1100102-019,11,001,02-019,3489,105,26,21,10,10,22,3092,84,70,93,78,27,47,37,20,1494,119,56,117,966,641,811,678,230,139,99,97,53,65,49,63,52,99,38,25,31,19,14,14,23,2844,171,390,29,2650,406,226,36
1100102-020,11,001,02-020,612.2754098360656,23.04262295081967,2.4688524590163934,4.114754098360656,0,0.8229508196721311,2.4688524590163934,547.2622950819672,17.281967213114754,9.875409836065574,18.927868852459017,9.052459016393442,4.937704918032787,9.052459016393442,4.114754098360656,1.6459016393442623,259.2295081967213,27.15737704918033,7.406557377049181,18.104918032786884,162.94426229508196,130.02622950819674,106.98360655737704,119.32786885245902,32.91803278688525,22.21967213114754,21.39672131147541,15.636065573770491,7.406557377049181,14.813114754098361,13.167213114754098,4.937704918032787,9.875409836065574,20.57377049180328,4.937704918032787,1.6459016393442623,5.7606557377049175,3.2918032786885245,0.8229508196721311,2.4688524590163934,4.114754098360656,487.18688524590164,35.38688524590164,72.41967213114754,5.7606557377049175,474.01967213114756,63.3672131147541,32.09508196721311,4.114754098360656
1100102-021,11,001,02-021,899,30,5,5,0,0,9,805,16,13,16,13,15,13,6,10,334,25,10,19,238.99999999999997,159,177,138,49,32,24,24,3,18,22,11,9,166,12,4,4,11,2,3,10,731,50,83,12,691,75,54,13
1100102-022,11,001,02-022,3800,207,25,6,4,4,37,3293,160,70,63,74,84,73,22,28,1600,262,103,117,1305,283,1021,824,203,240,96,77,71,79,40,69,35,72,8,27,15,41,15,15,21,3040,337,334,27,2890,244,327,47
1100102-023,11,001,02-023,2587,113,13,12,5,1,20,2234,81,52,80,64,39,40,23,12,1134,118,43,91,748,317,671,406,188,154,81,72,36,69,35,58,35,34,15,24,16,38,13,21,15,2092,151,278,36,2027,203,177,39
1100102-024,11,001,02-024,2624,130,16,14,9,2,21,2262,98,63,71,66,40,37,18,13,1112,150,61,108,847,176,829,453,161,188,77,73,34,44,18,71,29,29,11,15,15,72,8,10,18,2039,199,293,25,1994,189,214,32
1100102-025,11,001,02-025,4093.645699614891,199.2772785622593,29.611039794608473,20.45827984595635,6.076379974326059,3.076379974326059,33.61103979460847,3500.6187419768935,161.29139922978177,109.45121951219511,103.22207958921695,77.298459563543,66.14569961489089,56.68741976893453,30.458279845956355,26.305519897304237,1581.517971758665,250.58985879332477,98.29845956354299,176.52053915275997,1360.7824133504491,217.2772785622593,1415.1572528883182,932.3664955070603,250.51347881899872,272.66623876765084,90.90949935815146,97.90949935815148,67.13863928112966,69.90949935815148,25.381899871630296,112.22207958921695,35.61103979460847,50.06931964056483,9.152759948652118,34.30551989730424,15.07637997432606,45.458279845956355,14.152759948652118,18.229139922978177,12.305519897304237,3138.8068035943515,316.8119383825417,456.49935815147626,45.14569961489089,2960.987804878049,331.5064184852375,329.4229781771502,52.61103979460847
1100102-026,11,001,02-026,3008.650027154091,219.4818935238297,18.452017597136127,12.625064671724719,4.855794104509507,5.826952925411408,33.99055873156655,2624.0711340769376,124.30832907544338,62.15416453772169,61.18300571681979,86.43313506026924,63.125323358623596,39.817511656977956,27.19244698525324,19.42317641803803,1138.1981380970285,243.76086404637726,82.54849977666161,115.56789968732627,1072.1593382756992,113.62558204552246,950.7644856629615,780.8116920051287,141.7891878516776,221.42421116563352,68.952276284035,79.63502331395591,102.94283501560155,52.44257632870268,12.625064671724719,69.9234351049369,35.932876373370355,32.04824108976275,9.711588209019014,13.59622349262662,21.36549405984183,29.13476462705704,6.79811174631331,15.538541134430423,12.625064671724719,2333.6946466272693,312.7131403304123,270.9533110316305,21.36549405984183,2176.3669176411613,220.45305234473165,253.47245225539626,33.99055873156655
1100102-027,11,001,02-027,2369.2413793103447,140.00510855683268,10.845466155810984,10.845466155810984,5.915708812260537,0,26.620689655172413,2022.1864623243932,85.77777777777777,57.18518518518518,37.466155810983395,71.97445721583652,39.43805874840358,34.50830140485313,14.789272030651341,28.59259259259259,726.6462324393359,158.7381864623244,34.50830140485313,76.90421455938697,918.9067688378033,120.2860791826309,770.0280970625798,799.6066411238825,103.52490421455938,167.6117496807152,49.29757343550447,46.3397190293742,92.6794380587484,37.466155810983395,11.831417624521073,46.3397190293742,26.620689655172413,24.648786717752234,2.9578544061302683,9.859514687100894,5.915708812260537,17.74712643678161,5.915708812260537,14.789272030651341,13.803320561941252,1720.485312899106,218.88122605363984,224.79693486590037,35.49425287356322,1498.6462324393358,189.30268199233717,244.51596424010216,45.35376756066411
1100102-028,11,001,02-028,2512,303,18,14,6,8,28,2212,107,47,61,98,78,35,25,15,966,301,54,118,752,191,610,783,89,149,101,32,62,61,18,63,45,31,7,24,11,27,9,16,20,1940,332,221,28,1713,191,275,32
1100102-029,11,001,02-029,1404,99,9,7,3,1,15.000000000000002,1211,50.00000000000001,43,26,47,28,31,12,12,537,101,36,70,450.00000000000006,89,356,389,62,63,42,35,47,36,12,41,18,14,1,8,9,12,11,4,5,1076,131,154,14,982,105,169,19.000000000000004
1100102-030,11,001,02-030,1224.7120708748616,114.55481727574751,17.695459579180508,1.8626799557032114,4.656699889258029,0,13.03875968992248,1049.6201550387598,63.331118493909194,22.35215946843854,16.764119601328904,77.30121816168328,25.146179401993354,20.489479512735326,6.51937984496124,13.03875968992248,432.1417497231451,164.84717607973423,27.940199335548172,58.674418604651166,521.5503875968992,67.05647840531562,339.0077519379845,408.8582502768549,53.08637873754153,62.39977851605759,28.87153931339978,13.970099667774086,34.459579180509415,18.626799557032115,0,16.764119601328904,15.832779623477299,7.450719822812846,4.656699889258029,10.244739756367663,3.725359911406423,6.51937984496124,6.51937984496124,5.588039867109635,11.17607973421927,933.202657807309,150.87707641196013,105.24141749723145,19.558139534883722,784.188261351052,84.75193798449612,158.327796234773,32.5968992248062
1100102-031,11,001,02-031,2369.7928513403735,205.29650690495532,21.714053614947197,7.896019496344436,3.948009748172218,1.974004874086109,22.701056051990253,2055.9260763606826,106.59626320064987,57.246141348497154,32.5710804224208,86.85621445978879,57.246141348497154,29.610073111291634,22.701056051990253,20.727051177904144,977.1324126726239,262.54264825345246,47.37611697806661,93.76523151909018,852.770105605199,129.29731925264014,779.731925264013,660.3046303818035,102.64825345247766,119.42729488220958,51.32412672623883,28.623070674248577,68.10316815597075,30.597075548334686,5.9220146222583265,49.35012185215272,30.597075548334686,32.5710804224208,3.948009748172218,9.870024370430544,14.805036555645817,15.792038992688871,6.909017059301381,12.831031681559708,12.831031681559708,1778.578391551584,284.25670186839966,202.33549959382614,33.55808285946385,1510.1137286758733,178.64744110479285,343.4768480909829,43.428107229894394
1100102-032,11,001,02-032,2707.296157684631,196.64146706586826,24.828468063872254,11.917664670658683,4.965693612774451,2.9794161676646707,26.814745508982035,2355.7250499002,103.28642714570859,64.55401696606786,39.725548902195605,46.67751996007984,63.560878243512974,36.74613273453094,19.862774451097803,30.787300399201598,967.317115768463,228.42190618762476,44.691242514970064,93.35503992015968,941.495508982036,196.64146706586826,863.0375499001996,872.9689371257485,118.18350798403193,197.63460578842316,62.567739520958085,36.74613273453094,67.53343313373253,44.691242514970064,18.869635728542914,78.45795908183632,33.766716566866265,29.794161676646706,7.945109780439122,7.945109780439122,11.917664670658683,17.876497005988025,8.938248502994012,8.938248502994012,22.842190618762476,2051.824600798403,261.19548403193613,222.4630738522954,34.75985528942116,1805.5261976047905,194.65518962075848,231.4013223552894,55.61576846307385
1100102-033,11,001,02-033,2923.4220438433476,182.20522078448468,28.307353205466462,10.22788713760219,2.1148550599949525,5.018338323353293,29.54435525500723,2525.3130386736107,97.8579507651364,81.21214515413618,58.77835516706052,72.31284318336508,69.95315881646668,44.71787124983749,21.332983458370617,28.59690341539144,1170.3076098760334,212.6677516614281,38.766773445446276,105.67038623901622,1051.8881413418374,154.92425015868645,959.2839039354242,867.7664876186325,143.20251594512126,188.60469243505327,70.08753135491469,66.88645362531642,105.73623060392624,55.808919039316,18.284725090049786,58.14319015226253,29.58714467616491,29.5345965157807,7.091047789478514,16.189387508507888,13.157644481152637,11.362903503338151,13.139306157799345,13.26574293940854,17.337273250434,2255.143679116862,248.72643362699887,290.5723266111455,33.71969423222521,2009.46679151276,235.895421800078,262.90831220700363,34.98854780859737
1100102-034,11,001,02-034,3044.4636730938087,186.36566883443834,22.835319106196,11.049347954610969,7.366231969740646,4.419739181844387,27.255058288040388,2637.847668364125,99.44413159149872,55.98336297002891,66.2960877276658,70.7158269095102,78.8186820762249,36.094536651729165,23.571942303170065,16.942333530403484,1262.5721596135465,195.94177039510117,72.18907330345833,124.48932028861691,929.6184745812694,165.00359612219046,1020.2231278090794,684.322949988906,180.47268325864582,190.04878481930865,69.97920371253613,88.39478363688775,73.66231969740645,66.2960877276658,26.518435091066323,66.2960877276658,22.835319106196,31.674797469884773,8.10285516671471,17.67895672737755,11.049347954610969,35.3579134547551,10.312724757636904,12.522594348559098,16.20571033342942,2374.873187044384,227.61656786498594,311.5916123200293,26.518435091066323,2211.342837316142,235.71942303170067,255.6082493500004,33.1480438638329
1100102-035,11,001,02-035,3310,126,13,26,10,2,21,2858,65,79,114,63,45,76,20,13,1309,113,44,158,1012,262,1248,528,236,235,136,88,42,71,30,83,38,40,10,35,14,58,15,12,26,2543,182,467,32,2500,295,243,32
1100102-036,11,001,02-036,3655,180,20,30,12,6,21,3247,79,70,117,74,50,71,37,17,1590,146,51,145,947,526,960,560,260,263,163,89,56,92,47,74,27,44,19,36,25,51,17,24,14,2965,207,478,27,2914,330,252,24
1100102-037,11,001,02-037,2801.7245901639344,91.95737704918032,12.531147540983607,19.885245901639344,4,4.177049180327869,20.531147540983607,2427.7377049180327,77.71803278688525,50.12459016393443,103.07213114754099,59.94754098360656,23.062295081967214,34.94754098360656,23.885245901639344,12.354098360655739,1201.7704918032787,106.84262295081967,45.59344262295082,82.89508196721312,817.055737704918,418.9737704918033,712.016393442623,466.672131147541,168.08196721311475,133.78032786885245,69.6032786885246,68.3639344262295,24.59344262295082,61.186885245901635,44.8327868852459,60.062295081967214,39.12459016393443,37.42622950819672,22.062295081967214,23.354098360655737,17.23934426229508,35.708196721311474,15.177049180327868,13.531147540983607,13.885245901639344,2232.8131147540985,143.61311475409835,336.58032786885246,23.23934426229508,2170.9803278688523,229.6327868852459,174.9049180327869,29.885245901639344
1100102-038,11,001,02-038,2450,103,16,13,7,2,29,2165,63,66,88,33,30,42,21,11,1040,82,27,72,730,363,693,418,168,161,98,68,34,42,34,72,26,29,11,22,17,34,8,15,19,1921,139,359,26,1925,241,161,29
1100102-039,11,001,02-039,3091.4423723522136,114.73971388030245,8.395588820509936,26.119609663808685,13.059804831904342,8.395588820509936,21.455393652414276,2667.9315585176014,67.16471056407948,90.48579062105152,94.21716343016705,69.03039696863723,35.4480416865975,61.56765135040619,19.589707247856513,13.059804831904342,1187.5093965010162,89.55294741877263,33.58235528203974,114.73971388030245,959.8956551449692,309.7039431565887,1068.1054666093194,513.0637612533849,206.15834770363284,302.24119753835765,140.85932354411113,75.56029938458941,44.776473709386316,54.10490573217513,27.98529606836645,68.09755376635836,18.656864045577635,32.649512079760854,9.328432022788817,25.186766461529803,11.194118427346579,45.7093169116652,11.194118427346579,20.522550450135395,13.992648034183224,2320.9138872698577,146.4563827577844,465.4887579371619,31.716668877481975,2272.4060407513557,317.16668877481976,175.37452202842974,35.4480416865975
1100102-040,11,001,02-040,3031.213702700758,140.87051156255995,18.982551203465526,34.96785748006807,14.986224634314889,4.995408211438296,25.976122699479138,2584.6242085981744,73.93204152928678,125.88428692824506,143.86775648942293,45.957755545232324,46.95683718751998,49.95408211438296,22.978877772616162,12.988061349739569,1196.8998074606156,108.89989900935485,54.94949032582126,154.85765455458719,957.1202133115775,254.7658187833531,1268.8336857053273,432.60235111055647,219.79796130328504,265.75571684851735,116.89255214765613,71.93387824471147,41.961428976081685,74.93112317157444,39.963265691506365,89.91734780588934,30.971530910917437,50.95316375667062,5.994489853725955,26.975204341766798,10.989898065164251,42.96051061836935,8.991734780588933,10.989898065164251,19.981632845753182,2273.9098178467125,164.84847097746376,526.5160254855964,22.978877772616162,2252.9291033586715,357.671227938982,208.80806323812078,22.978877772616162
1100102-041,11,001,02-041,2869,140,7,32,5,5,15,2489,50,70,111,84,28,70,25,8,1322,113,37,114,726,399,892,348,204,218,133,87,26,68,30.999999999999996,77,26,33,13,20,18,44,15,13,19,2327,145,370,23,2280,251.99999999999997,182,26.999999999999996
1100102-042,11,001,02-042,1525,57,10,8,5,1,12,1329,32,39,60,32,29,24,7,3,604,48,20,53,482,177,503,272,127,116,50,52,21,34,16,43,19,15,3,7,4,27,5,6,8,1258,63,188,16,1245,118,97,19
1100102-043,11,001,02-043,1476.243341055044,43.9774590429397,6.996413938649497,7.995901644170854,8.99538934969221,0.9994877055213568,7.995901644170854,1336.315062282054,24.987192638033918,19.989754110427135,48.97489757054649,21.98872952146985,14.992315582820353,16.991290993863064,7.995901644170854,4.997438527606784,685.6485659876507,37.98053280981156,11.993852466256282,41.978483631896985,409.7899592637563,277.8575821349372,390.7996928588505,220.88678292021984,109.94364760734925,76.96055332514447,50.973872981589196,51.97336068711056,15.991803288341709,31.983606576683417,21.98872952146985,31.983606576683417,18.99026640490578,11.993852466256282,10.994364760734925,12.99334017177764,9.994877055213568,8.99538934969221,6.996413938649497,8.99538934969221,6.996413938649497,1211.3790990918844,49.974385276067835,171.91188534967335,10.994364760734925,1170.4001031655089,128.93391401225503,76.96055332514447,14.992315582820353
1100102-044,11,001,02-044,2166,161,11,22,5,8,22,1966,25,38,65,54,25,44,32,8,1005,97,16,45,367,782,219,341,122,93,94,61,14,41,48,24,39,17,27,24,23,21,17,14,24,1838,137,192,11,1697,221,137,11
1100102-045,11,001,02-045,1937,55,10,17,4,3,18,1760,35,29,53,30,15,29,10,9,865,44,16,57,529,431,595,250,113,117,54,74,12,28,36,34,17,12,18,13,9,15,8,3,15,1538,77,231,28,1529,174,104,28
1100102-046,11,001,02-046,2381,75,7,12,11,3,22,2167,38,45,56,51,18,31,11,8,1093,58,24,49,594,628,612,322,156,140,70,73,20,39,42,37,25,21,22,13,13,16,16,11,16,1975,87,228,29,1944,185,118,28
1100102-047,11,001,02-047,2855.832076300617,112.52815388097049,6.43276636918186,12.21633537502144,15.141985030348286,7.084116512769287,22.51742013467099,2538.0968492685215,40.88227942245202,47.082309746966025,97.28028291037386,65.33673090807129,20.488750732875634,50.68941392924846,28.44763643811649,19.32079010306276,1300.9674102095248,98.69890016288734,29.366739672300476,97.37308731643382,723.6673451834276,467.15870594464803,874.4480109176014,477.9323937006517,167.43901085544468,176.63070999343535,116.34200781613073,82.67480871730797,38.3908386566114,59.26174769153932,32.50738534021494,52.26577708693813,24.435989885500913,23.606909174638698,11.153362956603944,21.3383464355966,10.209888342383339,39.67373798123407,10.19555552616855,15.237479469373232,17.308874924087256,2275.0882903028896,127.30715246932563,345.977089450041,32.502818692096284,2223.0200340534534,250.5107485552348,159.84320344197016,36.6269787635508
1100102-048,11,001,02-048,2417,111,3,19,8,2,15,2145,39,71,57,46,26,23,18,25,1129,76,17,75,567,454,590,552,145,86,79,79,31,39,25,28,26,17,21,36,20,19,12,14,11,1925,113,260,23,1810,228,143,33
1100102-049,11,001,02-049,785.756658944956,30.0225409570603,5.003586061350503,7.004098355829146,6.0046106503077885,1.0005122944786433,5.004098355829146,681.6849377179459,11.01280736196608,20.010245889572865,42.02510242945352,18.01127047853015,7.007684417179648,13.008709006136934,7.004098355829146,0.0025614723932160435,337.3514340123493,28.019467190188443,11.006147533743718,24.021516368103015,185.2100407362437,126.14241786506281,252.2003071411495,100.11321707978014,57.05635239265076,51.039446674855526,30.026127018410804,40.02663931288945,9.008196711658291,8.016393423316583,14.01127047853015,20.016393423316583,6.009733595094221,20.006147533743718,7.005635239265075,8.0066598282223609,3.005122944786432,10.00461065030779,2.0035860613505023,2.004610650307789,5.003586061350503,614.6209009081156,31.02561472393216,128.08811465032665,7.005635239265075,606.5998968344912,86.06608598774497,49.039446674855526,8.007684417179648
1100102-050,11,001,02-050,2233.0404191616767,192.14820359281435,17.018712574850298,11.008982035928144,3.00374251497006,6.0022455089820355,25.020209580838323,1918.7754491017965,93.07784431137725,43.04865269461078,35.029940119760475,53.03517964071856,51.047904191616766,45.02769461077844,22.01497005988024,24.023203592814372,877.7290419161677,216.17215568862275,29.03368263473054,83.07035928143712,735.7095808383233,211.14820359281438,642.6504491017964,681.6579341317365,102.08907185628742,128.14895209580837,64.04715568862275,56.02769461077845,42.050898203592816,36.03368263473054,10.014221556886227,43.05913173652694,30.025449101796408,21.022455089820358,6.005988023952096,16.005988023952096,12.008982035928144,10.013473053892215,10.006736526946108,13.006736526946108,15.017215568862275,1660.5464071856288,266.19685628742513,210.16766467065867,34.02619760479042,1545.3607784431138,170.14670658682635,194.1744011976048,43.041916167664674
1100102-051,11,001,02-051,3524.193151887621,298.828797190518,26.04916593503073,11.105355575065847,0.021071115013169446,4.0140474100087795,49.11940298507463,3062.3669885864797,164.3511852502195,63.30904302019315,45.25285338015804,88.4846356453029,65.17559262510974,55.266900790166815,35.147497805092186,53.21773485513609,1319.0131694468832,313.54082528533803,68.16154521510097,87.42142230026339,1192.4951712028094,293.47146619841965,978.3573309920984,1302.5320456540826,141.78665496049166,147.84986830553117,68.39332748024583,79.39332748024583,43.126426690079015,32.196663740122915,14.189640035118526,65.12642669007901,73.2739244951712,31.119402985074625,23.294995610184372,30.140474100087797,15.084284460052677,23.08428446005268,18.056189640035118,19.04214223002634,27.203687445127304,2602.716417910448,426.90605794556626,234.48200175592626,51.22475856014047,2350.6417910447763,235.7278314310799,300.8920105355575,71.23178226514486
1100102-052,11,001,02-052,1370,88,8,3,0,0,9,1200,41,34,15,31,33,20,11,12,495,98,21,29,515,155,369,510,41,67,31,26,20,17,4,23,18,7,1,4,7,5,2,6,18,1019,114,86,21,907,78,103,31
1100102-053,11,001,02-053,1078.513749815295,70.44267249447644,4.959909714823555,7.9365240544008895,5.952638816787139,9.831039458849586e-4,10.912941773189049,973.3485633844266,20.833547685992865,18.84887596522241,10.916480947394234,34.72153083244583,15.873441350380133,15.876390662217789,12.896827010802799,10.91215529003234,563.5594690684159,59.52560168471468,13.889359491977206,26.789922297774368,201.41311357351165,250.05605308657053,207.35257879742392,224.22523773581048,51.59438639162157,59.52756789260645,45.63958474615348,33.736076699681796,9.920605912803818,23.81094850872691,15.875210937482727,7.937310537557598,13.890735837501444,11.905277633574277,7.943799023600438,4.96285902666121,8.929646397942827,11.9050810127851,2.976614339577335,6.944974677172368,7.937113916768421,873.1385677694417,73.41712400537283,97.23377451698587,8.929253156364474,805.6801778253205,119.05395606047783,69.4495501509345,16.864990727608657
1100102-054,11,001,02-054,1918.884906032535,81.95237619513951,0.9994192218919452,7.995353775135562,1.9988384437838904,3.997676887567781,3.997676887567781,1685.0208081098197,22.98664210351474,39.976768875677806,50.970380316489205,48.971541872705316,21.987222881622795,36.978511210001976,18.98896521594696,8.994772997027507,937.4552301346446,59.965153313516716,19.988384437838903,54.96805720405699,396.76943109110226,436.74619996678007,405.76420408812976,346.798469996505,128.92507962406094,97.94308374541063,61.963991757300604,58.96573409162477,12.992449884595288,34.97967276621808,34.97967276621808,33.98025354432614,23.986061325406684,24.98548054729863,28.98315743486641,6.995934553243616,11.993030662703342,18.98896521594696,8.994772997027507,3.997676887567781,7.995353775135562,1501.1276712817016,77.95469930757173,231.86525947893128,16.99012677216307,1440.1630987462931,192.8879098251454,109.93611440811398,19.988384437838903
1100102-055,11,001,02-055,1977,73,6,13,6,6,11,1775,32,32,51,44,13,25,22,13,930,58,25,46,477,525,357,262,83,126,59,81,12,32,44,20,14,15,34,17,11,16,13,13,11,1608,90,212,18,1573,175,97,24
1100102-056,11,001,02-056,2693,103,11,9,14,6,15,2436,32,28,74,55,22,38,22,11,1369,66,21,78,574,650,446,428,163,119,106,96,17,55,49,28,25,26,39,21,17,36,18,11,18,2231,96,259,23,2191,192,142,26
1100102-057,11,001,02-057,2059,83,11,12,3,2,14,1846,31,35,49,57,19,24,23,15,1041,54,13,51,425,538,351,301,127,100,86,83,12,27,32,28,22,17,29,17,12,23,12,11,16,1688,82,220,20,1678,182,103,18
1100102-058,11,001,02-058,1815,73,8,13,3,3,18,1647,21,27,39,32,31,30,12,11,993,55,19,46,269,512,318,258,111,70,62,73,9,28,36,27,23,25,24,15,17,9,15,5,20,1484,73,185,16,1423,199,85,18
1100102-059,11,001,02-059,2114,72,8,14,7,0,10,1949,23,25,36,38,10,23,25,13,1128,37,9,60,456,550,386,267,141,147,71,81,10,31,39,25,27,17,72,16,10,10,5,14,14,1725,59,221,14,1663,202,91,18
1100102-060,11,001,02-060,1823.1150939674653,108.04762380486049,8.000580778108056,11.00464622486444,10.00116155621611,6.00232311243222,10.002323112432219,1618.9791918901803,27.01335789648526,31.02323112432219,48.029619683510795,38.028458127294684,16.012777118377205,52.02148878999803,21.01103478405304,3.005227002972493,966.5447698653554,78.03484668648329,15.011615562161097,34.03194279594302,285.23056890889774,521.2538000332199,198.23579591187024,254.201530003495,83.07492037593907,77.05691625458937,92.0360082426994,72.03426590837523,14.007550115404712,36.02032723378192,45.02032723378192,19.019746455673864,27.013938674593316,12.01451945270137,40.01684256513359,10.004065446756384,16.006969337296656,24.01103478405304,13.005227002972493,17.00232311243222,9.00464622486444,1497.8723287182984,101.04530069242827,156.13474052106872,12.009873227836932,1443.8369012537069,169.1120901748546,103.06388559188603,8.011615562161095
