GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROS,G18USSDTES,G18USSLBRE,G18HALRGIA,G18HALDWIL,G18HALLSWA,G18CSCRGRE,G18CSCDREN,G18CSCLROO
30001000001,30,001,000001,158.28177509270856,249.8661984167915,11.945794346619515,179.18691519929268,229.95654117242563,8.959345759964634,173.21401802598294,196.11012385700369,25.882554417675614
30001000002,30,001,000002,451.78039408144025,233.1040772552949,27.996545455698755,493.76667069621897,199.1170001079909,21.006094572267934,462.80496906042964,167.09139793330542,38.01606360299606
30001000003,30,001,000003,475.4898565067915,250.4812853812386,22.29215034061142,513.9696423106581,223.0531194809538,16.221486762111994,493.9759851781454,188.23480424381745,30.61331537509204
30001000004,30,001,000004,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000005,30,001,000005,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000006,30,001,000006,217.42914970122058,205.60245955010816,17.285162528548916,245.6312569846425,181.0393338516439,12.736435547351832,246.5410023808819,133.73257324719424,43.667779019491995
30001000007,30,001,000007,222.41935483870967,92.58064516129032,9.225806451612902,239.41935483870967,84.83870967741936,4.903225806451613,219.48387096774192,76.48387096774194,17.096774193548384
30001000008,30,001,000008,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000009,30,001,000009,264,158,11,291,134,8,276,116,25
30001000012,30,001,000012,247.78578723349602,233.8540562243838,9.951236435080162,260.72239459910026,223.90281978930363,8.956112791572146,264.7028891731323,185.092997692491,16.917101939636275
30001000014,30,001,000014,153.86553192990095,192.54528999372005,15.300148007709536,176.36096213214933,173.11342274320472,15.212020512626463,172.38772605285982,138.27580393186736,30.776426471429257
30001000017,30,001,000017,79.31313612869651,30.33691085782376,3.9850878708693913,83.57120497305841,28.110163261610538,2.989183229541091,80.50389651345884,25.76691020137424,5.176526147243617
30001000019,30,001,000019,81.86165081896888,31.440712267726227,5.053457709138652,89.9413009742213,25.37640547902021,5.039947114513095,77.88222291243322,20.31629426384374,11.071869192627755
30001000020,30,001,000020,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000021,30,001,000021,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000023,30,001,000023,80.52896606211041,41.48421575328818,0.9903104715537534,84.5267666534657,36.51517942341211,3.9230261384438307,78.63610118742396,34.491376403999055,4.925655408454816
30003000001,30,003,000001,71.70964896577726,54.918198409624026,2.564019491670623,70.680211458705,54.29428304462803,4.121385633467962,66.91877666540445,48.8554980535468,7.930813584437927
30003000002,30,003,000002,45.143979674836736,67.66258656661348,1.9583661685135307,47.102345843350264,64.71852719852103,3.920638406220351,47.099741797221405,58.84082464685159,4.901123513541546
30003000003,30,003,000003,96.97549224102708,28.99314755498121,6.998085363791291,104.97336445082064,28.992929936124963,1.9995092607844016,98.97468685629855,23.994235582605697,3.9992306973976306
30003000004,30,003,000004,57.86043148185771,29.68430714469366,0.3601757314170796,65.03727206033084,24.26440382437709,1.4399190339343104,63.915155142352766,20.982800301364566,0.6567910396429099
30003000005,30,003,000005,42.61959348327439,169.04562853033502,1.1103318952266725,45.78127615436091,162.17109898352894,4.737080769696606,39.99615241793748,161.98003963588977,5.086463224126006
30003000006,30,003,000006,41.802593008671764,16.920097170176664,2.9858995006194116,42.79789284221157,16.920097170176664,1.9905996670796078,41.802593008671764,10.948298168937843,6.967098834778627
30003000007,30,003,000007,97.78816879950132,741.1365048327658,9.912945637202322,119.6459022275799,714.0131451772126,11.267058135984461,101.40180659403124,703.1841688134195,28.947142523047642
30003000008,30,003,000008,78.15340782862297,76.98808330215041,0.043660845395908456,78.19618817915347,71.99119146291413,3.042938726944642,76.17620140307919,69.89550136074178,4.074214799367847
30003000009,30,003,000009,28.238642691166007,144.95759155822307,2.0090623806771903,35.26582983319758,138.93644600330964,3.0120831742362535,33.22958031048882,134.9153004483962,6.030207935590634
30003000010,30,003,000010,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003000014,30,003,000014,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003000015,30,003,000015,76.05582470008386,206.0737696228787,5.8541380248586,92.60620942203853,189.47703175751647,5.8805688547537684,83.82583302289697,185.52320831728693,14.649253345977108
30003000017,30,003,000017,179.9824261622479,218.33059233765636,12.823933408865518,195.61647237594818,199.1996386569821,16.39941308424405,182.21705929170412,183.19855516122468,22.746444696218393
30003000018,30,003,000018,158,152,9,174,139,7,171,111,22
30003000019,30,003,000019,193.82773883479518,240.6137447604354,16.23187960685477,210.05961844164995,215.78851712642222,21.005961844164997,203.37590330941563,199.55663751956746,29.599309871323406
30003000021,30,003,000021,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003000025,30,003,000025,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003000026,30,003,000026,48.15463074201842,277.2588330869482,4.003959405848851,59.1548814530611,261.25310312392776,7.011127395576352,51.142943853789376,263.2432847143441,10.015289329880229
3000300004N,30,003,00004N,119.16091074163339,30.06250207381563,3.0116604175042854,123.16643458270875,28.062554859327815,1.0069923745390883,110.16175399885311,22.041959775186278,11.023366781593767
30005000001,30,005,000001,195.76914164119648,73.78231609031911,10.821393204719804,219.37947850236608,52.139504323321624,12.788917146275647,194.78538428088362,49.18821956360413,13.772683727518636
30005000003,30,005,000003,17.319340627187444,438.65432967093585,5.927864407478314,32.53892633423609,417.2278242464739,8.065379129997856,29.388005403483724,398.1264910550019,21.31499901444535
30005000008,30,005,000008,73.00063353705518,266.00023877024694,7.000035019636216,97.00070994353419,233.00016873097448,14.0000413868428,95.00063035345188,219.00015918016462,15.000044570446093
30005000009,30,005,000009,7.303777069523504,193.7552498925412,1.107215436302413,12.571815660279535,179.37999586548275,5.142953915069884,10.51820794212833,173.0404803171918,9.375254027058446
30005000010,30,005,000010,292.4895371349824,132.1917224995332,15.826096631242015,330.9851072734118,99.62105944692456,9.89840869476129,283.66227319396995,101.46128168343115,25.741802753884727
30005000011,30,005,000011,289.7539350698949,302.1199980717099,29.256969463237564,347.38029813653645,244.5899985537824,25.160605914523476,305.60938974682375,232.62211973668713,33.41757537776104
30005000013,30,005,000013,89.09383414391353,29.17099059101357,4.171865507404017,96.47076018880512,22.825005437667528,3.205060537487573,85.08230844058227,24.77464935790769,4.2199674486258445
30005000015,30,005,000015,18.67497989981148,525.6599593784393,1.9564427137800637,38.16488288247738,493.5209322663462,8.765804533599464,31.322258257578063,474.05628871709536,28.24153327119867
30007000001,30,007,000001,452.9354511240963,245.64845993859564,14.989080915123305,481.84260176289985,204.94352282856295,22.8397791423195,476.9114588491631,174.09000198078638,32.7129345350104
30007000007,30,007,000007,307.0138920499767,185.0085434312518,14.000753832169277,323.0151125401555,165.00735883784296,18.000682038629346,321.01507664338556,129.00621014120404,28.000789728939242
30007000011,30,007,000011,457.1904917825933,191.90500629303776,28.234131736267233,491.6468289248249,158.25712943996515,24.36245882324853,490.56719602567586,111.77109606677853,37.51961467197227
30007000012,30,007,000012,386.0514660658903,236.83847208222397,20.94602413824479,420.01729351212646,203.8819359632288,18.934173746838873,418.82623108183003,171.9212266453224,22.116889779312846
30007000013,30,007,000013,464.17324958206217,205.96623803521314,25.041829002149772,511.8571704281721,161.22386746146086,20.271501460288995,483.4384281882348,116.83944156314705,51.14804457590943
30009000001,30,009,000001,328.70346974442003,160.34058052918942,12.779166330810543,348.85629057640205,137.6211349774455,15.564095669674254,337.9596769857659,120.0717419864631,19.607883484533232
30009000002,30,009,000002,152.53452848039808,106.81074614503167,9.98362683925904,161.5459059865199,99.79609400676165,8.995307751790325,151.58638377875812,92.77340699132588,16.958104591700305
30009000003,30,009,000003,426.91752357896155,160.37376309464352,15.240952594705922,447.24855916962423,143.00984276370275,16.261029072389693,438.01688126292004,123.69285484760549,22.426262556362637
30009000004,30,009,000004,177.51923076923077,110.82692307692308,13.730769230769232,187.3269230769231,100.03846153846155,15.692307692307693,178.5,92.1923076923077,22.55769230769231
30009000005,30,009,000005,246.0676571871374,106.14341617204225,12.3261832634063,259.51774230956886,94.63452065926657,10.428778915460905,253.08925587245838,68.61483289340173,15.832463371669245
30009000006,30,009,000006,NA,NA,NA,NA,NA,NA,NA,NA,NA
30009000007,30,009,000007,325.1158761075996,177.75754431018794,13.750118954453884,346.72200496839656,156.15244618259155,14.732241751376135,336.90109400027063,136.51012938621145,18.66151106840467
