GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOFUE,G16HALRZIN,G16HALDJUN,G16HALLBRE,G16GOVRGIA,G16GOVDBUL,G16GOVLDUN,G16ATGRFOX,G16ATGDJEN,G16SOSRSTA,G16SOSDLIN,G16SOSLROO,G16AUDRROS,G16AUDDLAS,G16SPIRARN,G16SPIDROM
30001000014,30,001,000014,230.1899119025884,126.98396476196983,27.55430252233244,7.16004987662901,2.0306234118006827,215.25987446739657,165.6714325977572,23.26399504031629,165.29829258805307,213.655294025858,25.347447470519853,257.2047063535753,137.7998952216184,219.03914599694804,152.80719640858266,26.292306215677648,194.3896819779052,192.4924726503943,191.60820717930088,191.52990434566462
30001000017,30,001,000017,83.7665260294539,18.558838255457548,3.1840414671155326,1.0741426454770542,1.9924849295421254,80.73896356360437,27.914625137111877,2.0708394489917743,76.36246186970894,34.32278690025492,0.0392931514906173,87.94613481328305,22.69982479581483,79.74238103066418,26.918718001643168,0.039295396216985565,65.28672766747913,41.25753107033087,69.31189586374474,40.33804757700477
30001000019,30,001,000019,93.04850276226325,14.239617508484999,6.065895486853094,1.0303206224321588,1.007522326548453,87.03922962330755,25.335574981694037,3.051475580493054,83.91732238684205,27.471020132622964,5.043721937706254,95.14152871771893,18.233845994343795,89.0279998707771,19.30365290357938,5.06055928535072,82.90557716692618,26.46220782137693,86.97287150397776,24.400371722714613
30001000020,30,001,000020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000021,30,001,000021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001000023,30,001,000023,89.45209065339434,28.556866044599403,4.919297164110491,0.012517643572940435,1.3256341047230825e-4,90.42326011020988,29.584862010282446,3.9416368995401507,72.72669239687542,49.24297593369144,2.957684672330722,88.51834156388713,30.506093456216703,87.44683211337237,32.55493176277564,2.939007629529166,70.78322669425532,49.21231150095883,81.53079995165855,39.423854028734844
30003000001,30,003,000001,73.29343553384382,44.37416108199294,3.7146519826065147,0.16797721365276774,0.04799348961507649,71.06537121635645,47.44211155073055,3.2347170864557495,65.31341670204638,57.314240853614706,2.7079995455837835,95.45651957899199,27.507092238001814,69.26803613272828,52.76091331569258,1.0786429204045878,72.19079545369962,49.23944655137231,72.69351533691349,48.83271339842934
30003000002,30,003,000002,54.961850978692986,45.10231493677498,6.860791705119507,0.0026040461288596825,0,53.98396991750065,50.00864654257425,2.9401532988991557,41.24677768377612,64.70160089868345,1.9661783069001098,65.74328109003284,38.249335370042054,50.05942544208701,51.9722208033455,2.9401532988991557,52.993068625664016,50.013854634831965,44.185628959610845,59.80828952352848
30003000003,30,003,000003,113.97087989712804,19.995111490012523,2.999298174346823,1.2679488004646386e-5,0,115.96994668373938,18.995937120427826,2.9992971405667395,99.97421184230004,37.990618486017105,1.9996792630288804,126.96746120748904,8.998171404216404,102.97384278467523,29.99269659205163,3.998905439956845,104.97303092313918,30.99236622132159,94.97604561802963,37.99045365267305
30003000004,30,003,000004,64.12780711139094,16.30365135987856,2.689156798294873,2.0959261818432124,0.042373615460832896,57.24758184114365,24.899224164555577,3.2392299075516924,48.18589926639748,32.81760301359327,4.382533633260173,73.71915987939754,10.502385500414494,51.08692414199652,34.891558495972056,0.3178021159562467,54.05072554905279,28.13845407210727,49.96480722401845,32.30911962806327
30003000005,30,003,000005,45.245242740897076,133.7038605890353,4.203726179440904,2.303808429913731,0.1266629576142796,45.86200947585193,138.15639390421035,5.654453686257375,35.00202484080911,148.78381560019122,4.958746535749208,74.99760356853584,110.70594187545858,35.359165636870756,144.92265216860562,6.630108438766216,41.04152822322362,142.71368343845282,36.13769120948452,149.64290668080392
30003000006,30,003,000006,49.76499167699019,13.934197669557253,1.9905996670796078,0,0,49.76499167699019,16.920097170176664,0,48.76969184345039,17.915397003716468,0.9952998335398039,53.746191011149406,12.93889783601745,47.774392009910585,17.915397003716468,0.9952998335398039,43.79319267575137,20.901296504335882,41.802593008671764,23.887196004955292
30003000007,30,003,000007,92.22300692248886,556.2996832645907,29.796318755393674,24.705325377898614,5.88737368582219,124.61443368128903,595.8851112015693,12.343850931291676,76.45368201362857,633.2790550799136,22.051329372483064,228.50007302980902,486.29073007652005,93.13451179744467,620.1425099952343,16.338588536640415,107.42948041782485,600.3078402527284,88.32383741790954,631.3731415896114
30003000008,30,003,000008,98.07998798406211,46.78845339421297,5.056355515252924,1.990152789809898,0.004825581899825692,99.0884378347732,54.77080502646158,2.0456635655225757,92.89615724286959,59.02822080924005,5.980340141526823,106.329325796503,47.524217843910534,93.03329240320396,58.826359571528506,2.031623639283808,90.13252748560073,58.75966629325725,93.94038653550291,60.904503394539525
30003000009,30,003,000009,28.280933800992894,97.68874093146646,3.0120831742362535,1.0181247613543802,1.0060415871181267,39.335308085056035,99.69176172502551,6.021145554913444,21.247705071843196,114.77332315112022,6.021145554913444,45.41989030470981,92.57697156978111,18.25072586540226,118.76123997688397,8.015103967795318,23.262809039638515,116.73103204129333,24.23260110404788,119.7763439446793
30003000010,30,003,000010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
