GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDKEL,G20USSRMCS
04013000068,04,013,000068,1560.5691286995527,547.7817327314361,30.784479800751736,1597.8125556192808,506.9125838113382
04013000069,04,013,000069,2828,2125,111,2947,2048
04013000070,04,013,000070,1120.8363054902857,1458.4733904480486,13.86193310677032,1097.0729915929653,1491.1479470568643
04013000071,04,013,000071,1699,650,47,1700,671
04013000072,04,013,000072,603,674,21,633,641
04013000073,04,013,000073,804.9974568956177,549.5999913100433,11.487958331156406,809.7658162376208,560.1438152673209
04013000074,04,013,000074,1020.2287438288536,1394.6692265496433,27.23203510696654,1063.9945145364784,1363.5469007131103
04013000075,04,013,000075,419.18834399431415,95.17956301442098,12.024210743517436,431.1903615562739,89.19671229107917
04013000076,04,013,000076,2489.2932546247052,2084.7077834230395,45.839681606749785,2445.44665434948,2161.439320393112
04013000077,04,013,000077,1177.3984591025705,1644.3666615263019,17.960315477835824,1206.3345229279728,1624.4107554398176
04013000078,04,013,000078,1200,2203,57,1234,2197
04013000079,04,013,000079,1114.9610442450764,637.2398940494425,25.453515541416177,1103.4911284279808,657.0464523520124
04013000080,04,013,000080,1360.7378065211533,2691.613042306656,77.642683912692,1376.6645109135004,2712.5168418216113
04013000081,04,013,000081,1394,1189,34,1385,1214
04013000082,04,013,000082,102.45682161769574,156.55156731966093,0.4045929557476454,105.53591147650515,154.2816633723468
04013000083,04,013,000083,1211,1884,68,1279,1845
04013000084,04,013,000084,1227,425,25,1246,420
04013000085,04,013,000085,1832.7742276232243,1216.7687576581757,40.60202093039114,1824.9019311421005,1254.66128886559
04013000086,04,013,000086,1186.4522560761757,1954.3404622160158,22.645657397547797,1177.1072626787204,1982.4646051364805
04013000087,04,013,000087,1686.0819499837253,614.1808601669824,46.64664760761891,1739.5312337007886,571.4214331933317
04013000088,04,013,000088,1334,784,55,1362,768
04013000089,04,013,000089,1270.1605905468657,1745.5175560550654,72.02378265275756,1354.8944524912863,1678.5778051189732
04013000090,04,013,000090,1086,1095,35,1139,1040
04013000091,04,013,000091,1486.1375680908336,1167.3219162884216,70.61574423151681,1561.9370891527242,1134.4340341817833
04013000092,04,013,000092,1864.7561091148889,922.5533446795686,43.59844598077463,1908.3274691969,912.643991368057
04013000093,04,013,000093,3404.4154135338345,1154.139097744361,66.84962406015038,3472.248120300752,1094.171052631579
04013000094,04,013,000094,913.5684837379753,1357.9111314704535,38.21346770499313,932.2308749427393,1366.797984425103
04013000095,04,013,000095,2172.95660573739,2270.512558335248,63.17597418144209,2175.1841131060273,2280.2511326513436
04013000096,04,013,000096,1290.4982744823164,2185.5454387371024,35.88303027200565,1302.987022139293,2205.935763103371
04013000097,04,013,000097,2115.075701560693,854.4424971369843,85.39123737436493,2138.092663345197,866.0563058739968
04013000098,04,013,000098,802,750,33,829,729
04013000099,04,013,000099,1952,597,61,1980,607
04013000100,04,013,000100,1324.8256984504942,559.6590488183186,22.945023391838376,1366.7253063834164,508.7809534711988
04013000101,04,013,000101,2006,2793,45,2044,2767
04013000102,04,013,000102,760,163,15,773,162
04013000103,04,013,000103,3363.0372987738433,1044.7155932823891,63.363394715933744,3392.5254835797,1018.659507699496
04013000104,04,013,000104,1200.9926888177636,1844.510996332138,20.15259395270095,1158.1798418586798,1901.8595232767289
04013000105,04,013,000105,947.5118885869565,707.8383152173914,42.84408967391305,967.4273097826087,702.4341032608695
04013000106,04,013,000106,1607,1227,61,1666,1178
04013000107,04,013,000107,710.981495563828,784.0432132854261,35.99306597854718,742.1646295095492,762.278108472017
04013000108,04,013,000108,1524.4747448018777,1608.879125994222,22.82255901012607,1515.4166208168385,1632.8200493615605
04013000109,04,013,000109,1216.377041961056,1244.903011097025,36.89873711533846,1258.0613308673535,1202.4487793064222
04013000110,04,013,000110,1414.1938579654511,703.829814459373,42.93921944977607,1439.3973128598848,695.4286628278951
04013000111,04,013,000111,1429,1505,40,1494,1432
04013000112,04,013,000112,1650.6850609887715,2185.0572349997497,61.76126389208834,1770.4741175464242,2102.1268604153443
04013000113,04,013,000113,305.1617382363968,651.9686556025844,10.665532531515028,320.56832822082043,641.8707661907936
04013000114,04,013,000114,1548,1554,50,1551,1577
04013000115,04,013,000115,545.1321768257803,632.0822158540901,9.267698544030694,520.8720307902187,662.4591713980044
04013000116,04,013,000116,756.6080661840745,426.80455015511893,13.580144777662875,761.4581178903826,435.53464322647363
04013000117,04,013,000117,1593.645243366052,2003.5539947964671,29.99332327539621,1596.6445756935916,1990.5568880437954
04013000118,04,013,000118,522,405,26,554,400
04013000119,04,013,000119,2708.002352276272,2258.000904721643,55,2693.002352276272,2268.001085665972
04013000120,04,013,000120,913.5311636513837,1111.8059445947829,17.268585186903547,904.9542207564481,1114.9986462822233
04013000121,04,013,000121,1911.1657466321824,899.2190425900855,45.84714829160024,1959.9988126171481,868.3197954407954
04013000122,04,013,000122,2525.0969636418267,2393.2792046584786,84.94730201228282,2578.698751799898,2353.1321195186038
04013000123,04,013,000123,1970.2383316782523,952.5124131082423,41.49950347567031,1955.4170804369414,976.2264150943396
04013000124,04,013,000124,881.4613230364283,398.0665856134789,27.078606381412595,930.6068814586351,360.9606088662201
04013000125,04,013,000125,1366.08623293114,1623.0719124041873,53.29013773091034,1400.821426085516,1596.459175309483
04013000126,04,013,000126,1191,583,48,1235,571
04013000127,04,013,000127,2520.613077131897,2219.804402305914,62.16023630683104,2492.34478667761,2270.719966087282
04013000128,04,013,000128,874,763,36,910,751
04013000129,04,013,000129,820.1462416989215,684.817393707945,23.359129569475122,844.3736604165132,666.0061141490003
04013000130,04,013,000130,492.7095861337106,851.266360099045,6.8004952246197385,509.05235231694377,838.6395472232048
04013000131,04,013,000131,667,692,32,705,662
04013000132,04,013,000132,1257.591448046113,1311.7997457645693,22.553093563021896,1226.9615359326715,1340.7830232099416
04013000133,04,013,000133,745,712,22,767,694
04013000134,04,013,000134,773,280,21,814.9999999999999,250.99999999999997
04013000135,04,013,000135,2069.387928686897,1223.8107121581895,40.435119628056654,2067.547165002818,1258.5507713857346
04013000136,04,013,000136,1004.6071842410197,402.4136732329085,19.02665121668598,1031.24449594438,388.14368482039396
04013000137,04,013,000137,1483.5041777107936,855.4863976626943,28.01420522494814,1540.5404006195652,815.4510601313835
04013000138,04,013,000138,538,258,13,555,245
04013000139,04,013,000139,858.8577620045986,570.4076929080218,28.75225769129866,858.8577620045986,581.5375991111051
04013000140,04,013,000140,1690,1262,53,1736,1230
04013000141,04,013,000141,1047,1718,26,1088,1668
04013000142,04,013,000142,703.5859642469052,454.2068404425138,29.821711421779582,752.6384042123478,410.4724363298125
04013000143,04,013,000143,2056.9850174017915,2645.168446654967,80.6111379774889,2132.8950861365856,2601.3150714529215
04013000144,04,013,000144,1636.1968306928363,2412.3414811496946,19.977983280742812,1677.1516964183593,2405.3491870014345
04013000145,04,013,000145,484.82348754448395,564.1402135231317,26.769395017793595,507.62704626334516,539.3537366548043
04013000146,04,013,000146,350.19619483380984,379.92950127529264,10.024088236681536,380.5463817172071,348.5194120614133
04013000147,04,013,000147,1037,1638,48,1068,1619
04013000148,04,013,000148,1185.794660060556,1321.6256537297,38.66721717588769,1200.6666666666667,1304.7707129094413
04013000149,04,013,000149,1279.8361973205579,2808.463749151564,58.62422543205414,1321.6720324871644,2782.24426936103
04013000150,04,013,000150,799.7209547316837,1318.5930476684812,30.3537755266703,850.2317399781571,1257.3097919523304
04013000151,04,013,000151,1477.4704427405393,2335.626020281969,60.5767994063814,1542.0865693791739,2278.2196388820184
04013000152,04,013,000152,1901,667,34,1926,645
04013000153,04,013,000153,411,661,5,411,666
04013000154,04,013,000154,2335.746106973595,1963.4793500338524,121.01692620176033,2407.517941773866,1945.2511848341233
04013000155,04,013,000155,600,1008,36,646,972
04013000156,04,013,000156,482,661,7,521,620
04013000157,04,013,000157,2257,2804,95,2330,2755
04013000158,04,013,000158,2498.050574980973,1606.251572234031,79.08461305119916,2578.4685398933684,1546.700035288888
04013000159,04,013,000159,1142,1029,49,1185,1014
04013000160,04,013,000160,961,265,16,996,231
04013000161,04,013,000161,646,875,30,676,854
04013000162,04,013,000162,770.1559244441745,808.6769870537955,37.287531958706445,814.3397262625543,781.0319871896801
04013000163,04,013,000163,1320.095484170422,2109.5882070896455,58.667532909817716,1420.736219221225,1997.2462798948745
04013000164,04,013,000164,1080,1559,40,1120,1523
04013000165,04,013,000165,1845,867,50,1894,829
04013000166,04,013,000166,1232.1537535664563,461.87282080182854,46.077832895279215,1269.245906278052,455.7981334633128
04013000167,04,013,000167,3014.511221326023,3627.762270279758,48.46975442366039,2970.871239257314,3692.0129196834887
04013000168,04,013,000168,956.5130599020082,3169.76846963626,42.38840861642065,1009.9532635345682,3107.115918045952
04013000169,04,013,000169,975.899766615739,1561.9764144077737,39.10057346303654,1024.4174891170835,1521.1783633114724
04013000170,04,013,000170,504.5377526427613,473.6912429194292,15.428172798861434,507.1522470686555,474.1623830533072
04013000171,04,013,000171,1492.7162561926516,1693.4087101277673,23.118917811755306,1475.7244574210486,1731.443565348454
04013000172,04,013,000172,1781.6466301381042,1089.6594293683938,53.10142068671428,1779.6364601038085,1118.7663225706867
04013000173,04,013,000173,1844.3466473005399,1372.1388911935685,78.16230945857131,1906.447279164854,1336.1388911935685
04013000174,04,013,000174,709.0864924106203,1072.8306764043755,25.215215106362653,751.2595264978575,1041.829082587007
04013000175,04,013,000175,1224.2582863158175,750.5107113215228,28.56274360672462,1246.9114967625299,735.7368784214927
04013000176,04,013,000176,1917,1796,66,1973,1796
04013000177,04,013,000177,1621.4866227219852,2317.399379604498,63.35478867778209,1701.6700271423033,2269.8832880961613
04013000178,04,013,000178,1993.4132553204927,3041.6248069245376,82.59715105534777,2058.7897978788114,3033.4742886124404
04013000179,04,013,000179,948.1301305127166,1727.2804569719322,24.744243437111276,915.2983381624492,1791.3623357486574
04013000180,04,013,000180,916.2509825602388,2767.446167508867,39.963390893473324,957.2331144213568,2728.469952889843
04013000181,04,013,000181,1200,1030,30,1251,982
04013000182,04,013,000182,2363.2880587442337,5556.436727129962,112.96252260080921,2515.2878366472255,5415.247641916428
04013000183,04,013,000183,2294.2952859720253,3477.2150446043293,64.10219089383362,2298.2695905809205,3474.4061250636746
04013000184,04,013,000184,1760.8850117519435,488.26866751039597,49.63948653046465,1781.2587235581268,481.1318025673477
04013000185,04,013,000185,2410,2226,104,2498,2182
04013000186,04,013,000186,911.6594393656549,928.5788556227975,21.895755805360917,946.4935789363947,903.6973266636672
04013000187,04,013,000187,837.3839118559362,796.4140545932948,49.96324056419667,889.3456820427006,767.4353750660608
04013000188,04,013,000188,1356.8342533678176,454.7809574099146,36.152851708399766,1394.0011873828519,429.68020455920464
04013000189,04,013,000189,2419.3619117110543,1878.8449470995986,57.84129879605983,2533.0499817584823,1787.0966800437795
04013000190,04,013,000190,976.3014083333684,551.410279677304,25.77775461141344,1004.892146210691,530.7738872000297
04013000191,04,013,000191,2408.270209657655,3579.819542696597,55.05792758543227,2445.267451201206,3561.8443688046395
04013000192,04,013,000192,3679.021983523568,1572.4180177831086,82.35152798569816,3710.634369137581,1563.0122729034522
04013000193,04,013,000193,986.5176084808177,953.2958002073244,24.368926579122927,975.5313106126914,975.9378341322964
04013000194,04,013,000194,2478,1842,89,2542,1839
04013000195,04,013,000195,1122.4157912827784,1453.5720624072235,35.28934608952712,1082.3527649782957,1516.139226586328
04013000196,04,013,000196,920.1576268191104,1481.6001961387663,29.333214168664224,933.0455481116973,1484.4502109082919
04013000197,04,013,000197,826.7551153180701,421.0862554850112,25.148725334104732,834.1348530184631,421.01514183573516
04013000198,04,013,000198,1927.077404025913,2607.733995384734,64.6086846293715,2060.52321784296,2491.9772390429926
04013000199,04,013,000199,1181.3333333333333,639.7982560443916,35.51843043995244,1181.549346016647,657.2734839476814
04013000200,04,013,000200,1173.8314606741574,1229.2318154937907,36.14192785334122,1169.7463039621525,1243.3832052040214
04013000201,04,013,000201,1700.096303562067,2440.5395009482995,75.17451510832565,1752.0680113393473,2416.083383787615
04013000202,04,013,000202,1493,1092,62,1561,1059
04013000203,04,013,000203,1319.2690355329948,895.3568527918782,38.80203045685279,1370.681725888325,872.0756345177665
04013000204,04,013,000204,1089,264,29,1128,244
04013000205,04,013,000205,1180.6838394463214,1290.5299312714014,44.2232310678687,1238.6680699097078,1244.3271075835082
04013000206,04,013,000206,2402.1970905059975,5307.030414851426,86.71351834504041,2490.9164998153087,5267.102490415549
04013000207,04,013,000207,1678.5270759026862,653.0486507813253,41.82189930870756,1703.4943178058024,644.003243500127
04013000208,04,013,000208,1487.92004048583,1991.2935222672065,38.2246963562753,1487.126012145749,2000.181174089069
04013000209,04,013,000209,519.5540074558327,663.7798747798741,21.253664463886302,548.5128380885843,641.3233865835464
04013000210,04,013,000210,914.2058912087924,1115.3484527306514,44.026912607788866,939.2408022994958,1098.0829968060284
04013000211,04,013,000211,1130.6930443285005,1504.5915399773592,58.98398728150445,1189.6770316100049,1476.5991392335943
04013000212,04,013,000212,825,531,29,861,502
04013000213,04,013,000213,1305.7371165317973,258.94215798225133,16.99759052788088,1332.7235532872733,221.96992604820656
04013000214,04,013,000214,2417,1195,75,2456,1166
04013000215,04,013,000215,1334.6028870008236,735.1307644090856,38.226927012699576,1366.647165442326,737.1362992142734
04013000216,04,013,000216,2011.0786284128583,1568.2378740592587,69.7030366513239,2115.6521646392503,1483.5770260644913
04013000217,04,013,000217,821,757,42,851,741
04013000218,04,013,000218,2220.813995078943,666.748411465503,58.11695722955179,2275.85562392336,630.7365175099553
04013000219,04,013,000219,909.1756494765413,1300.5385808452888,13.124079100426522,941.3326870880186,1297.445521519969
04013000220,04,013,000220,1914.9028112251247,1570.6872219728048,54.09361901867006,1963.094263795945,1534.2983218180166
04013000221,04,013,000221,1997,573,33,2024,571
04013000222,04,013,000222,1175.1867112142158,1792.988017109583,40.92690039054483,1230.730361744241,1736.4699165702593
04013000223,04,013,000223,951,1847,43,976,1849
04013000224,04,013,000224,2514.207629089781,774.500387657001,80.56070708636997,2548.384555745077,765.2701193983563
04013000225,04,013,000225,698.3412591482053,543.2092031141854,26.00796179830889,720.3475736778985,531.2050849426463
04013000226,04,013,000226,2235,3156,110,2377,3021
04013000227,04,013,000227,2380.3730886850153,1117.0485474006116,113.60894495412845,2439.777905198777,1119.9181957186545
04013000228,04,013,000228,2601.835767631119,3240.8348639738706,95.50402143328232,2641.001313692803,3244.442495745921
04013000229,04,013,000229,2269.7192207635385,890.0479473135106,62.051273015320994,2300.7448572711987,898.77390758129
04013000230,04,013,000230,674,719,24,687,729
04013000231,04,013,000231,1097.0990343215,872.4724153646521,51.68116526453164,1137.9748375170955,847.0384495244018
04013000232,04,013,000232,1907.7590923543135,3310.9087090624294,82.3867519302976,1998.0413127230888,3227.1757838575795
04013000233,04,013,000233,1561.987949560667,3470.975110068417,86.50405258737489,1621.950986013279,3429.689084969897
04013000234,04,013,000234,1756.1600410878966,2928.6005126584178,36.69687078561227,1800.4622334099872,2911.4224413926504
04013000235,04,013,000235,1957.4900398406373,1734.5617529880478,74.1329228540384,2006.0231800072438,1715.461789206809
04013000236,04,013,000236,3324.1022105117486,2288.0454608349232,87.58236589725976,3379.307751153481,2269.16785460894
04013000237,04,013,000237,2466.802420665448,2175.6963586715756,63.1252458678464,2443.6826202701172,2233.90608824757
04013000238,04,013,000238,256.22875494447203,96.90808188221641,4.947422130744606,258.19254598155453,98.89161088527402
04013000239,04,013,000239,1121,1561,23,1138,1551
04013000240,04,013,000240,1531,2341,64,1622,2291
04013000241,04,013,000241,1874.414293112377,1518.413257379596,65.88969445882962,1902.9337131020197,1520.3801139306058
04013000242,04,013,000242,853,874,33,867,876
04013000243,04,013,000243,788.0777689087806,1343.1733039872177,35.75064130529595,845.810867347378,1295.3278693487239
04013000244,04,013,000244,2026.9393841640392,3182.001157646276,66.82815516551786,2037.2028788124935,3172.6714278272893
04013000245,04,013,000245,3299.9471636775725,3536.661523626678,75.00086875584752,3336.492577289556,3533.691496554768
04013000246,04,013,000246,3128.53871400953,2032.571772064713,99.54310482271778,3171.4627564940756,2049.05852630968
04013000247,04,013,000247,1901.79288264422,872.8153523087782,58.28014033694849,1922.7205243228607,866.7176368856
04013000248,04,013,000248,842,179,26.000000000000004,855,185
04013000249,04,013,000249,1854.1579942724375,373.18573088175134,36.05661950304518,1884.6737103335417,345.62598900802016
04013000250,04,013,000250,1176.272913691988,2043.9867680014152,43.477455140057415,1210.8626336381733,2029.3021674680465
04013000251,04,013,000251,1260.8625799919973,1341.2797996607783,38.719402062746376,1311.4956442278965,1284.6899043383028
04013000252,04,013,000252,992,1585,49,998,1605
04013000253,04,013,000253,2229.618077698175,1789.7892598642197,68.61582662755576,2262.2860915662045,1779.2259035763443
04013000254,04,013,000254,812,604,34,817,609
04013000255,04,013,000255,2116.650741227992,1489.826527082814,81.55142186732043,2180.195684518126,1450.290221895595
04013000256,04,013,000256,262.11018328562193,329.4311413881794,4.739747986991544,270.90174985167533,310.92271381404106
04013000257,04,013,000257,1404.7883802319461,1600.2371103225403,55.035271360832716,1430.7772762850173,1597.2684626432804
04013000258,04,013,000258,2158.803484925168,2246.936157906153,91.45434169618972,2187.96695828212,2232.3867399320366
04013000259,04,013,000259,1214.8541639916907,975.1764587482328,41.44237142852939,1266.0315103831615,936.6660111954626
04013000260,04,013,000260,1150,747,18,1127,782
04013000261,04,013,000261,1289,656,23,1282,671
04013000262,04,013,000262,1028.9207761050786,2094.342097479465,49.32506117474011,1025.961272434594,2138.734652536731
04013000263,04,013,000263,724.0131056262286,685.0027481899068,32.99945096982817,729.0131609584134,687.0031621324629
04013000264,04,013,000264,1446,2335,38,1438,2358
04013000265,04,013,000265,1869.8509070434056,1975.4471756350952,78.69910583720248,1938.5881007493167,1911.69093799483
04013000266,04,013,000266,58.43090188000994,153.21557086974724,3.7021739221831753,60.39123698403472,157.64628815886468
04013000267,04,013,000267,730.1360959782813,455.0569458199912,25.00241679872642,774.1415337754158,428.05150802285675
04013000268,04,013,000268,1678,535,34,1710,509
04013000269,04,013,000269,1953.6205946304551,2566.9770633640287,15.966411662900322,1982.4923707282423,2580.487907181329
04013000270,04,013,000270,1599.3015332197615,2280.4855195911414,44.425042589437815,1631.8798977853492,2251.85604770017
04013000271,04,013,000271,1310.3182833686865,2716.779136024725,32.997915342663674,1257.2262884110246,2824.9279160491888
04013000272,04,013,000272,914.5502268308489,1326.048606610499,18.70447180816591,912.5813350615683,1343.7686325340246
04013000273,04,013,000273,845,1602,33,905,1564
04013000274,04,013,000274,1526,365,24,1545,347
04013000275,04,013,000275,2182.4315162620246,2836.0888685295467,128.78653229500688,2286.7691250572607,2811.202015574897
04013000276,04,013,000276,1547,1560,43,1566,1546
04013000277,04,013,000277,487.81163105631333,760.8333003431644,6.922154463695836,498.69988147843713,763.7808141729462
04013000278,04,013,000278,1369,1247,65,1469,1166
04013000279,04,013,000279,1594.4164161979631,2442.040036830992,70.7632699193864,1577.6739451375809,2502.7928310313164
04013000280,04,013,000280,1318.5728790521052,183.9427286385412,22.973317632356874,1332.3777287579046,167.15712360417842
04013000281,04,013,000281,1540,790,42,1604,734
04013000282,04,013,000282,1128.7387606318348,486.8153098420413,27.097205346294047,1175.4580801944107,453.17739975698663
04013000283,04,013,000283,2042.5191455994768,1022.8734844831707,44.03102275633903,2036.5336875165106,1054.8666982552215
04013000284,04,013,000284,261.16892575359094,536.1410074853328,5.155371232045317,276.4505361116731,521.2769573133725
04013000285,04,013,000285,966.3406284553737,1884.9792370961438,27.26229417854034,1012.7825302394983,1835.009682448198
04013000286,04,013,000286,1904,1248,67,1954,1217
04013000287,04,013,000287,1753.8696805527525,2334.05449393371,82.71586333668228,1852.9964788300615,2270.9080342344696
04013000288,04,013,000288,45.1340418999902,69.4079165092071,0.009342564618327637,47.149170907347106,66.39319165622855
04013000289,04,013,000289,465.63842864552606,417.3572877693186,31.05756343073245,505.9480510953766,394.2688678935585
04013000290,04,013,000290,841.2792131797976,172.01265836172811,12.851527598163688,857.0965020567139,158.1725578839301
04013000291,04,013,000291,97.64727827685368,140.00059411659265,3.7652517626573636,104.81368368626566,133.41411202629027
04013000292,04,013,000292,1147.4692732983167,1901.9155080658848,46.41226836920902,1141.544302868205,1924.6278947146466
04013000293,04,013,000293,1315,860,36,1367,813
04013000294,04,013,000294,1069.2258125008545,1737.3048858047669,55.71064580051891,1156.9520987662884,1648.1993878481803
04013000295,04,013,000295,1120,204,17,1125,200
04013000296,04,013,000296,1688,1063,63,1779,1012
04013000297,04,013,000297,2430.3995362931123,429.11779157645543,45.00795889030105,2482.396352736992,412.1233627996662
04013000298,04,013,000298,1817.8512455030404,3292.3414591964847,69.52004046489222,1866.8822994338345,3275.6520319331635
04013000299,04,013,000299,31.019722268537265,0.027439677964890552,1,28.018864778600864,3.0291546578376964
04013000300,04,013,000300,2485.933513198867,717.4975701866027,68.17677547858392,2533.7344329379052,708.345034633295
04013000301,04,013,000301,2159.1161597010346,3288.1642520889454,81.20655294939031,2145.7232641060787,3313.198985727251
04013000302,04,013,000302,2333.8764088073262,3238.0925746561115,82.15620483947474,2383.349900890654,3219.3221791699793
04013000303,04,013,000303,932,1296,6,967,1278
04013000304,04,013,000304,998.0792215781266,1292.1025890939768,25.003799596073218,1025.079031598323,1284.1050588314245
04013000305,04,013,000305,1377,1588,37,1384,1610
04013000306,04,013,000306,486.39075254875985,143.21610955562704,9.722942911728108,482.74865323672833,149.79053781147613
04013000307,04,013,000307,1387.7309644670052,1022.6431472081218,67.19796954314721,1435.3182741116752,1018.9243654822335
04013000308,04,013,000308,707.2556179066737,209.476391845265,18.158649598531955,731.5629317997988,188.2706222549617
04013000309,04,013,000309,2019,620,28,2075,573
04013000310,04,013,000310,1764,791,58,1797,803
04013000311,04,013,000311,995,307,27,1022,289
04013000312,04,013,000312,1675,424,44,1720,394
04013000313,04,013,000313,1939.688117177779,519.1363760932396,23.005405150036935,1991.7001748201692,462.12639735470987
04013000314,04,013,000314,1781.7975274567236,728.0993966379655,40.537307745383615,1751.9522090487228,756.890043299562
04013000315,04,013,000315,2219,497,32,2251,471
04013000316,04,013,000316,1454.010978696459,1853.229550212045,67.94557602831514,1527.8837831457051,1796.039415067708
04013000317,04,013,000317,1233.3790999237224,1297.0373760488176,21.882532418001524,1163.7528604118993,1390.5354691075515
04013000318,04,013,000318,2034.1710642040457,2251.6303869832896,54.60861917326297,2036.1213720316623,2275.034080914688
04013000319,04,013,000319,2030.0463732416954,2471.180503973847,34.52036285685098,2009.7341550655603,2497.7355695464453
04013000320,04,013,000320,974.3331380633863,738.5465084113301,33.569640369123576,1009.5371869213985,722.6851876308655
04013000321,04,013,000321,2055,648,67,2088,636
04013000322,04,013,000322,1769,1075,46,1856,994
04013000323,04,013,000323,1286,1137,47,1344,1084
04013000324,04,013,000324,2417,1016,114,2493,997
04013000325,04,013,000325,1033,1854,34,1101,1795
04013000326,04,013,000326,702,192,12,723,180
04013000327,04,013,000327,3039.117185407543,3421.354176886234,121.06229971375899,3093.146230544363,3416.3579653823413
04013000328,04,013,000328,1500,1631,29,1514,1621
04013000329,04,013,000329,1142.4717201166181,929.362973760933,25.481049562682216,1159.827696793003,911.9685131195336
04013000330,04,013,000330,444,797,7,457,792
04013000331,04,013,000331,1553,1152,50,1587,1136
04013000332,04,013,000332,1986,788,68,2004,807
04013000333,04,013,000333,1156.3305975049245,1696.1976362442547,40.6053841103086,1205.241628365069,1653.7465528562047
04013000334,04,013,000334,1649.5610636900853,1977.4287590282336,70.96782665791201,1732.726854891661,1920.4169402495077
04013000335,04,013,000335,522,795,25,556,768
04013000336,04,013,000336,1969.9879037206451,1293.053801176962,48.850914616554455,2009.866201366812,1277.1024821184951
04013000337,04,013,000337,1270.231778112234,1439.3109008815309,19.380778327241455,1292.162545689099,1421.3949688239088
04013000338,04,013,000338,1914,1139,41,1911,1138
04013000339,04,013,000339,956.8829816571367,1006.1121137105787,22.144154947525536,907.023488290837,1077.1223413107152
04013000340,04,013,000340,2036,1495,61,2144,1418
04013000341,04,013,000341,1577,841,41,1621,808
04013000342,04,013,000342,2249,3172,73,2334,3109
04013000343,04,013,000343,529,882,24,555,842
04013000344,04,013,000344,1248.728648435006,1526.1590341590197,72.2993184859383,1314.2679852974286,1483.756671188131
04013000345,04,013,000345,437.47684271827654,574.0190647860887,4.172374860729757,422.35803737386317,589.1917405216003
04013000346,04,013,000346,2381,1272,89,2470,1209
04013000347,04,013,000347,438.0048440797484,660.5103080996253,7.669014902711183,457.9268574265882,641.6551030498194
04013000348,04,013,000348,2842.266144507301,1579.3457939468299,77.37137038049907,2852.0535583117944,1583.559063409992
04013000349,04,013,000349,334.9327841251941,32.08562572434663,5.126522205997868,316.29973503503714,44.75825711565209
04013000350,04,013,000350,934.371150574603,792.3012332819125,23.99369564443027,967.349765524717,756.3465953992039
04013000351,04,013,000351,1676.7439496341333,2469.6944517293095,11.00566164640954,1689.796469980458,2481.6849387576303
04013000352,04,013,000352,1972.527352880748,3850.404265360492,50.507510572110505,2008.645833169398,3805.551219371507
04013000353,04,013,000353,515,760,5,526,757
04013000354,04,013,000354,2241.00188340803,1591.000724387704,41,2248.00188340803,1597.0008692652445
04013000355,04,013,000355,878,678,26,895,680
04013000356,04,013,000356,2696,2588,68,2690,2614
04013000357,04,013,000357,1620.7276192470963,1545.8805178253833,53.73638050789663,1640.8787619375576,1544.920939602028
04013000358,04,013,000358,1534.6905680214195,2318.0770956505526,87.92907968964445,1605.1214291449494,2294.1839855015387
04013000359,04,013,000359,1832.1667440602719,2855.701248107036,52.9759069477329,1819.1726536768658,2909.676700468877
04013000360,04,013,000360,1877.8503073158913,584.9615544520454,31.76066501264551,1925.4086813858914,517.6919632352381
04013000361,04,013,000361,715.3931661028288,875.4153124288575,14.041964951801768,710.3212261854543,885.5142298152474
04013000362,04,013,000362,1647.9272175890826,473.32524639878693,24.319939347990903,1669.5648218347233,464.98407884761184
04013000363,04,013,000363,3677.894192705471,1358.8673741942955,72.03271046686213,3703.336786199309,1348.71984157695
04013000364,04,013,000364,199.67827072852558,199.9411531393031,3.2070374856020334,197.39805794034694,197.63543683366098
04013000365,04,013,000365,729.4456305611202,1249.9439102333172,37.54739455656756,750.6739438685096,1249.9299199204168
04013000366,04,013,000366,904.8132887857842,1375.011982890417,13.073099609455168,933.269638255759,1362.5300834297407
04013000367,04,013,000367,799,211,18,822,200
04013000368,04,013,000368,759,1114,41,811,1071
04013000369,04,013,000369,1002.315406292001,1439.3909994094417,37.083868843647565,1047.7453670611985,1391.295100637438
04013000370,04,013,000370,1087.1083388049901,1563.3736047275115,43.42678923177938,1112.0315167432698,1543.8365068942876
04013000371,04,013,000371,893.6666962531564,912.1625445420218,31.8964667468858,918.4048464496407,891.4560229860849
04013000372,04,013,000372,1175,1714.420878210439,45.75559237779619,1199.3777961888982,1708.1375310687654
04013000373,04,013,000373,1334.6533526994601,1270.8611088064315,49.837690541428685,1365.552720835146,1270.8611088064315
04013000374,04,013,000374,2148.4761235955057,849.5800561797753,41.20365168539326,2191.641853932584,822.1109550561797
04013000375,04,013,000375,677.07995951417,1220.7064777327935,11.775303643724696,687.873987854251,1214.818825910931
04013000376,04,013,000376,18.579214294867754,9.356395774199427,0.13807863088250433,18.594810035525406,10.398327436451936
04013000377,04,013,000377,2461.1003716787977,4140.347161021807,62.632957979927824,2457.8827988736293,4167.526190432265
04013000378,04,013,000378,1601,476,35,1615,468
04013000379,04,013,000379,787.5635517626112,1652.0245612701683,37.19760538233992,817.4351622757852,1649.2668689893449
04013000380,04,013,000380,2333.8151340873405,1808.6518133811003,55.912006761691174,2324.3273084079656,1832.1406916837223
