GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRMCC,G16USSDKIR,G16USSGSWI,G16USSOWRI
04001000005,04,001,000005,199.38196227514467,55.595112828981854,11.76009451424193,1.8930773386483606,3.7293014307440058,181.07062015162285,60.07974033849073,20.310158339535114,4.482396616800287
04001000010,04,001,000010,142.5640845144418,1383.910218298123,71.82930726142823,31.94443472758092,50.8880036368203,187.57213993941875,1495.5643035721525,44.93134079505539,3.9911327269307324
04001000015,04,001,000015,93.16404886561955,680.0558464223386,38.090750436300176,17.038394415357768,36.07329842931937,127.29319371727749,723.2059336823735,24.034904013961604,1.0034904013961605
04001000020,04,001,000020,1134.999930165451,228.00001781811017,43.99999488603051,11.000010879241449,26.99998853208246,835.999987049126,291.0000005485989,194.9999958554692,41.99997425354801
04001000025,04,001,000025,33.002682432745864,349.01783321029194,16.001738613816762,3.0005960961657476,12.000794794887664,37.003179179550656,375.0208136911207,5.000596096165747,1
04001000030,04,001,000030,NA,NA,NA,NA,NA,NA,NA,NA,NA
04001000035,04,001,000035,46.83588662170207,586.9433451102664,25.90921387583519,10.961590485930273,20.926672745866885,83.70669098346754,629.7931988279938,9.965082259936612,0.9965082259936612
04001000040,04,001,000040,40.06745536196319,430.5050649370521,16.030950107253698,9.021426997329483,10.0242612562355,60.08910910000515,458.55358744952315,3.0176857755735425,9.069628499252413e-4
04001000045,04,001,000045,754.9444444444445,139.69444444444446,21.796296296296294,6.935185185185185,12.87962962962963,697.4814814814814,137.71296296296296,74.30555555555556,5.944444444444445
04001000050,04,001,000050,558.9968692839975,82.99953515308013,11.999932793216404,1.9999887988694007,9.999943994347003,482.99729492696025,105.99940634007824,57.99967516721262,5.999966396608202
04001000055,04,001,000055,NA,NA,NA,NA,NA,NA,NA,NA,NA
04001000060,04,001,000060,33,316,18,4,14,46,338,7,3
04001000065,04,001,000065,54.98427575733651,484.86134076924014,24.992852616971142,14.995711570182685,31.990851349723062,68.98027322284035,522.8504767470363,12.996283360824993,10.996855151467303
04001000070,04,001,000070,81.44680851063829,31.829787234042552,0.9361702127659575,0,0,71.14893617021276,35.57446808510638,5.617021276595745,0
04001000075,04,001,000075,102.29071428571429,409.63214285714287,47.14928571428571,9.039285714285715,23.070714285714285,106.30642857142858,465.8757142857143,26.055,0.015714285714285715
04001000080,04,001,000080,42.0173693578356,520.1487260119912,27.0082144645082,8.004658829728944,11.00964131213521,61.02163598537377,559.161445647825,11.004076196871525,0.003144848532697318
04001000085,04,001,000085,53.93994460121278,358.6001746239364,34.96098733483484,11.986638330517108,15.982157094751138,63.928780545919516,418.5332829155164,11.986652885613323,2.646381129749352e-6
04001000090,04,001,000090,46.81063658340049,707.1394037066882,43.82272360999194,13.943593875906528,23.90330378726833,77.68573730862208,756.9379532634972,24.899274778404514,0.9959709911361805
04001000095,04,001,000095,NA,NA,NA,NA,NA,NA,NA,NA,NA
04001000100,04,001,000100,16.585278065513492,69.83521986701976,3.9870746886712976,2.969451797988979,1.9481133897631087,17.309760642830465,74.0624699368217,4.833077002106749,0
04001000105,04,001,000105,50.99991070539558,731.9987183597954,44.99992121064316,6.999987743877824,16.99997023513186,75.99986693353067,766.9986570791845,18.999966733382667,0.9999982491254035
04001000110,04,001,000110,5,87,9,1,4,22,84,1,0
04001000115,04,001,000115,45.533236599958435,435.172429177491,28.268503917307854,6.119320618072232,14.190160910427139,48.70105922817821,470.5900910955325,17.167793715646148,2.014911463187325
04001000120,04,001,000120,211.43669724770643,58.566972477064226,3.970642201834863,2.977981651376147,6.94862385321101,192.57614678899083,61.54495412844037,19.853211009174313,1.9853211009174314
04001000125,04,001,000125,24.323699008753053,220.22921295792233,17.16182869294023,10.101796191117757,4.046983350017339,23.482916270452538,251.29447152398572,11.117463177682492,1.0104425232035366
04001000130,04,001,000130,222.99907497703137,477.9980172153408,31.999867261278045,19.99991703829878,34.999854817022864,183.99923675234876,555.997693664706,50.999788447661885,2.999987555744817
04001000135,04,001,000135,10,98,9,3.9999999999999996,3.9999999999999996,23,96,6,0
04001000140,04,001,000140,79.9967436889835,255.79205698082382,44.442635382768614,5.925684717702482,2.962842358851241,118.51369435404965,255.79205698082382,21.72751063157577,0
04001000145,04,001,000145,38.97508566153827,560.6345977230742,28.575326276922937,8.111807507692268,17.04759095384607,70.40633975384581,584.874020246151,7.127831569230734,0.9999759384615334
04001000150,04,001,000150,25,381,12,1,7,30,403,5,1
04001000155,04,001,000155,25.190277755061242,409.8739985702377,23.17795011308512,5.056598616401205,11.097105258885598,39.31592293753211,438.07602649035186,8.100893652364753,0.004053070402286032
04001000160,04,001,000160,471.8879652547092,66.52672784474456,14.10146962707345,5.018442655813709,7.014539424897777,399.70965742978774,83.60344052759969,52.174298270532084,8.022002849479579
04001000165,04,001,000165,761,195,31,19,17,635,241,101,11
04001000170,04,001,000170,NA,NA,NA,NA,NA,NA,NA,NA,NA
04001000175,04,001,000175,NA,NA,NA,NA,NA,NA,NA,NA,NA
04001000180,04,001,000180,519.1242886584768,144.47756254684074,27.899092969526937,4.981980087334767,3.9856311146163304,470.30056793071316,165.40196068190014,47.82722614034739,5.978396266836799
04001000185,04,001,000185,37.99919956632341,629.9867296522038,21.999536591029344,10.999768295514672,7.999831487647034,47.9989889258822,663.9860134747038,10.999768295514672,0.9999789359558793
04001000190,04,001,000190,60.02700350967991,224.36691907267235,35.42532942231734,6.888344665045236,2.9521969514544204,86.59682531063329,239.12677135908152,7.872590854363261,0
04001000195,04,001,000195,22.00006451267838,245.00080846739502,5.000035687864636,6.000015098711961,7.000028824813744,32.00011529925498,261.0008674896327,2.000013726101783,1.372610178298514e-6
04001000200,04,001,000200,62.000252801336586,306.19302394650384,27.55603519491405,7.073970617252282,4.036960689694339,99.48148033531706,303.19317166009466,12.271898514060972,0
04001000205,04,001,000205,837.9908768028165,174.99617445533457,29.99950461018321,15.999588457982123,11.999885466138888,704.9924797125389,219.99519245042194,96.9988004219079,18.999634487075422
04001000210,04,001,000210,41.95746542576121,691.3918421532053,29.941526029717597,16.958663445420274,24.94288399338846,89.79848302857498,721.3706468408913,25.933106342872367,1.9953561621551401
04001000215,04,001,000215,36.765070838252655,332.7387249114522,18.886871310507672,4.973110979929162,8.94581463990555,38.75968713105077,363.55713695395514,6.957396694214876,1.9842857142857142
04003000001,04,003,000001,590.574908243252,277.32461821705976,44.193915642886395,21.63985998357852,22.31094613312013,539.3615608513539,323.86444273960433,60.86884489934005,12.548628346622912
04003000002,04,003,000002,882.91880576382,284.8222523129932,52.511834934124614,17.80116937738045,30.25979432090899,796.5812303494146,300.8477118394469,105.91249825721786,24.920809204516377
04003000003,04,003,000003,848.4189046379059,427.3313789918017,73.90979397887848,29.817817404449716,26.575373718125338,801.9870422457186,456.9810944465327,93.27375126414688,14.717656859090923
04003000004,04,003,000004,178.66001899335234,697.6723646723647,25.950617283950617,57.889838556505225,22.95631528964862,208.6030389363723,687.6913580246913,70.86514719848053,1.9962013295346628
04003000005,04,003,000005,397.02197547893877,499.0384237919626,41.00332961802102,27.002663694416817,12.001598216650091,421.02377347267014,486.0385569766835,60.00472805758985,2.000332961802102
04003000006,04,003,000006,330.3180055277089,578.2892115356727,50.04605309802836,40.10749774907796,24.042086493701287,357.3731875909576,580.2700849986252,71.13012474392961,5.003465708663235
04003000007,04,003,000007,124.09572711646378,79.76024047187441,6.894396528074203,6.892122935492947,3.938755715680586,122.12180207346096,81.73189192229596,11.819240306571093,0.9847763747886563
04003000008,04,003,000008,889.2903460322029,294.115863392668,40.47669885675703,29.17936450800924,14.175369839000325,738.670683080909,353.5419239344853,107.71676627845868,25.037916991844526
04003000009,04,003,000009,117,605,21,23,5,227,522,21,0
04003000010,04,003,000010,272,795,34,20,18,432,689,18,1
04003000011,04,003,000011,105.99354193396229,817.7381889285527,21.16955551151932,24.1695487353016,8.071592062437723,251.0346729144496,690.5274143457157,29.286375025968614,1.086683690949601
04003000012,04,003,000012,111.58688524590164,526.0524590163934,20.62950819672131,15.940983606557378,7.501639344262295,217.54754098360655,431.344262295082,18.75409836065574,0
04003000013,04,003,000013,202.24196784373643,553.1789255078833,22.061799449494913,27.024588262298884,9.013948090828851,284.9625857275034,488.3105516157007,23.169577251250505,2.0208478018363647
04003000014,04,003,000014,868.9396132714927,240.986059439304,80.99358861130183,27.99782872449411,27.99795024341315,765.9473834654625,312.9805021992001,119.99049489532203,19.99840568931042
04003000015,04,003,000015,948,359,62,21,34,883,388,92,22
04003000016,04,003,000016,393.38728303787616,206.68028034002745,55.725792258769616,14.316873564045444,14.237014671792217,401.85022600504396,229.6734318497981,35.56963383670519,4.68341377044894
04003000017,04,003,000017,451.758144501018,167.91010680568812,30.983412565335307,14.991973821936439,15.991438743398868,401.78489842789656,188.8988701563991,54.97057068043361,13.992508900474009
04003000018,04,003,000018,91.39573070607554,251.33825944170772,14.901477832512315,10.92775041050903,3.973727422003284,116.23152709359606,229.48275862068965,20.862068965517242,0.993431855500821
04003000019,04,003,000019,650.6042692939245,242.66174055829228,56.09852216748769,18.07224958949097,19.026272577996714,575.768472906404,298.51724137931035,74.13793103448276,14.006568144499179
04003000020,04,003,000020,216.41957282013607,546.2093520550538,23.200936291759366,23.889467658141026,9.426768593299983,275.4177861019439,479.12832335920234,35.959526613375644,7.9133163090503995
04003000021,04,003,000021,527.1145026410173,215.91919498171129,30.996024214341944,15.000308769808838,11.031695887388532,450.45921323572844,267.76405788610896,48.93467506356855,10.975842271206366
04003000022,04,003,000022,106.13244729183661,85.85655102340431,3.576795823035047,5.361426245399748,1.7871617083580242,87.47543247294519,89.38038928448061,18.721546711803505,0.8920544801252094
04003000023,04,003,000023,134,27,2,3,2,97.00000000000001,46,17,6
04003000024,04,003,000024,1068.4362116039426,299.20446637286506,73.17342286915806,16.635346816077508,39.74657478621874,978.6204795818215,348.7703357322292,102.67281493537365,27.75943545539636
04003000025,04,003,000025,254.85498682585694,102.33556249927209,9.839983432749392,7.871956120158568,14.759896901272223,219.43118512651813,115.12750949443058,34.43983011178096,2.9519820726536485
04003000026,04,003,000026,812.5053533190578,471.77730192719486,66.98072805139186,22.326909350463954,57.2733761598858,829.0078515346181,476.63097787294794,77.65881513204853,19.414703783012133
04003000027,04,003,000027,1113.8745762711865,632.8610169491525,117.5593220338983,31.34915254237288,47.02372881355932,1164.8169491525423,612.2881355932203,120.49830508474577,22.53220338983051
04003000028,04,003,000028,536.7159742151144,373.1073872796521,61.852026768284574,24.940333374308295,26.93556004425296,548.6873342347825,363.1312539299288,82.80190680270354,8.978520014750986
04003000029,04,003,000029,402,240,49,14,15,386,267,48,7
04003000030,04,003,000030,295,189,33,9,20,297,186,41,7
04003000031,04,003,000031,720.1468448520075,379.2144723686305,77.25044567110022,23.69237205502725,51.572918534691105,744.7310780107415,379.56973093883636,94.10000444000492,16.66007575812332
04003000032,04,003,000032,1186.0267111853088,486.7278797996661,74.49916527545909,15.893155258764608,33.772954924874796,1172.12020033389,491.69449081803003,75.49248747913188,15.893155258764608
04003000033,04,003,000033,758.4946466809422,392.22269807280514,56.019271948608136,21.673090649536046,34.72662384011421,728.9921484653819,394.3690221270521,95.34118486795147,16.585296216987867
