GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
23001387406,23,001,387406,1191.6718951015348,1575.2284583442818,62.16412017192736,25.098641650133874,5.007771232936975,933.9114632735774,1822.6801141348772,98.4261906274787,60.19574419887056
23001387407,23,001,387407,1924.6367073754573,1202.2848556598728,46.078414690513085,32.38151928574859,9.338742629359377,1655.5410365549483,1377.1151473274444,133.13802288532924,52.56163990714253
23003NA,23,003,NA,14114.30309173847,21144.968575772935,423.59604662949823,235.25544855549924,52.08514951849975,9877.514951849975,24115.67156614293,1078.681196147998,747.340598073999
23005002655,23,005,002655,354,625,13,12,1,255,691,33,24
23005007170,23,005,007170,1639.8719657306044,1500.7669363795019,54.858321434237666,27.429160717118833,1.959225765508488,1334.2327463112804,1699.6283515786133,130.28851340631445,49.96025702046644
23005010180,23,005,010180,4468.1936205931725,1210.858981533296,57.03021824286514,39.673195299384446,10.74482372691662,3731.7599328483493,1786.1203133743704,262.83491885842193,31.40794627867935
23005011125,23,005,011125,1035.9086182348872,1174.5459773485622,53.421287144315556,19.78869346561517,2.968811861515166,817.2650939013779,1302.1785991188824,102.88435762687477,48.48501743735911
23005012300,23,005,012300,248.05196982397317,63.45515507124895,2.884325230511316,5.768650461022632,0,210.55574182732607,98.06705783738474,8.652975691533948,2.884325230511316
23005015430,23,005,015430,4118.100101058454,1804.0542524333812,88.00255305568852,34.00159565980533,7.00021275464071,3260.0801553108877,2545.069464390192,249.00898888357003,35.001063773203555
23005024495,23,005,024495,6213,2678,133,61,18,5100,3667,311,50
23005026525,23,005,026525,4367.575189524466,1676.917160578911,111.86106133700896,59.925568573397655,11.985113714679532,3757.333149552033,2144.336595451413,287.64272915230873,47.94045485871813
23005027025,23,005,027025,38,19,0,0,0,27,29,1,0
23005028240,23,005,028240,6527.284978917782,4285.608086162772,219.98084764958344,132.9886504590124,24.99538924897379,5198.449547262102,5375.495300099208,489.9475083729324,160.98474905429794
23005028870,23,005,028870,2681,2563,113,61,8,2100,2975,259,90
23005031390,23,005,031390,2400.2712915961647,1423.788212069938,45.928652002256065,37.94106034968979,0,1968.941342357586,1743.291878172589,183.71460800902426,25.959672870840382
23005031600,23,005,031600,749,798,14,19,4,550,925,77,34
23005041067,23,005,041067,134,53,4,0,1,104,78,7,1
23005048085,23,005,048085,1095.2194160345084,1435.687086271936,44.72039142144678,21.782145817265995,4.071962372976346,890.5021597873418,1569.1930493025043,84.82712896681078,57.55472554217444
23005048820,23,005,048820,1738,1761,85,35,4,1388,2025,165,52
23005053860,23,005,053860,1881.8998989415456,1019.9457475666188,47.99744694431147,29.99840434019467,3.9997872453592893,1506.9198446891123,1305.930535609808,168.99101111642997,19.99893622679645
23005060685,23,005,060685,692,490,14,16,2,540,588,75,16
23005061945,23,005,061945,1606,1475,60,21,1,1257,1713,137,55
23005066145,23,005,066145,9188.189108223705,5000.995073433603,206.63852118948606,105.31894471962444,30.631767486630736,7345.719616909281,6523.347198377442,520.4369035874503,152.97752797596286
23005066775,23,005,066775,535,721,18,11,0,438,769,53,25
23005073670,23,005,073670,2822.849671583827,3058.3419475916776,108.09000635070248,47.62931048956764,6.95829583520278,2211.7614168442783,3518.7308226399973,233.02992616899948,93.217127221189
23005084301,23,005,084301,1624.5901970692269,618.3092470944922,38.16927741283477,30.898938858009096,3.139464375947448,1368.9717028802427,776.1086407276402,141.77160181910057,29.742294087923195
23005084302,23,005,084302,926.525253156676,352.62993259888947,21.768443193571212,17.62207306146241,1.7904780115924372,780.7426487391233,442.6250116026146,80.85421757612164,16.962423267717828
23005084303,23,005,084303,1155.3971114146677,439.7371837788534,27.145721393082614,21.975107794400213,2.2327649630674014,973.6030378428115,551.9630016593464,100.82696517430685,21.15251017642801
23005084304,23,005,084304,1206.643254168772,459.2411571500758,28.349734714502272,22.94978524507327,2.3317963617988884,1016.7859398686205,576.4446058615463,105.29901465386558,22.090702374936836
23005084305,23,005,084305,2414.528549772612,918.955027791814,56.72865083375442,45.92319353208691,4.665992925720061,2034.6184941889844,1153.4825669530067,210.70641738251643,44.20414350682162
23005084306,23,005,084306,1503.4911571500759,572.2196816574027,35.324090449722085,28.59569226882264,2.90544466902476,1266.9267938352702,718.2565058110157,131.20376452753916,27.525265285497728
23005084307,23,005,084307,1000.824477267969,380.9077699284723,23.514082002532632,19.035209240145463,1.9340586928490044,843.3513826449474,478.11966738483017,87.33801886654977,18.322661300674778
23005086025,23,005,086025,5844,5292,232,131,23,4672,6138,527,186
23005087845,23,005,087845,4841.424810475534,1444.082839421089,80.13893866299104,44.074431426602345,12.014886285320468,3994.666850447967,2144.663404548587,267.35727084769127,36.05954514128187
23005605411,23,005,605411,3038,361,37,53,19,2411,505,517,27
23005605412,23,005,605412,2499.4149267391426,394.15976000160396,43.28389887868081,91.17246785083829,0,2144.855329541438,511.11838037591167,371.13640953422055,43.28389887868081
23005605413,23,005,605413,1765.52260612446,133.39781703068127,8.043685515051447,21.092018425321132,0,1612.1647566926556,186.51586086922453,150.37458005459007,3.043685515051447
23005605421,23,005,605421,4322.262315045811,347.3598938119008,65.12998008973139,65.12998008973139,6.907725161032118,3622.608438021272,516.105751317114,610.8402678112687,31.578172164718254
23005605422,23,005,605422,3562.531843351524,363.53406594971153,55.47513736557091,102.4751373655709,4.0503933569544905,2936.4277161971336,468.7651036695998,719.4562125649757,14.230369631791955
23005605431,23,005,605431,3487.7766692396403,647.1960602194582,57.404767916450766,99.41570492349672,19.04188148201339,2809.453697501018,907.245876530796,512.7882814283618,42.201343575242866
23005605432,23,005,605432,2773.965329594588,720.9909886941955,40.99948756790848,34.999562557970656,2.999962504968913,2246.9719162217157,947.9881515701766,317.9960255267048,34.999562557970656
23005605441,23,005,605441,3753.4249658218528,766.5401198864234,72.05931223051846,80.12493427279419,3,3107.939110316542,1020.7003891050583,504.50857082763696,60.05931223051846
23005605442,23,005,605442,2835.0000000000005,756.0000000000001,29,39,0,2422,978,260,16
23005605451,23,005,605451,2623.742452054657,693.8450159515653,36.04302114289291,60.029473446675105,0.0037541036257442975,2222.4155402242773,914.0320574890569,269.171454148092,24.040390984421915
23005605452,23,005,605452,2992.6241741158183,1172.217644772639,73.03536727555382,44.73416245627672,2.7388262728332684,2455.8142246404973,1534.6556548775748,262.92732219199377,34.69179945588807
23005719901,23,005,719901,2440.8115678989275,561.269839283918,38.07558567166179,41.11229871218323,2.0086383624756334,1907.8829439327972,802.7643855356481,260.47726952677874,23.073426081042882
23005719902,23,005,719902,2223.188432101072,586.7301607160819,34.92441432833821,51.88770128781677,3.9913616375243666,1794.1170560672028,815.2356144643519,220.52273047322126,33.92657391895712
23005719903,23,005,719903,2390.444697165376,930.4884511983439,55.42662199943078,28.235901127884166,4.618161101551481,1995.7693713119634,1193.7531758415425,223.79293855903236,33.36448806446621
23005719904,23,005,719904,2267.52345323741,882.7614388489209,52.58589928057554,26.77985611510791,4.382158273381295,1893.0923741007193,1132.5444604316547,212.29122302158274,31.648920863309353
23005719905,23,005,719905,2882.0318495972137,829.7501099527352,43.98747871999368,43.98424275700792,1.9996806250672245,2529.138254587317,1011.7023637268028,254.9158384193849,39.98659107222444
23005821051,23,005,821051,1711.3140267608549,837.7338387258319,42.59663586741518,29.096062750966652,3.7242960321237315,1390.3262624921906,1022.3192608179644,167.82608994757567,40.03618234533012
23005821052,23,005,821052,1214.5320329446167,594.545808836735,30.231142822206863,20.649687720086654,2.6431600281710916,986.7246780166207,725.5474277329647,119.10739876945982,28.413970302839235
23005821053,23,005,821053,1877.2677732711672,919.0145138274382,46.728776078732345,31.916830229727882,4.088512279184966,1525.1219419686643,1121.5356693803708,184.0833042397216,43.91719237340872
23005821054,23,005,821054,1097.8715146732175,537.4373750420172,27.327324154678838,18.66620502368773,2.3892742430320295,891.9459408518945,655.8557797122921,107.66667057663082,25.684698112594315
23005821055,23,005,821055,1735.397717667299,821.6067279868058,43.057397441028115,28.91936535559619,3.416825287086464,1412.2299483220377,1012.5706983203918,167.27422622688917,37.23145481324906
23007NA,23,007,NA,8066.572631576816,8641.35011327081,353.82475889596356,182.76423194772585,30.693574624297483,6284.788648740849,9690.451637832106,968.5485370582771,323.6087135469552
23009NA,23,009,NA,19645.336896053108,15135.50087554343,555.882636222686,385.16069694444246,40.975238444607484,15616.92037066057,17540.166936749556,1849.3428634009788,743.655259077753
23011000590,23,011,000590,380.37538226299694,785.1964831804281,20.53440366972477,9.7782874617737,1.95565749235474,282.59250764525996,839.9548929663608,48.8914373088685,21.51223241590214
23011004020,23,011,004020,1018.0737551478846,1181.6020217147136,35.35941594908274,19.13478098090603,1,800.5353800074879,1322.1969299887683,98.23549232497193,33.24709846499439
23011004475,23,011,004475,614,986,24,15,2,473,1056,78,35
23011012350,23,011,012350,611,918.9999999999999,23,15,3,464,1005,75,29
23011012735,23,011,012735,1119,1398,55,29,3,869,1583,115,43
23011013470,23,011,013470,646.9337721102427,1099.1883998354588,33.94405594405595,13.97696421225833,0.9983545865898807,507.1641299876594,1162.084738790621,93.84533113944879,37.937474290415466
23011021001,23,011,021001,1260.9004989146215,454.0831583955729,22.853200531943493,9.936174144323259,0,1069.1323379291825,946.9173959540065,101.34897627209723,52.66172296491327
23011021002,23,011,021002,1212.476094763496,694.6725683648792,42.13634369236161,12.076114659586676,1.0064044128541334,943.8859423140933,990.8979782361234,95.2741532319212,26.142232772749285
23011021003,23,011,021003,1351.555613058103,700.0007211722246,34.10069275046207,12.04377945672264,2,1133.710669543356,1399.1721822256677,164.44655045857093,80.23203112063
23011021004,23,011,021004,1479.0677932637795,2316.243552067323,120.90976302523282,70.94393173936743,7.993595587145866,1155.271050213368,1480.0124435842024,111.93032003741062,50.96401314170745
23011024670,23,011,024670,913,770,43,19,6,721,919,80,38
23011024950,23,011,024950,392,422,15,4,2,322,459,43,13
23011027085,23,011,027085,1712,1474,73,38,4,1405,1684,161,53
23011030550,23,011,030550,1291,446,29,27,3,1053,576,151,17
23011040175,23,011,040175,859,1263,45,19,4,630,1399,103,46
23011043080,23,011,043080,841,812,34,13,1,631,986,55,32
23011046405,23,011,046405,1091,1400,67,34,3,869,1567,114,41
23011047770,23,011,047770,568.9262448521154,548.3979782852864,15.640584050917258,5.865219019093972,0,458.46461999251216,617.8030700112317,53.76450767502808,10.752901535005616
23011054560,23,011,054560,1699,1857,55,38,3,1276,2115,194,65
23011059110,23,011,059110,698,1036,26,25,3,545,1159,61,29
23011061700,23,011,061700,472,534,16,13,0,383,601,37,22
23011062190,23,011,062190,953,820,41,16,3,770,947,90,31
23011063835,23,011,063835,344,351,11,10,2,261,410,29,15
23011068385,23,011,068385,1115.3333333333333,1576.5614035087717,56.83820662768031,15.840155945419102,4.658869395711501,846.0506822612085,1766.6432748538011,106.22222222222221,50.315789473684205
23011078190,23,011,078190,9.69084562676036,19.615116984113207,0.5215403862192853,0.24474832596796978,0.04598792105537923,7.243362367080661,20.960368243018003,1.263231551682712,0.5502932936823924
23011078745,23,011,078745,1168.6666666666667,1512.438596491228,60.161793372319686,23.159844054580898,7.341130604288499,904.9493177387915,1707.3567251461989,102.77777777777779,54.68421052631579
23011079025,23,011,079025,188,209,5,6,0,145,217,35,8
23011080880,23,011,080880,511,344,13,7,0,408,411,47,13
23011082945,23,011,082945,1011,1320,43,17,4,765,1498,86,43
23011086165,23,011,086165,502.9055289508054,930.0422289943405,43.37135393992163,14.518067043970396,2,380.4867218110579,1006.0592076621681,73.16369177187636,36.09708315193731
23011086515,23,011,086515,2186.244514106583,2343.7492163009406,85.19122257053291,46.557993730407524,3.9623824451410656,1672.1253918495297,2700.3636363636365,205.05329153605015,89.15360501567397
23011086970,23,011,086970,1984,1653,70,56,1,1581,1963,169,67
23011807401,23,011,807401,685.7200683805145,362.20617239525876,22.243622418813064,11.541237751477682,1.4828196487471967,574.9728709275358,423.34920952853537,62.745651262960706,20.935035162535637
23011807402,23,011,807402,676.6700851009231,353.7508903508192,21.905938728959352,11.358746231067002,1.4656149447647608,567.8822384577566,413.5872460635821,61.90207867555449,20.589478718508346
23011807403,23,011,807403,332.09104354299717,172.3626488564383,10.735842921555596,5.564308831294058,0.72008702522629,278.87006613309046,201.55890460652242,30.374579973181685,10.081218353168058
23011807404,23,011,807404,869.2337343834515,451.1516701422487,28.100597760474283,14.564334205123867,1.8847961912513238,729.9301613391491,527.5715884420752,79.50413024914675,26.387146677518533
23011807405,23,011,807405,483.93331958266657,251.17217237554922,15.644601697527563,8.108482587133187,1.0493330406878243,406.3780684845574,293.717857479801,44.262775534468226,14.69066256962954
23011807406,23,011,807406,1066.2274683039723,555.071285416735,34.48912716976675,17.878793709367436,2.31086767168884,895.1267145736623,649.0380226588056,97.5291392794846,32.398821280043045
23011807407,23,011,807407,979.8797665988917,509.5359441620104,31.689046732370475,16.42610295412924,2.124099032492698,822.7144882347185,595.8135348570421,89.62835348915338,29.76403222292285
23013NA,23,013,NA,14966.696356786017,9803.297431447278,350.83429842035014,246.00138731514633,33.29313300666881,12088.611552198667,11493.925237634665,1448.137061960671,393.86641718062606
23015NA,23,015,NA,12663.936209349526,10187.902068651947,419.27054011880796,197.06392485863256,34.889641278028364,10100.172054799032,11995.373520101966,1105.673564798573,346.3115775632039
23017NA,23,017,NA,15000.245137776088,17866.977515954535,657.0541655876636,353.0098456233233,41.310378751254255,11908.626138480091,19764.873557370498,1530.585318961822,640.1128864836304
23019NA,23,019,NA,38092.02553016966,44889.10562917406,1870.9163208616678,753.5537387236527,125.86184694793135,29283.036284899143,51178.01747979347,3488.4071430746167,1613.2035715373083
23021NA,23,021,NA,3555.970887918486,6159.544395924308,174.0334788937409,60.05021834061135,12,2683.7365356623,6620.728529839884,396.08369723435226,211.05021834061134
23023001570,23,023,001570,251.13838486447776,99.68473370385938,3.8413276664642786,0.9768829884950103,3.7839506172839505,199.64899856771441,126.42837793657465,30.45697694331574,2.8776855354724207
23023006260,23,023,006260,763,1082,31,12,0,557,1219,73,23
23023006365,23,023,006365,1135.609014514897,858.3660809778457,53.02291825821237,31.0096256684492,5.00122230710466,939.4785332314744,970.4640183346065,136.05301757066462,33.0131398013751
23023027295,23,023,027295,506.7027248454844,279.22699391278627,12.273426431896377,6.546446141391497,0.21604938271604937,418.4569282923108,334.53379104198774,40.6829978360033,8.509451917238803
23023033551,23,023,033551,409.25751298172935,182.73383459912958,12.308496631029453,8.757968756694034,0.5917546457225699,335.87993691213063,219.65932449221793,47.813775374383646,9.468074331561118
23023033552,23,023,033552,366.09277026905494,163.4607395301969,11.01030888027233,7.834258241732234,0.5293417730900158,300.454390405893,196.4916661710139,42.77081526567328,8.469468369440253
23023033553,23,023,033553,1166.6160671112013,520.8950860670026,35.0861975071038,24.965178995439242,1.6868364186107594,957.448351203467,626.1536785883139,136.29638262374937,26.98938269777215
23023033554,23,023,033554,422.42118211729405,188.61142428834646,12.70439645465546,9.039666708120231,0.6107882910892048,346.6834340222327,226.72461365231283,49.351693920007754,9.772612657427278
23023033555,23,023,033555,400.0952403552996,178.64287192266704,12.032939559557883,8.56189930199311,0.578506709594129,328.3604083656276,214.7416906013407,46.74334213520562,9.256107353506064
23023033556,23,023,033556,198.13248146647817,88.46632486531009,5.958871623051975,4.239966347171597,0.2864842126467296,162.6084390982837,106.34293973446601,23.14792438185575,4.583747402347673
23023033557,23,023,033557,338.037368408022,150.9339782596836,10.166537395729986,7.233882377730951,0.48877583633317234,277.42916470270865,181.43359044687358,39.493087575720324,7.8204133813307575
23023058070,23,023,058070,0,0,0,0,0,0,0,0,0
23023058515,23,023,058515,802,747,19,11,0,653,849,65,16
23023062645,23,023,062645,944,1059,57,29,2,752,1208,109,33
23023076960,23,023,076960,3880.22679822249,2336.7709185594854,146.12405986722473,61.373131301176045,7.823953883730189,3048.562100409946,2960.912771280087,338.17002334864804,83.80607064848986
23023081930,23,023,081930,745,631,19,3,4,588,758,50,13
23023087460,23,023,087460,1203.3473772909206,1135.2557404676638,32.732251948599114,25.3671792711186,3.227512112913419,937.1358752896566,1290.452496313461,127.38297872340426,47.640193806614704
23025NA,23,025,NA,10312.418371307189,16689.29017383896,470.18463505749236,232.2284225588596,32.02683578244491,7447.244694673436,17911.831191800346,1783.9372050624459,528.2227097394031
23027004125,23,027,004125,262,320,14,6,0,184,368,34,11
23027007870,23,027,007870,249,318,17,11,2,193,357,39,8
23027009270,23,027,009270,237,390,11,7,3,192,405,34,13
23027026280,23,027,026280,225.51450659828993,446.54394779205506,14.151404968237596,4.0608797077280485,0.9967177242888402,160.88580572398038,481.74977298797944,35.18115559240016,19.505037642545233
23027026420,23,027,026420,203,237,16,15,1,170,248,44,5
23027035240,23,027,035240,312,120,5,11,0,275,143,24,3
23027035450,23,027,035450,135,191,8,4,1,112,200,23,6
23027037585,23,027,037585,149,316,11,2,2,112,323,35,12
23027039055,23,027,039055,268,309,7,11,0,208,319,50,9
23027039501,23,027,039501,655.5458480481342,173.709309892881,7.237887912203375,13.441791836949125,1.033983987457625,538.7056574654226,244.5372130337283,65.14099120983037,6.20390392474575
23027039502,23,027,039502,589.3968697700133,157.38914203746836,6.605771003420114,12.165894852361063,0.9301861271663054,484.2753409431923,220.90745906481988,58.89037857975939,5.628350819625821
23027039503,23,027,039503,770.8721374485245,351.63905464177685,20.492687649699086,25.62130507590159,1.2815137078708927,624.7808560486022,415.0983278312159,115.94175488493046,13.450128094526773
23027039504,23,027,039504,422.33234854090904,192.73521142889365,11.234110684379958,14.042638355474947,0.7021319177737474,342.28930991470185,227.49074135869415,63.54293855852414,7.372385136624348
23027039505,23,027,039505,410.2942376338603,378.9597144314126,10.114227434982151,7.14278429372769,0.0071392146863844975,322.48036715961246,426.31310555838854,49.6460989291178,14.074961754207038
23027039755,23,027,039755,1070,552,17,21,6,875,668,114,10
23027046475,23,027,046475,311,267,14,14,0,235,291,68,14
23027046790,23,027,046790,350,267,20,17,1,284,303,62,10
23027047245,23,027,047245,245,356,9,4,0,195,366,39,10
23027052845,23,027,052845,705.5585585585585,416.56756756756755,11.315315315315315,20.585585585585587,0.04504504504504504,569.4684684684685,482.65315315315314,84.83783783783784,17.27027027027027
23027056450,23,027,056450,385,538,12,9,0,293,593,48,17
23027061210,23,027,061210,167.60528634361233,236.7911894273128,7.795594713656388,2.9233480176211453,0,134.47400881057268,249.4590308370044,11.693392070484581,22.412334801762114
23027066565,23,027,066565,435,482,14,11,1,333,526,66,15
23027066635,23,027,066635,852.1515418502203,723.2140969162996,27.00704845814978,16.002643171806167,1,673.1215859030837,818.2255506607929,93.01057268722468,30.02026431718062
23027074475,23,027,074475,535,509,15.000000000000002,11,2,437,559,46,21
23027075525,23,027,075525,343,455,19,13,1,257,510,56,9
23027076610,23,027,076610,230,212,4,3,0,170,235,35,7
23027077625,23,027,077625,236,341,10,10,0,174,379,29,10
23027078255,23,027,078255,449,456,23,26,3,362,511,60,16
23027079480,23,027,079480,229,262,4,10,0,174,286,31,17
23027086760,23,027,086760,1057.4000432997502,1264.376560917336,37.53358436879016,18.203941823692695,2.056285809280064,802.9673628132466,1432.8765995778274,105.02654042727575,35.51819362720462
23029NA,23,029,NA,6736.36600341001,10063.955221877537,227.7947182108561,141.6944400846058,21.981524249422634,5237.874581144071,11062.803638050698,535.6510901773427,332.53392526982367
23031000275,23,031,000275,658,932,35,16,4,522,1039,50,32
23031000730,23,031,000730,994,950,42,18,5,772,1119,87,27
23031001605,23,031,001605,1410.5603038936372,1341.025641025641,39.7340930674264,31.78727445394112,2.9800569800569803,1120.5014245014245,1525.789173789174,126.15574548907883,53.64102564102564
23031004720,23,031,004720,2020,2234,96,39,10,1669,2454,155,103
23031004860,23,031,004860,7106.3599737713075,3719.2740157896305,183.17113238476688,135.15976926431804,25.016929935178005,5729.690171107971,4526.641026283106,709.499851825057,188.19016470404722
23031009410,23,031,009410,2463.149569452191,2718.578770524139,116.16800206771775,54.32884874372543,7.043109194542313,1974.233352831549,3038.6939641686276,255.1958482403994,101.48481179687394
23031014485,23,031,014485,434,479,19,16,2,345,534,48,21
23031016725,23,031,016725,588,758,34,8,1,435,877,58,17
23031022955,23,031,022955,2869,1792,64,33,6,2421,2087,159,86
23031033665,23,031,033665,1260.850430547809,1512.4212294758606,65.83199793228223,22.67115125627457,2.9568908054576863,983.766647168451,1727.3060358313721,130.8041517596006,37.51518820312606
23031036535,23,031,036535,5408.82809588871,2679.9870823500187,115.65420444665259,63.80921624642902,7.976152030803627,4376.91342690349,3491.5605514842878,332.00732828220094,92.72276735809216
23031036745,23,031,036745,1787.7617021996368,927.8400725904827,18.088733274265653,20.015865925716717,4.97072811485748,1480.8522197451189,1201.3697200472452,75.10603093463807,21.15227175761509
23031037270,23,031,037270,4461.716509376149,1811.6667483760264,114.91543081259958,65.95146464027454,5.995587694570413,3823.1864199044003,2268.3306777791395,236.82571393553133,111.91763696531437
23031038425,23,031,038425,1245,2183,77,40,4,1007,2310,116,101
23031039195,23,031,039195,822,950,41,34,6,672,1026,113,41
23031039405,23,031,039405,892.1503284161731,1386.6580524083222,53.909993649297526,28.370689510432367,6.04170416479722,704.2385831557217,1504.269177360003,114.97007383100053,46.782872778811
23031041750,23,031,041750,1329,1541,59,31,4,1019,1765,124,55
23031048750,23,031,048750,363.9923203510697,572.8403730115194,12.928688974218321,11.934174437739989,0.9945145364783324,280.45309928688977,606.6538672517828,51.714755896873285,23.868348875479978
23031050325,23,031,050325,1481,1561,63,22,5,1183,1784,107,50
23031054980,23,031,054980,731.9681831697889,309.0312221231044,7.923877490336009,7.923877490336009,0,603.2051739518287,422.93696104668453,16.83823966696402,7.923877490336009
23031055085,23,031,055085,3661.9268922407937,2319.4809077320288,74.25465416496807,53.73692077727952,9.77034923223264,3048.348960456584,2707.3637722516646,251.09797526837886,107.47384155455904
23031056870,23,031,056870,474.3654703196138,566.6813444225826,18.05721454001834,13.008982719431458,1.9877211989888046,347.4052164671228,625.5756384678756,74.04885560994306,22.0918535553321
23031067475,23,031,067475,714.0076796489303,1039.1596269884806,28.07131102578168,21.065825562260013,1.0054854635216677,525.5469007131103,1165.3461327482173,72.28524410312671,33.131651124520026
23031070030,23,031,070030,2777,1738,90,52,12,2358,2041,165,99
23031080530,23,031,080530,1881,2477,90,51,7,1486,2714,199,111
23031081475,23,031,081475,4485.326872665495,3319.4648690473623,108.2876982095582,55.6513969571993,13.903928632698577,3583.971085389442,4057.879159219437,243.3945762283357,88.4249430199888
23031087985,23,031,087985,6145.505187835421,3340.16457960644,129.2325581395349,54.67531305903399,5.964579606440071,5221.989445438283,4090.707513416816,255.48282647584972,127.2443649373882
23031646751,23,031,646751,935.1177357520935,535.1670372947109,22.911987177879148,19.113108474811103,1.7807243920631461,760.7254602893761,658.986740022835,68.85467649310833,24.57399661047142
23031646752,23,031,646752,1179.3222901996999,674.9250836892531,28.8954172919312,24.104467274616184,2.2457578206164146,959.3877409673323,831.0801108161145,86.8359690638347,30.991457924506523
23031646753,23,031,646753,2242.916697327428,1283.6192042087148,54.95530310831454,45.843543007454095,4.2711375472783315,1824.6299601973035,1580.6056349961348,165.1506518280955,58.941698152440985
23031646754,23,031,646754,1007.9261651006351,576.8352357843929,24.695918479677868,20.601258420871176,1.9193719025656375,819.9556767760404,710.2955620761236,74.21571356587133,26.487332255405796
23031646755,23,031,646755,704.2948234075509,403.0672926140967,17.256430229485506,14.395260450503452,1.3411733338978373,572.949248241156,496.323545097793,51.85870224404971,18.508192007790154
23031646756,23,031,646756,1170.2219860505893,669.7169878273527,28.672444243717628,23.91846385097688,2.228428309097225,951.9845736463344,824.6670362532464,86.16589461842602,30.752310665541703
23031646757,23,031,646757,612.6500308933895,350.61906046304426,15.010975747419598,12.522109302251582,1.1666561461725076,498.39550564489525,431.7405511602393,45.110704318670294,16.099854817180606
23031657251,23,031,657251,1686,1592,66,39,0,1334,1816,144,76
23031657252,23,031,657252,2193,1868,95,45,6,1814,2060,250,105
23031657253,23,031,657253,1571,1734,61,34,18,1130,2021,130,80
NA,NA,NA,NA,2268.8751294088,967.2202663386577,42.19234205936135,31.71675126982924,4.952310129196458,1866.716617152996,1257.1537454528543,167.54742450566494,34.47661009024337
