GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI
23005031390,23,005,031390,1893.0718728579045,1316.4762678933048,127.76822695062135,50.8525323075409,9.969788519637463
23005031600,23,005,031600,573,762,81,38,6
23005041067,23,005,041067,110,52,7,2,2
23005048085,23,005,048085,866.9051554565094,1321.8716095146515,123.34568316566873,40.92985228220069,0.23424930897912308
23005048820,23,005,048820,1362,1660,168,62,19
23005053860,23,005,053860,1505.9198978777724,923.9508536779958,118.99367054943886,34.99813839689378,3.9997872453592893
23005060685,23,005,060685,561,422,60,16,1
23005061945,23,005,061945,1274,1384,94,75,4
23005066145,23,005,066145,6666.125297326711,4714.56583591819,513.1643661733088,184.69811346235943,39.182108779430855
23005066775,23,005,066775,425,601,64,20,6
23005073670,23,005,073670,2141.7056166821317,2853.656722225527,279.43221963602525,80.30194460379701,14.859987245540427
23005084301,23,005,084301,1331.7938352703386,603.7685699848408,96.166750884285,39.32592218292067,4.29610914603335
23005084302,23,005,084302,759.539619654476,344.3371923346719,54.84516856562097,22.428092987315793,2.4501278053370195
23005084303,23,005,084303,947.1624001222765,429.39595658148863,68.39311623711724,27.968319011054813,3.0553625810396015
23005084304,23,005,084304,989.1725618999495,448.4412582112178,71.4266043456291,29.208817584638705,3.190879231935321
23005084305,23,005,084305,1979.3633148054573,897.344113188479,142.92673067205658,58.447700859019704,6.385042950985346
23005084306,23,005,084306,1232.5202122283981,558.7628852956038,88.99835775644264,36.39451743304699,3.9758716523496713
23005084307,23,005,084307,820.448056019104,371.950024403698,59.24327153884845,24.226629942003317,2.64660663231969
23005086025,23,005,086025,4345,4869,520,170,28
23005087845,23,005,087845,3741.3058580289457,1508.0431426602343,237.33121984838044,72.10792556857339,5.012405237767057
23005605411,23,005,605411,2909,382,96,110,5
23005605412,23,005,605412,2086.1301155063607,427.3128060773468,118.29045490123978,129.29421814786673,4.584901352761232
23005605413,23,005,605413,707.1054865878803,107.43127769228668,15.119388030697388,15.130493894018075,1.0046274430502864
23005605421,23,005,605421,3662.08115322717,376.96443021632416,108.549966816219,123.35223501843068,5.9209072808846726
23005605422,23,005,605422,2728.7156782368734,373.7500374795165,94.79189560928485,176.89988137418732,5.043194305960991
23005605431,23,005,605431,3303.9825446375335,717.0756384019685,130.27551721844057,98.00962911121667,6.288806575756807
23005605432,23,005,605432,2608.6644592964994,723.2984453796757,150.4077561915352,73.76686131686759,5.748067115600072
23005605441,23,005,605441,3559.8586387434557,929.5855497382199,163.1620942408377,83.1771727748691,8.00628272251309
23005605442,23,005,605442,2058,795,90,41,5
23005605451,23,005,605451,2029.4899322324054,612.1155734004075,100.0901670991077,77.05742580088912,5.003603331327547
23005605452,23,005,605452,2685.875631558492,1206.909444228527,145.15779246016322,59.341235911387486,7.303536727555382
23005719901,23,005,719901,2444.781333630263,675.3324674118664,89.27210841798245,53.12525625589668,5.010797953094541
23005719902,23,005,719902,2209.218666369737,615.6675325881336,125.72789158201755,57.87474374410332,4.989202046905459
23005719903,23,005,719903,1958.9109302699478,966.3807398516865,117.00919919111448,60.05390632083592,4.618595540592131
23005719904,23,005,719904,1858.5220143884892,916.8448920863309,111.01467625899281,56.96805755395683,4.382158273381295
23005719905,23,005,719905,1532.567055341563,783.7743680619826,86.97612454989272,66.97803612520724,2.999246186026574
23005821051,23,005,821051,1014.1188902855985,713.0927220530496,113.00498284788407,33.00488145397331,2.0003077810299437
23005821052,23,005,821052,1196.0007257150405,632.6265641376866,104.13865458706303,45.039943451412775,3.998171682363318
23005821053,23,005,821053,1034.02182659597,704.6247496651973,86.09116105672479,37.036528865426476,2.0036016834159933
23005821054,23,005,821054,994.4693696086237,588.5024353752136,119.69541058478922,38.90100844005649,0
23005821055,23,005,821055,1493.5318450983807,1054.4734267640715,88.86733603376568,53.63585834397739,3.692624002303431
23007NA,23,007,NA,6988.995278756965,7818.019020181365,1095.888929810424,373.7166835979549,75.72955091787288
23009NA,23,009,NA,16246.094827586207,13721.553925165077,1562.729090242113,646.5481168989974,104
23011000590,23,011,000590,324.6391437308869,701.1032110091743,63.55886850152905,26.40137614678899,2.93348623853211
23011004020,23,011,004020,843.3781355297641,1074.6926244852116,91.41520029951329,18.606514414077125,4.022463496817672
23011004475,23,011,004475,549,844,102,20,2
23011012350,23,011,012350,524,862,63,26,1
23011012735,23,011,012735,927,1350,136,43,7
23011013470,23,011,013470,524.1361579596874,1012.3315508021391,86.85684903331962,28.95228301110654,0
23011021001,23,011,021001,1122.9797000267986,744.8857530307055,111.71916662703737,39.31756414274907,9.016169668226079
23011021002,23,011,021002,1134.7398701199343,852.5661855314997,114.88761239586766,45.54016847844503,5.942530938288583
23011021003,23,011,021003,1047.9398593253325,1093.271107563997,126.4913300941863,60.17262949255194,0.039837575204293964
23011021004,23,011,021004,1128.3405705279347,1121.2769538737978,151.90189088290867,49.969637886253956,0.001461818281044635
23011024670,23,011,024670,782.8961892247044,763.9855453350855,97.18659658344284,32.123521681997374,8.015768725361367
23011024950,23,011,024950,347,374,40,10,4
23011027085,23,011,027085,1458,1364,157,81,6
23011030550,23,011,030550,1099.1038107752956,374.0144546649146,70.81340341655716,46.876478318002626,5.984231274638633
23011040175,23,011,040175,707,1158,110,44,12
23011043080,23,011,043080,752,771,85,19,0
23011046405,23,011,046405,872,1273,167,36,9
23011047770,23,011,047770,451.62186447023583,465.3073755147885,61.58479970048671,26.393485585922875,0.9775365031823287
23011054560,23,011,054560,1454,1718,233,65,11
23011059110,23,011,059110,582,938,102,29,0
23011061700,23,011,061700,430,476,59,18,4
23011062190,23,011,062190,800,711,85,29,5
23011063835,23,011,063835,284,269,28,16,0
23011068385,23,011,068385,882.3898635477582,1317.5282651072123,150.01559454191033,43.7933723196881,19.567251461988302
23011078190,23,011,078190,8.224698309425778,17.56523818868665,1.5842824651513265,0.6463408421044686,0.06651376146788991
23011078745,23,011,078745,976.6101364522417,1434.4717348927875,137.98440545808967,37.20662768031189,4.432748538011696
23011079025,23,011,079025,158,195,25,8,0
23011080880,23,011,080880,428,322,42,15,0
23011082945,23,011,082945,799,1188,122,41,8
23011086165,23,011,086165,425.852416195037,841.6956900304745,93.71223334784501,32.21898127993034,6.274270787984327
23011086515,23,011,086515,1823.6865203761756,2084.2131661442004,253.5924764890282,68.35109717868339,4.952978056426332
23011086970,23,011,086970,1697,1605,209,87,12
23011807401,23,011,807401,568.5849878178095,333.7368028520896,56.35245740281392,20.693676857096058,3.7476935322007034
23011807402,23,011,807402,561.0472441431665,326.178907391058,55.38022613101267,20.413226625564533,3.7198552577095074
23011807403,23,011,807403,275.33509346379776,159.00830766133257,27.101457131244004,10.015755896329305,1.8329487914851015
23011807404,23,011,807404,720.677525491188,416.19726804995145,70.93687483436801,26.21580156922296,4.797663032276097
23011807405,23,011,807405,401.22679719390806,231.71181416642955,39.493079894978116,14.595268656839737,2.6710295581144616
23011807406,23,011,807406,884.0194435738268,511.95736456252445,87.11741990191253,32.16041360416054,5.8750952205695635
23011807407,23,011,807407,812.4223879401277,469.99636917241367,80.02600821464254,29.55475961210348,5.402736551218233
23013NA,23,013,NA,12318.787874955075,8988.997463592123,933.9517060462628,527.4988814867654,71.63022280874841
23015NA,23,015,NA,10211.324363139196,9657.10115611856,1032.5592601140606,414.90468431092205,70.33027707804598
23017NA,23,017,NA,12361.32019717531,16351.819010137582,2065.628354257362,667.2476339259565,114.3894603238915
23019NA,23,019,NA,33107.713780918726,41690.049469964666,4399.600706713781,1422.5971731448763,288.904593639576
23021NA,23,021,NA,3121.970887918486,5419.61135371179,465.0669577874818,180.01673944687045,35
23023001570,23,023,001570,213.68875033082682,93.95143072875312,8.641883844752696,9.601112356576838,0
23023006260,23,023,006260,594,1009,82,21,12
23023006365,23,023,006365,883.4789915966387,805.3564553093966,110.05439266615737,41.01405653170359,5.0010695187165775
23023027295,23,023,027295,387.73243504117823,266.84554278953186,27.38333683620569,30.219820808618625,0
23023033551,23,023,033551,324.28154585596826,186.284362473465,29.942785073562035,13.72870778076362,0.5917546457225699
23023033552,23,023,033552,290.0792916533287,166.63679016873698,26.784693718354802,12.280729135688368,0.5293417730900158
23023033553,23,023,033553,924.3863573986962,531.0161045786671,85.35392278170443,39.13460491176962,1.6868364186107594
23023033554,23,023,033554,334.71198351688423,192.2761540348817,30.905887529113766,14.170288353269552,0.6107882910892048
23023033555,23,023,033555,317.0216768575827,182.1139121802318,29.272439505462927,13.421355662583794,0.578506709594129
23023033556,23,023,033556,156.9933485304078,90.18523014119047,14.496101159924516,6.646433733404126,0.2864842126467296
23023033557,23,023,033557,267.84915831057845,153.86663327768267,24.73205731845852,11.339599402929599,0.48877583633317234
23023058070,23,023,058070,0,0,0,0,0
23023058515,23,023,058515,622,693,67,27,0
23023062645,23,023,062645,739,963,116,54,0
23023076960,23,023,076960,3051.9012013256006,2275.0471836365787,346.7678089929954,89.66334692647867,6.793582887700535
23023081930,23,023,081930,577,563,51,20,1
23023087460,23,023,087460,958.6766378765536,1074.6208131451442,123.512112913419,31.278281019591322,4.227512112913419
23025NA,23,025,NA,9172.232440873102,15031.727632702668,1368.6992974515629,518.191091429341,92.99085948886952
23027004125,23,027,004125,227,282,35,12,3
23027007870,23,027,007870,209,299,32,21,7
23027009270,23,027,009270,215,405,35,13,1
23027026280,23,027,026280,225.16913214895072,386.2721618677643,34.307785885732464,14.077396157664909,2.042774655626139
23027026420,23,027,026420,173,209,32,12,1
23027035240,23,027,035240,282,116,14,9,0
23027035450,23,027,035450,105,189,20,6,2
23027037585,23,027,037585,132,282,23,9,1
23027039055,23,027,039055,235,268,31,13,2
23027039501,23,027,039501,525.2638656284735,171.12434992423695,27.917567661355875,22.23065573033894,1.5509759811864374
23027039502,23,027,039502,472.3823539735708,154.95346392075396,25.288216974459537,19.978008820018683,1.3900309622352374
23027039503,23,027,039503,632.4455936459977,334.99283006172965,55.72470488595263,24.99207989820134,1.2821543565506257
23027039504,23,027,039504,346.5021014213443,183.60749649783494,30.54273842315801,13.691572396588073,0.7021319177737474
23027039505,23,027,039505,371.52320244773074,391.86690464048957,37.310555838857724,19.1392146863845,2.0071392146863847
23027039755,23,027,039755,891,511,79,44,3
23027046475,23,027,046475,249,247,32,17,1
23027046790,23,027,046790,290,280,28,30,2
23027047245,23,027,047245,194,297,29,6,4
23027052845,23,027,052845,555.8828828828829,416.45495495495493,49.21621621621621,16.96846846846847,4.0675675675675675
23027056450,23,027,056450,311,468,60,18,6
23027061210,23,027,061210,153.96299559471365,218.27665198237887,16.565638766519825,4.872246696035242,1.948898678414097
23027066565,23,027,066565,373,391,45,23,4
23027066635,23,027,066635,695.1392070484582,711.1973568281938,79.01497797356828,36.00440528634361,3.001762114537445
23027074475,23,027,074475,449,472,43,28,1
23027075525,23,027,075525,288,405,49,24,4
23027076610,23,027,076610,191,191,24,19,6
23027077625,23,027,077625,218,289,33,16,3
23027078255,23,027,078255,452,475,70,45,2
23027079480,23,027,079480,194,245,18,21,0
23027086760,23,027,086760,883.0148842891496,1126.2043593569988,137.51089066039853,35.44877871507991,8.101970911846347
23029NA,23,029,NA,6110.244907375008,9086.285964598514,789.9138264865747,369.43693024678396,35.96304849884527
23031000275,23,031,000275,547,822,68,23,3
23031000730,23,031,000730,819,887,93,24,0
23031001605,23,031,001605,1065.8670465337132,1192.0227920227921,141.0560303893637,43.70750237416904,4.9667616334283
23031004720,23,031,004720,1552,2090,208,59,11
23031004860,23,031,004860,5558.127073343538,3742.046685720604,473.5213294966314,241.2585494279722,19.010583941830333
23031009410,23,031,009410,1928.0896464474704,2564.945844839548,240.8413434724055,84.11924745956388,14.034307790670784
23031014485,23,031,014485,335,398,64,18,0
23031016725,23,031,016725,471,669,72,23,0
23031022955,23,031,022955,2276,1707,201,59,5
23031033665,23,031,033665,1006.9103535525295,1310.0541551604522,152.1586565275945,57.88075254043612,3.965692209329216
23031036535,23,031,036535,4247.300956402932,2645.091417215253,345.9655943361073,125.62439448515713,0
23031036745,23,031,036745,1361.667755434883,911.0004092896055,98.96951448994258,29.997208195317718,8.944651537417728
23031037270,23,031,037270,3501.423213629121,1747.7138129672755,265.80438779262164,82.93896310822404,20.984556930996447
23031038425,23,031,038425,947,1949,166,58,60
23031039195,23,031,039195,647,845,88,36,7
23031039405,23,031,039405,723.2943833178682,1222.3432777744727,106.56778036397473,36.69805539620299,5.140012754459573
23031041750,23,031,041750,1047,1303,133,63,7
23031048750,23,031,048750,285.4256719692814,499.24629731212286,42.76412506856829,12.928688974218321,0.9945145364783324
23031050325,23,031,050325,1175,1422,154,67,11
23031054980,23,031,054980,563.5857865001486,284.26910496580433,23.77163247100803,9.904846862920012,0
23031055085,23,031,055085,2934.0358744394616,2101.6021198532408,218.85582280201115,85.00203832042396,2.9311047696697923
23031056870,23,031,056870,370.4120017988344,554.1729171581776,59.11134830885895,21.96359421777044,0.06906272022551092
23031067475,23,031,067475,540.5743280307187,878.7537026878771,90.23587493143171,35.07131102578168,1.0054854635216677
23031070030,23,031,070030,2246,1619,224,71,12
23031080530,23,031,080530,1385,2193,232,83,5
23031081475,23,031,081475,3282.8719321354406,2793.983486700736,333.8013344639808,86.44758810763311,19.862755189569395
23031087985,23,031,087985,4941.654203935599,3246.7194991055458,373.78032200357785,109.35062611806798,18.88783542039356
23031646751,23,031,646751,813.6478744747942,649.1768415845266,55.14616985144265,29.99177658587232,0
23031646752,23,031,646752,773,677,103,27,0
23031646753,23,031,646753,747.9360651974995,587.2531429861555,61.3768951800733,19.80377052955237,2.0918657213185883
23031646754,23,031,646754,1045.0640379201043,627.370105016306,63.76785809208841,21.93709925407319,1.9092079731865592
23031646755,23,031,646755,895.231711602346,565.1420671642975,78.37123372334568,23.745758691644145,0
23031646756,23,031,646756,930.8257098754539,514.815638931672,67.11530346577139,31.66836669412869,3.05610902812216
23031646757,23,031,646757,722.1793416461176,437.3549274988562,58.7038607878401,34.23509341915297,3.911889442321146
23031657251,23,031,657251,1463,1569,196,79,8
23031657252,23,031,657252,1525,1519,196,91,8
23031657253,23,031,657253,1497,1665,166,64,10
NA,NA,NA,NA,1807.4252182320658,938.0384917017956,117.59409771156672,59.9264588045996,5.688963017230286
