GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20USSDCOO,G20USSRWIT,G20USSLFRO,G20USSITUR,G20HALDROC,G20HALRMUR,G20HALLROG,G20HALIPUR,G20GOVDCAR,G20GOVRMUR,G20GOVLMAC,G20GOVIDEM,G20LTGDHAL,G20LTGRHAL,G20INSDNAV,G20INSRPIL
10001004-32,10,001,004-32,263.0381456888472,100.18866274451169,2.9369786110417806,3.1538305000344393,261.33899645477726,88.99046442943751,2.201792501038855,5.128101263332524,249.213238029012,100.6630622942062,4.120304176748057,5.350601895780065,258.20587801407737,98.93765296614511,0.7408348534578086,1.472882772652466,231.0060850645953,128.341121331151,243.82005744703775,109.45579662064358
10001004-33,10,001,004-33,956.6056257700731,1284.0032318406247,24.28790104326398,8.812809710587057,969.6670504701593,1204.7272753359625,19.598692198566297,42.61725286373003,930.7328046171201,1248.3245094399517,14.06762653409305,32.3969783545591,975.7637241134408,1234.1318687822488,12.923300279602637,25.583462015111813,946.0828818261872,1267.6600630944247,890.2791901387611,1310.6785789227317
10001004-34,10,001,004-34,1906.1199333144368,1449.372566745001,52.913181626054104,17.58426133049113,1852.117405682639,1362.6315448926423,43.056696328645046,66.05696938564138,1827.206604269641,1396.0211102334933,36.67738322732546,50.937649365776586,1871.8773065519592,1405.3530807019233,31.70673714773013,45.758930008517744,1783.8185534473096,1514.1328409709593,1761.7764470314414,1512.158274641362
10001005-28,10,001,005-28,2226.787919744643,1355.21759422368,46.611576840456586,15.978319167490028,2187.80766876209,1261.8226533453264,35.613935443233316,61.66041675328512,2168.3191668654963,1289.0370869486942,26.73953565205279,48.821064324761366,2196.0214422825143,1284.9906921957536,26.04871329044864,56.087012636710156,2174.464351532417,1333.8627428355653,2200.6252318247393,1297.5773808260008
10001005-29,10,001,005-29,232.40612740047567,615.817659287141,7.065300929141474,4.723454908331581,241.35169601648028,580.1465337619031,7.0243918382323836,14.281311528396389,235.3947888885205,585.1439987251741,6.146194743263099,10.766803812223305,245.091776844752,584.3306426364849,5.038374054180031,9.84712451424628,255.99174003945203,578.4275712929572,234.76666993311954,598.0429063974494
10001005-30,10,001,005-30,815.28089636753,1148.1190725130532,16.61441791451785,9.15035265998829,801.0302721344872,1065.1298016538206,17.5403803306037,41.55674946463375,787.1937414682269,1092.3116988153768,15.791978890127606,26.587209598896383,810.2841481861711,1085.8978240469678,9.972791684378533,27.43035330162575,796.9387816908751,1108.352133845574,776.7861515387268,1126.7977719139244
10001005-31,10,001,005-31,874,395,19,6,850,369,19,20,837,385,13,21,861,384,11,17,834,416,800,437
10001005-32,10,001,005-32,390.0245469233726,298.44784905952184,10.167423667738666,4.315410550262046,367.25870620425695,281.40895065769445,8.151206718680335,13.783710016609012,367.8438474889403,284.47089210541503,5.145859045329987,14.866678758824385,377.09747042698905,284.5917306157899,6.358220258124874,9.819827267695226,365.92883203882246,309.7799102814743,360.94997351899485,310.3733582345145
10001005-33,10,001,005-33,434.9025288402587,784.6528626181871,11.850274196462994,5.630427742551974,439.43868738565294,745.9543367574356,9.286782568817546,23.367920530091755,424.7310211930908,748.5290714819981,14.203765885441742,20.158844486789977,445.119315851403,750.1902622191536,8.700644917897183,16.962595334778463,431.6840281520553,771.5938728797427,412.463324769371,787.2572229555047
10001005-34,10,001,005-34,395.30293056522567,455.7089056269384,14.124438255585796,2.181593771757706,404.09120830432306,435.6304196468131,8.205139565795303,13.329008165073738,386.7193493259067,453.38451800746884,9.104816760554465,9.174314830052534,408.6628900563327,439.54186973859106,9.035318691056396,3.5677574530033547,384.3987594151528,466.5088296727641,362.42046964997786,484.471422241914
10001006-28,10,001,006-28,424.23014563978217,451.49289282560636,3.7776620796911273,3.7334942419075494,430.3330277338007,411.7765167804789,7.4830495157364,14.23385511182046,418.9799652048257,425.3423721003322,4.521951773284441,14.962083773492475,427.29965534770287,419.3077493919792,5.97840909662847,14.189687274036883,436.2632537346653,417.07889556917956,420.0093382150221,434.0690702664554
10001006-29,10,001,006-29,316.3460851320023,817.7222708145074,10.026825050161607,4.574542032009539,335.3698512002667,757.8533496355229,9.653008855560184,19.752289628767166,320.0551940846879,775.3710300939729,10.445318004195856,14.196847234683633,340.0326930977862,766.5281646220509,8.128365053273429,10.310516139547975,338.04217125632397,773.5997506868795,320.2942032641034,790.9538557314117
10001006-30,10,001,006-30,544.8600201409869,1127.3816717019133,14.79053373615307,7.919436052366566,533.0211480362537,1091.6233635448136,17.758308157099698,21.790533736153073,524.0855991943605,1100.5266868076535,13.822759315206445,18.790533736153073,527.1339375629406,1122.2044310171198,9.871097683786505,15.871097683786505,530.0855991943605,1118.2849949647532,509.27895266868074,1139.0594159113796
10001006-31,10,001,006-31,1106.2772689425478,324.1423813488759,14.646128226477936,6.134054954204829,1050.0399666944213,305.92922564529556,18.89009159034138,35.21315570358035,1050.1740216486262,316.74021648626143,8.323064113238967,30.213155703580348,1078.0091590341383,302.5512073272273,7.756036636136553,30.646128226477934,998.3455453788509,397.8368026644463,1019.5828476269775,368.59950041631976
