GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDCAR,G18USSRARL,G18USSGTHE,G18USSLFRO,G18HALDROC,G18HALRWAL,G18ATGDJEN,G18ATGRPEP,G18TREDDAV,G18TRERSIM,G18TREGCHA,G18AUDDMCG,G18AUDRSPA
10003003-10,10,003,003-10,558,305,11,5,567,277,555,305,455,403,9,493,368
10003003-11,10,003,003-11,309.99467509668455,592.9898139752707,10.999811051817838,8.999845406032778,328.9943487316427,565.9902777571724,305.99474380511447,596.9897452668409,257.99556830627296,638.9890238283272,16.999707989173025,287.9950529930489,613.9894532560139
10003003-12,10,003,003-12,519,235,10,7,535,220,525,234,428,314,16,475.00000000000006,279
10003003-13,10,003,003-13,180.87666034155598,23.81837896448902,3.635944700460829,7.299268094334508,193.10111141230684,22.11764705882353,187.53998373542964,28.304689617782596,182.51992409867174,24.95066413662239,6.710761724044456,185.0436432637571,27.72621306587151
10003003-15,10,003,003-15,901,282,11,5,925,256,850,330,832,334,23,869,315
10003003-16,10,003,003-16,775.8332506823347,33.90543339305715,9.340446299543029,6.932841088903699,793.4270917314382,32.66577745209686,676.6029399592875,136.75101651587633,761.3827556192946,43.67343900764825,7.126732590122787,760.921804064786,48.320694012695625
10003003-17,10,003,003-17,809,172,18,10,840,161,801,197,767,206,20,793,198
10003003-18,10,003,003-18,367,90,11,3,377,89,355,105.99999999999999,342,110.99999999999999,11,360,101
10003003-19,10,003,003-19,519.8914819136523,335.7553481135745,19.125243096071568,8.098405289770518,540.1240762349281,318.60326721120185,543.1330221703618,322.6479968883703,415.4710229482692,429.1400233372229,22.13418903150525,472.54259043173863,398.1489692726566
10003003-21,10,003,003-21,616.0907944514502,451.1374527112232,12.918032786885247,15.899117276166457,655.8385876418663,408.40857503152586,640.9331651954603,430.2698612862547,521.6897856242118,536.5952080706179,16.89281210592686,580.3177805800757,491.8789407313997
10003003-22,10,003,003-22,560,401,10.999999999999998,9,593,364,564,384,394,572,9,489,481
10003003-23,10,003,003-23,572,247,33,8,601,235,579,265,454,368,25,484,371
10003003-24,10,003,003-24,418.43660402450706,227.17600046362438,6.4448852339124665,10.338534896811407,434.0621569883647,216.54414005980476,430.1332040568525,223.71617517955505,385.1920431278447,254.93283578143965,14.856767962769718,404.6470033787773,249.91156731510551
10003003-25,10,003,003-25,609,201,33,18,652,187,624,222,526,279,40,585,260
10003003-26,10,003,003-26,475.7407407407407,169.54320987654322,7.148148148148148,12.222222222222221,487.0617283950617,167.34567901234567,464.1728395061728,187.11111111111111,433.98765432098764,207.92592592592592,9.493827160493828,448.65432098765433,195.58024691358025
10003003-27,10,003,003-27,388.8425196850394,116.43307086614173,5.858267716535433,2.9291338582677167,396.1653543307087,112.03937007874016,378.5905511811024,129.61417322834646,361.748031496063,143.5275590551181,5.125984251968504,373.46456692913387,134.74015748031496
10003004-01,10,003,004-01,768,30.999999999999996,12,8,785,27,703,100,710,57,17,740,56
10003004-02,10,003,004-02,45.644171779141104,12.932515337423313,2.2822085889570554,0.7607361963190185,47.92638036809816,12.932515337423313,46.40490797546012,15.214723926380367,38.03680981595092,22.822085889570552,0.7607361963190185,35.75460122699387,25.865030674846626
10003004-03,10,003,004-03,495,30,6,2,509,24,449,65,476,30,13,480,33
10003004-04,10,003,004-04,372,62,7,3,383,53,368,65,335,83,9,348,81
10003004-05,10,003,004-05,647,73,12,10,667,73,587,109,628,94.99999999999999,9,641,91
10003004-06,10,003,004-06,587,219,16,12,616,202,590,236,505,307,21,525,304
10003004-07,10,003,004-07,987,323,25,14,1021,306,982,344,914,386,31,907,419
10003004-08,10,003,004-08,644.560212514758,123.9917355371901,11.808736717827626,10.824675324675326,662.2733175914994,117.10330578512398,625.8630460448643,154.49763872491147,617.9905548996459,147.60920897284535,17.713105076741442,629.7992916174735,141.70484061393154
10003004-09,10,003,004-09,402.0999284385287,333.416630885931,3.9294690138829256,9.835437240589666,413.0177329325891,320.45173894375273,393.4645055102333,353.7228137970517,331.2753685415772,406.1471017604122,4.117704308000572,358.99341634464,384.3585515958208
10003004-10,10,003,004-10,770,274,13,15,802,258,782,286,706,335,24,752,311
10003004-11,10,003,004-11,289.87969990634366,302.85324613332426,5.9975704532316785,1.0012061974080066,298.87584543986037,281.86437637614824,301.8722139836721,284.8655782855682,245.89975814350643,339.8366177819951,13.994401106317513,270.8893548368641,319.846537539423
10003004-12,10,003,004-12,496.00000000000006,342,6,9,508,312,514,320,290,553,7,397,445
10003004-13,10,003,004-13,586.7120690953294,277.72105021692545,8.10123824805444,5.236222578793692,595.1845142529168,265.5860658861862,586.0495299221776,274.68730413424066,519.5095925992206,331.0247649610888,19.20247649610888,545.610830847275,322.1260032091432
10003004-15,10,003,004-15,463.9966866537625,184.99867894600445,8.999935732508325,7.999942873340733,468.99665094960045,189.99864324184242,449.99678662541623,207.99851470685905,400.99713652620426,249.9982147918979,7.999942873340733,425.99695800539405,228.99836474937848
10003004-16,10,003,004-16,292.4859166055908,73.70863497288326,1.0402828613562447,5.42968929412172,292.71327881031516,71.07499111322399,286.86134542170527,75.88664164047765,276.9772890648968,77.80480578838699,9.851576041847824,283.2848596455716,75.88664164047765
10003004-17,10,003,004-17,545.9550616090843,239.40275428847548,9.731819280019328,6.81227349601353,557.6332447451075,219.93911572843683,529.4109688330515,246.215027784489,448.63686880889105,323.0964000966417,18.490456632036725,498.2691471369896,285.14230490456634
10003004-18,10,003,004-18,891.5280522803761,235.31095440380616,7.7525049754988835,8.254174959164805,903.0330622313737,230.0601194119732,851.7722073375453,277.07347928130054,822.0130224273827,291.0734792813006,13.006679934663689,846.7688673702135,275.07013931396875
10003004-19,10,003,004-19,526,315,8,6,526,311,528,302,457,363,18,485,336
10003004-21,10,003,004-21,639,237,17,12,664,222,633,264,522,352,24,571,323
10003004-22,10,003,004-22,507.63865546218483,341.0560224089636,6.137254901960784,8.767507002801121,522.5434173669468,332.28851540616245,514.6526610644257,344.56302521008405,355.96078431372547,490.10364145658264,12.274509803921568,419.9635854341737,433.11484593837537
10003004-23,10,003,004-23,916,330,47,20,965,332,938,352,765,490,32,773,518
10003004-24,10,003,004-24,356.69348659003833,106.92490421455939,6.617624521072797,7.807662835249042,365.78620689655173,99.97471264367816,354.7409961685824,113.30498084291189,347.127969348659,107.77777777777779,9.282758620689656,345.69578544061307,118.54022988505747
10003004-25,10,003,004-25,363.98618352295495,228.4935293040576,13.629438590066595,7.215585135917609,376.0121587494843,218.07101744106552,361.58098847764904,235.70911443997522,316.68401429860614,266.9766500289515,16.836365317141087,328.7099895251355,266.1749183471829
10003004-26,10,003,004-26,676,228,9,11,683,225,648,266,609,274,22,649,258
10003004-27,10,003,004-27,863.1574803149606,349.56692913385825,14.141732283464567,8.070866141732283,877.8346456692913,332.96062992125985,850.4094488188975,359.38582677165357,757.251968503937,438.4724409448819,23.874015748031496,785.5354330708661,414.25984251968504
10003005-01,10,003,005-01,878.6033040604445,117.00357813464905,23.728805512152107,14.261699678829268,916.4130764012995,105.76094783986201,830.8910683355197,182.61877741580486,753.9411546705076,222.34386626287758,30.27745882969733,738.8028777714457,272.681718729493
10003005-02,10,003,005-02,417.6544454395715,43.13801783882898,8.823685467033199,4.902047481685111,427.4585404029417,39.21637985348089,392.1637985348089,79.41316920329879,402.94830299451615,55.883341291210265,10.784504459707245,410.7915789652123,58.82456978022133
10003005-03,10,003,005-03,49,3,2,1,50,4,49,5,48,4,2,48,6
10003005-04,10,003,005-04,83,10,3,0,88,10,85,12,82,11,2,83,12
10003005-05,10,003,005-05,657,76,12,8,670,74,623,119,628,100,9,644,88
10003005-06,10,003,005-06,714.9279519679786,158.97865243495664,8.567711807871914,5.711807871914609,718.7358238825884,157.07471647765178,692.0807204803202,181.82588392261508,640.6744496330887,211.33689126084056,16.183455637091395,650.1941294196131,220.85657104736492
10003005-07,10,003,005-07,471,90,19,8,500,80,490,93,417,146,24,454,123
10003005-08,10,003,005-08,1027.2134602311353,331.91298436437796,13.352821210061183,17.167912984364378,1049.1502379333785,316.65261726716517,941.3738953093134,433.01291638341263,908.9456152277363,440.643099932019,21.936777702243372,957.588035350102,404.3997280761387
10003005-09,10,003,005-09,530.5781254085283,300.6662621515235,5.119155908218573,9.345664808705408,543.2092754939966,281.34999875731575,531.2854244940116,305.18460394664646,453.35835044578744,377.21480067905276,12.429848550084163,493.42180750630064,343.19012300068755
10003005-10,10,003,005-10,685,362,16,12,725,310,687,373,508,530,21,594,460
10003005-12,10,003,005-12,804,460,6,11,820,416,811,445,513,736,13,666,576
10003005-13,10,003,005-13,510.531751586033,208.21496117289058,22.013704647533668,16.008628816512164,543.5460276057927,194.20841880497167,511.53747063624127,220.21311890061824,466.4804660773579,241.25809748628777,30.01826881842241,504.4978275962415,225.25169881229033
10003005-15,10,003,005-15,1133.417300714397,344.2037893478906,17.949550207743417,18.794164762464032,1177.474606665568,318.0621361776563,1087.5212828624637,409.874510337607,1044.2026841364489,424.4303617062033,23.92198467236484,1095.239501159088,403.2871385140867
10003005-16,10,003,005-16,821.0041796555267,44.000135224149396,6.000049172417961,6.000030732761226,828.0042780003627,38.000122931044906,710.0036387589291,142.0006945604037,783.0041304831087,50.000172103462866,15.000030732761225,802.0041058968998,41.000208982776336
10003005-17,10,003,005-17,461,206,9,11,466,211,465,213,415,251,12,433,239
10003005-18,10,003,005-18,494,216,18,11,507,225,505,231,466,251,16,485,244
10003005-19,10,003,005-19,440,280,11,8,448,275,458,262,390,325,10,402,317
10003005-21,10,003,005-21,749,484,9,13,779,426,772,455,600,625,14,663,570
10003005-22,10,003,005-22,848,631,15,14,864,614,843,641,623,851,23,732,750
10003005-23,10,003,005-23,563,133,22,7,585,136,560,154,511,179,31,525,196
10003005-24,10,003,005-24,582.5014442518775,277.42865395725016,19.74581166955517,19.74581166955517,617.056614673599,272.49220103986136,602.2472559214327,281.3778162911612,524.2512998266898,341.60254188330447,27.64413633737724,570.6539572501445,308.03466204506066
10003005-25,10,003,005-25,794.6009773636501,397.46914721223476,19.300665923937814,13.0163189345217,830.4989238871727,378.0963690687193,790.5683268344559,411.2201600243075,685.7615713779307,491.46094343444577,27.7183496227275,734.2717627994126,465.8922367954626
10003005-26,10,003,005-26,805,188,11,16,827,181,803,203,724,250,27,773,223
10003005-27,10,003,005-27,712,341,8,13,734,313,711,345,638,405,17,675,377
10003006-01,10,003,006-01,295,12,7,1,298,9,268,41,280,19,2,276,24
10003006-02,10,003,006-02,397,30,8,10,410,34,365,76,355,64,15,359,77
10003006-03,10,003,006-03,306,12,8,2,308,10,278,44,300,16,2,299,16
10003006-04,10,003,006-04,603,160,10,17,626,156,605,173,496,264,20,486,294
10003006-05,10,003,006-05,713,104,7,5,727,96,674,141,674,131,13,690,122
10003006-06,10,003,006-06,345.4086296422036,66.05207847875035,6.039058859062761,4.006509809843793,364.4476885012664,53.032549049218964,341.18078629767086,69.26690220359554,319.271923635484,90.07160790828173,6.078117718125523,328.3240021142343,82.09113733781311
10003006-07,10,003,006-07,482,180,8,7,502,157,496,170,431,228,8,452,213
10003006-08,10,003,006-08,698.7865397688647,449.08701563562204,8.647178789938817,16.832087015635622,724.8497620666213,420.34738273283483,671.6261046906866,491.9870836165873,590.0543847722638,548.356900067981,27.063222297756628,638.411964649898,513.6002719238613
10003006-09,10,003,006-09,621.3560229157245,545.3304186140007,9.231016634001708,17.38491884014272,643.0522136790794,522.0936730488969,624.3510477913463,554.4888687873763,496.42853912256896,681.2571486004322,12.15324890698025,568.58306950098,612.1800592994623
10003006-10,10,003,006-10,645,424,9,10,679,385,672,405,496,565,20,562,507
10003006-12,10,003,006-12,287.7529200359389,206.56244384546272,8.072327044025158,9.072327044025156,287.96990116801436,202.3041329739443,291.94923629829293,215.40745732255166,182.3683737646002,321.97798742138366,7.041329739442947,230.95732255166217,263.34770889487874
10003006-13,10,003,006-13,610.4284260996608,355.6669716718155,15.985032434688335,14.985967907520315,648.3928781320456,318.7015841665987,646.3947490777095,325.69503585677484,549.4854899424115,399.6258108672084,27.973806760704587,583.4536838661243,388.6361010683602
10003006-15,10,003,006-15,682.0072976733954,168.00223019966288,14.000115024624447,9.00012141488136,713.0075852349565,150.00205766272623,669.0069973313206,196.0026583468761,654.0067161600164,193.0027542007298,19.00015336616593,683.0070484533758,175.0026136150777
10003006-16,10,003,006-16,511.93502962793343,33.01603967250877,4.17731289975686,7.242155376369906,516.1814945516262,36.0411396695287,456.71828888620496,93.26292627560585,468.35289345626944,70.15049188932574,9.328203707949324,476.79705506296034,67.99141802168297
10003006-17,10,003,006-17,48.398510971786834,61.90164576802508,1.0811128526645768,1.0991379310344827,52.51567398119122,57.84757053291536,53.25431034482759,56.072884012539184,47.947884012539184,59.25313479623824,3.1532131661442007,52.191222570532915,58.126959247648905
10003006-18,10,003,006-18,725,159,7,5,731,154,706,174,683,180,15,705,171
10003006-19,10,003,006-19,111,34,3,2,119,27,107,36,103,35,6,102,43
10003006-21,10,003,006-21,714,317,21,16,760,289,720,317,596,421,30,660,384
10003006-22,10,003,006-22,283,194,5,2,284,185,287,193,220,256,5,243,233
10003006-23,10,003,006-23,652.328792065333,403.3943159906695,18.12006470609427,11.442941227284306,700.0044426298384,360.4863980326945,682.839312717141,389.0937511009053,527.3900705627282,532.1443991628659,19.074520784977008,584.6126754886311,496.85705032876103
10003006-24,10,003,006-24,603.8777111165937,298.3204040839783,12.387437231215163,8.70907933206183,626.5963547937697,275.5749613304397,620.6456006819434,288.7198639658792,519.8721503821158,370.10109486193454,24.071007210931185,551.4088425133219,351.3305726640557
10003006-25,10,003,006-25,544.2959427207637,237.15751789976136,14.579355608591886,10.691527446300716,568.5948687350835,215.7744630071599,558.8752983293556,237.15751789976136,490.8383054892601,284.78341288782815,18.467183770883057,514.1652744630071,272.14797136038186
10003006-26,10,003,006-26,678,266,10,8,703,247,653,294,607,323,17,668,289
10003006-27,10,003,006-27,523,123.00000000000001,8,10,540,117,516,143,484,152,18,507,145
10003007-01,10,003,007-01,292,26,5,3,301,22,265,52,261,40,5,274,39
10003007-02,10,003,007-02,330.58155822882964,26.42295206186326,5.076291125804976,5.0213209240185614,337.70604647983834,26.321198234345854,319.17217865663866,40.07643379588771,312.60723913070063,44.3502928817111,6.168761798677124,317.7107233785737,39.53247961272736
10003007-03,10,003,007-03,583,53,14,11,605,48,564,84,563,65,16,573,62
10003007-04,10,003,007-04,714,152,15,13,742,147,710,179,583,282,22,570,315
10003007-05,10,003,007-05,498.00331334623746,90.00132105399555,9.000064267491675,7.000057126659267,508.00334905039955,85.00135675815758,484.00321337458377,115.00148529314093,469.00286347379574,118.00178520810209,11.000057126659266,481.00304199460595,111.00163525062152
10003007-06,10,003,007-06,548,270,14,9,576,248,547,278,414,397,14,477,348
10003007-07,10,003,007-07,597,240,13,7,612,231,592,249,523,304,13,528,309
10003007-08,10,003,007-08,541,502,11,13,550,484,534,513,420,616,19,467,576
10003007-09,10,003,007-09,117.97979797979798,103.97306397306397,1.0774410774410774,2.154882154882155,119.05723905723906,101.27946127946129,117.97979797979798,102.35690235690235,92.12121212121211,128.21548821548822,3.2323232323232323,103.43434343434343,115.82491582491582
10003007-10,10,003,007-10,857,401,13,9,888,374,860,400,662,585,15.000000000000002,766,490
10003007-12,10,003,007-12,526,285,11,14,555,271,529,294,415,401,14,470,350
10003007-13,10,003,007-13,231.91549989326583,94.31158029467893,4.5427601416252115,7.1286609982510765,238.39410858436455,93.06110315986714,234.57203896491043,99.06625508136041,203.18223889166296,124.62749877066152,6.690523336154993,214.64174538648297,120.4379297041301
10003007-15,10,003,007-15,588.2461538461539,287.6076923076923,13.03076923076923,5.584615384615384,604.0692307692308,275.5076923076923,568.7,316.46153846153845,544.5,334.1461538461538,10.23846153846154,567.7692307692307,317.3923076923077
10003007-16,10,003,007-16,565.522765598651,81.93086003372682,2.9974704890387858,13.988195615514334,582.508431703204,81.93086003372682,541.5430016863406,109.90725126475547,538.5455311973019,108.90809443507588,5.9949409780775715,561.5261382799325,90.92327150084317
10003007-17,10,003,007-17,421.3793103448276,152.9080459770115,7.022988505747127,5.137931034482759,431.37931034482756,146.83908045977012,418.2413793103448,153.95402298850576,394.98850574712645,168,11.25287356321839,408.14942528735634,165.95402298850576
10003007-18,10,003,007-18,344.1063829787234,173.52373158756137,7.842880523731587,5.88216039279869,345.0867430441898,172.5433715220949,359.7921440261866,161.75941080196398,295.088379705401,215.67921440261864,9.803600654664484,329.40098199672667,187.24877250409165
10003007-19,10,003,007-19,368,194,13,6,375,189,388,185,327,232,11,350,214
10003007-21,10,003,007-21,51,81,1,6,62,73,57,76,41,93,4,47,91
10003007-22,10,003,007-22,1003,451,17,12,1039,417,1018,442,841,601,23,930,528
10003007-23,10,003,007-23,598.671207934667,288.60568400933045,15.879935293905731,4.557058772715694,603.9955573701616,284.5136019673055,594.160687282859,295.9062488990947,465.6099294372718,410.85560083713403,19.92547921502299,521.3873245113688,376.14294967123897
10003007-24,10,003,007-24,687,175,8,9,682,181,673,197,625,219,20,668,198
10003007-25,10,003,007-25,404.7551020408163,229.6530612244898,6.73469387755102,6.061224489795919,427.6530612244898,211.46938775510205,405.42857142857144,228.9795918367347,349.53061224489795,271.40816326530614,12.795918367346939,377.81632653061223,249.85714285714286
10003007-26,10,003,007-26,820,258,17,12,854,244,825,270,766,307,23,800,287
10003007-27,10,003,007-27,189,169,2,1,190,158,183,174,145,206,8,161,195
10003008-01,10,003,008-01,107,29,1,4,109,30,104,34,99,38,2,106,33
10003008-02,10,003,008-02,326,12,10,7,344,10,296,53,315,17,11,323,18
10003008-03,10,003,008-03,539,133,14,13,574,117,543,141,493,182,9,520,174
10003008-04,10,003,008-04,899.7524071526823,541.850894085282,17.995048143053644,23.993397524071526,968.7334250343879,473.86960110041264,945.7397524071527,513.8585969738652,722.8011004126547,721.8013755158184,21.9939477303989,816.7752407152682,637.8244841815681
10003008-05,10,003,008-05,998,306,17,9,1013,297,953,350,910,385,19,951,350
10003008-06,10,003,008-06,910,401,29,20,974,362,916,425,759,550,41,794,556
10003008-07,10,003,008-07,688,371,8,12,701,350,684,374,557,483,27,628,429
10003008-08,10,003,008-08,753.2548791966727,434.13057335895115,10.003133760614828,9.002785564990958,769.2534864141772,417.1284841852079,757.2479152841953,438.13823366267627,674.2256307642676,506.15808081323684,12.004874738734177,713.2458261104521,477.13997464079563
10003008-09,10,003,008-09,504,287,11,9,521,263,496,293,422,357,11,468,321
10003008-10,10,003,008-10,521.2041083916084,110.0861013986014,4.871066433566433,10.716346153846153,529.972027972028,108.13767482517483,514.3846153846155,121.77666083916084,494.90034965034965,131.5187937062937,11.69055944055944,502.69405594405595,131.5187937062937
10003008-12,10,003,008-12,664.600411946447,434.384140061792,18.288362512873327,9.9062821833161685,710.7950566426365,398.519052523172,662.1359423274974,448.54891864057674,481.55612770339854,616.5932028836252,16.98867147270855,582.3048403707518,523.091658084449
10003008-13,10,003,008-13,639.7698494894763,201.070524125264,16.35501870875353,7.696479392354602,645.5422090337423,208.7670035176186,631.1113101730774,213.5773031378402,579.1600742746838,255.90793979579053,18.27913855684218,592.6289132113044,250.1355802515246
10003008-15,10,003,008-15,257,200,7,9,268,200,268,198,239,219,10,254,211
10003008-16,10,003,008-16,827.477234401349,142.06913996627318,11.002529510961214,9.011804384485666,852.491568296796,133.06913996627318,779.4569983136594,200.09274873524453,790.4544688026981,167.09190556492413,16.005059021922428,816.4738617200675,155.07672849915684
10003008-17,10,003,008-17,348,74,4,8,350,72,329,98,332,91,4,338,82
10003008-18,10,003,008-18,564,143,4,7,570,133,540,167,518,168,17,532,170
10003008-19,10,003,008-19,484,273,11,17,515,252,521,244,425,324,17,456,315
10003008-21,10,003,008-21,771.4985557481225,326.57134604274984,15.25418833044483,15.25418833044483,788.943385326401,316.50779896013864,776.7527440785673,337.62218370883886,669.7487001733102,425.3974581166956,24.355863662622763,724.3460427498555,388.96533795493934
10003008-22,10,003,008-22,425,289,7,10,435,276,427,287,334,367.99999999999994,15,363,351
10003008-23,10,003,008-23,666.7413429371064,314.7253164918193,18.778212402136724,15.159205340519728,691.3360193875986,302.20378789530093,665.24203770358,330.87737224957937,535.6215236340811,436.30964394168774,20.84353517970982,591.9789605760525,399.9237463354148
10003008-24,10,003,008-24,487,286,17,21,526,266,497,293,459,322,18,475,324
10003008-25,10,003,008-25,312.7040572792363,133.84248210023867,8.420644391408114,5.308472553699284,328.40513126491646,123.22553699284009,320.1247016706444,131.84248210023867,277.1616945107399,172.21658711217185,10.532816229116944,292.83472553699283,161.85202863961814
10003008-26,10,003,008-26,183,77,3,3,184,79,167.99999999999997,94,160,91,3,176,83.99999999999999
10003008-27,10,003,008-27,780,443,12,12,783,438,766,464,676,535,19,711,503
10003009-01,10,003,009-01,677,58,5,10,702,50,607,138,623,104,14,647,89
10003009-02,10,003,009-02,307,123,13,1,315,119,313,120,277,147,12,292,141
10003009-03,10,003,009-03,598,47,11,9,606,54,551,103,568,65,19,569,79
10003009-04,10,003,009-04,398,49.99999999999999,13.999999999999998,4,425,37,396,68,352,99,13,346,114
10003009-05,10,003,009-05,565,64,9,11,578,63,527,110,545,85,11,560,80
10003009-06,10,003,009-06,927,373,17,14,964,342,927,386,740,539,30,810,492
10003009-07,10,003,009-07,551,268,10,14,577,249,569,264,482,328,19,479,349
10003009-08,10,003,009-08,95,85,1,0,98,77,101,79,75,102,3,88,94
10003009-09,10,003,009-09,355.6312900396244,445.32437498362583,18.241737303778084,9.955079266320181,381.4215868170646,417.7017716870514,371.8756060188521,444.0946205490144,303.2571498140947,491.10738769641455,26.801947330070597,343.6245708570446,467.99716270046696
10003009-10,10,003,009-10,479,303,15,7,489,298,491,302,391,380,15,442,346
10003009-12,10,003,009-12,539.5885714285714,290.0571428571429,5.457142857142857,7.548571428571429,560.8228571428572,272.54857142857145,538.6342857142857,288.10285714285715,411.51428571428573,410.04,12.868571428571428,484.3885714285714,343.5314285714286
10003009-13,10,003,009-13,576.0689841977699,208.52397598755672,11.856501238951738,16.799612398421957,599.7776332108128,193.712056368588,581.0120953572401,218.40584484163665,520.7226823781733,262.8873150795779,16.79743566599171,550.3661122079828,247.08154907088255
10003009-15,10,003,009-15,262,152,6,7,279,136,269,151,236,178,7,248,170
10003009-16,10,003,009-16,141,70,4,1,149,62,139,71,128,77,4,136,75
10003009-17,10,003,009-17,398,210,3,3,415,191,412,194,360,237,10,381,224
10003009-18,10,003,009-18,531.4719477196239,198.02237892952718,7.2474950245011165,8.41249170750186,546.9669377686262,192.9398805880268,518.8944593291213,216.25985405203275,489.98697757261726,239.25985405203275,8.659986732002977,509.56446596311986,225.92986068603128
10003009-19,10,003,009-19,431.1085180863477,305.2446518864255,13.874756903928432,10.901594710229483,456.875923765072,288.39673278879815,457.8669778296383,293.3520031116297,384.52897705173086,347.8599766627771,14.865810968494749,392.45740956826137,348.85103072734347
10003009-21,10,003,009-21,338,182,2,5,347,169,326,189,256,259,5,286,230
10003009-22,10,003,009-22,469,341,9,6,489,321,484,327,383,417,14,410,395
10003009-23,10,003,009-23,205.92697881065928,169.11877486865737,2.9844489682704243,5.9688979365408485,227.81293791130906,150.21726473627803,215.87514203822735,165.13950957763015,153.20171370454844,229.80257055682267,1.9896326455136162,180.06175441898228,199.95808087411842
10003009-24,10,003,009-24,249,177,10,10,260,180,261,174,222,201,19,243,190
10003009-26,10,003,009-26,847,133,15,14,862,127,825,163,800,156,30,829,152
10003009-27,10,003,009-27,665,464,5.999999999999999,8,677,432,654,469,554,545,18,601,511
10003010-01,10,003,010-01,736.3573819827925,14.30335707450844,15.98322145940803,9.028214068413009,761.3505811177547,14.296405126846969,680.3369021638398,79.30928109102634,711.269726570879,19.416009701202547,16.015034316324147,723.3373865885682,32.355125282532846
10003010-02,10,003,010-02,501.3815280018702,52.19016524136702,7.944798017069947,10.957287127760814,521.2255825827668,49.1920285000987,468.59578083512304,96.85364041780711,467.5246400742542,84.96156003869164,18.930789883675853,481.4657115738608,79.98619402404492
10003010-03,10,003,010-03,148.01627011588704,41.00796745770063,6.0004899084023045,1.0002578465275285,156.01704365546965,38.007529118603834,148.01663110102558,46.00794167304788,119.01013336853187,73.01425891297232,4.000386769791293,137.01335645012597,57.011267893253
10003010-04,10,003,010-04,130,24,1,5,131,21,129,24,118,35,1,113,41
10003010-05,10,003,010-05,621,59.00000000000001,2,7.000000000000001,625,53,596,83,600,67,13,602,67
10003010-06,10,003,010-06,676,360,14,21,715,334,694,369,521,521,21,599,454
10003010-07,10,003,010-07,766,246,12,7,781,240,758,252,712,276,22,713,295
10003010-08,10,003,010-08,606,240,7,9,626,227,567,287,557,287,13,572,272
10003010-09,10,003,010-09,517.0711793440335,275.3684577808793,9.49546406140963,6.905792044661549,536.9253314724355,256.37752965806004,501.533147243545,298.675505931612,466.1409630146546,321.98255408234473,13.811584089323098,497.21702721563156,300.40195394277737
10003010-10,10,003,010-10,432.69327467001887,93.34506599622878,7.778755499685732,4.861722187303583,433.66561910747953,95.28975487115022,430.7485857950974,98.20678818353237,405.46763042111877,113.76429918290383,8.75109993714645,421.02514142049023,109.87492143306096
10003010-12,10,003,010-12,626.5293511843461,394.61997940267764,6.545829042224511,20.572605561277033,653.6477857878476,374.9824922760041,638.6858908341916,398.3604531410917,466.62409886714727,558.2657054582904,22.44284243048404,551.719876416066,478.7806385169928
10003010-13,10,003,010-13,203,112,11,2,216,106,206,118,181,133,8,197,127
10003010-15,10,003,010-15,901.9636216653194,181.55780113177042,17.47615198059822,12.621665319320938,918.4688763136621,182.5286984640259,888.371059013743,209.71382376717867,869.9240097008893,205.83023443815682,21.35974130962005,890.3128536782539,213.59741309620048
10003010-16,10,003,010-16,612,192,9,15,638,186,607,207,571,244,10,597,226
10003010-17,10,003,010-17,414,148,11,6,425,137,401,158,388,168,9,399,161
10003010-18,10,003,010-18,222,48.666666666666664,2,3.3333333333333335,226,48,217.33333333333334,58.666666666666664,210,58.666666666666664,5.333333333333333,214.66666666666666,56
10003010-19,10,003,010-19,346,172,9,12,358,165,341,191,280,241,11,312,221
10003010-21,10,003,010-21,748.9092055485498,465.8625472887768,30.081967213114755,21.100882723833543,797.1614123581337,437.59142496847414,775.0668348045397,453.73013871374525,629.3102143757882,561.4047919293821,27.10718789407314,690.6822194199243,535.1210592686002
10003010-22,10,003,010-22,510.5780821917808,316.6876712328767,10.156164383561643,5.5397260273972595,528.1205479452054,292.68219178082194,535.5068493150685,300.0684931506849,406.24657534246575,420.0958904109589,10.156164383561643,459.7972602739726,371.1616438356164
10003010-24,10,003,010-24,425,201,13,10,457,182,449,189,389,229,23,419,212
10003010-27,10,003,010-27,802,488,9,13,812,479,797,494,649,626,24,717,576
10003011-01,10,003,011-01,465,32,9,12,483,31,423,89,418,69,16,431,79
10003011-02,10,003,011-02,585.8180568285976,14.841888175985334,6.1113657195233735,6.1113657195233735,584.0719523373052,13.095783684692943,504.62419798350135,85.55912007332722,555.2612282309807,15.71494042163153,6.98441796516957,552.6420714940422,23.572410632447298
10003011-04,10,003,011-04,630.9837298841129,308.99203254229934,18.999510091597696,9.999742153472472,660.9829563445303,291.9924708813962,644.9833688989744,307.99205832695213,392.98986663146815,552.9857410870277,14.999613230208706,517.986643549874,436.98873210674697
10003011-06,10,003,011-06,597,297,3,12,615,271,597,298,451,438,11,518,371
10003011-09,10,003,011-09,780.179104477612,661.9701492537314,18.71641791044776,13.791044776119403,795.9402985074627,635.3731343283582,783.134328358209,635.3731343283582,599.9104477611941,839.2835820895523,13.791044776119403,706.2985074626865,739.7910447761194
10003011-12,10,003,011-12,558.870236869207,466.9958805355304,8.165808444902163,11.521112255406798,573.557157569516,442.4984552008239,554.1781668383111,483.09062821833163,366.8197734294542,670.1410916580845,10.568486096807415,438.9752832131823,595.1277033985582
